initial_mass,initial_Z,star_age,model_number,log_Teff,log_L,log_g
1.0,0.01,7727828000.0,25996,3.73399259,3.73865188,0.34616191
1.0,0.01,7727828000.0,25997,3.73425591,3.73864157,0.34722493
1.0,0.01,7727828000.0,25998,3.73445753,3.73866223,0.34801041
1.0,0.01,7727828000.0,25999,3.73461666,3.73862223,0.3486866
1.0,0.01,7727828000.0,26000,3.73481863,3.73864302,0.34947329
1.0,0.01,7727828000.0,26001,3.73505078,3.73863386,0.35041055
1.0,0.01,7727828000.0,26002,3.73534762,3.73864283,0.3515884
1.0,0.01,7727828000.0,25991,3.73302101,3.73864369,0.3422858
1.0,0.01,7727828000.0,25922,3.72191262,3.73867281,0.29785035
1.0,0.01,7727828000.0,25836,3.71054703,3.73869778,0.25240112
1.0,0.01,7727828000.0,25920,3.72166528,3.73866683,0.29686764
1.0,0.01,7727828000.0,25839,3.71088956,3.73869053,0.25377714
1.0,0.01,7727828000.0,25840,3.71097432,3.73870693,0.25409941
1.0,0.01,7727828000.0,25841,3.71107622,3.7387002,0.25451337
1.0,0.01,7727828000.0,25842,3.71121022,3.73871433,0.25503472
1.0,0.01,7727828000.0,25843,3.71135961,3.73870319,0.25564285
1.0,0.01,7727828000.0,25844,3.71146372,3.73868039,0.25608173
1.0,0.01,7727828000.0,25845,3.7115531,3.73868628,0.256433
1.0,0.01,7727828000.0,25846,3.71165895,3.73869416,0.25684811
1.0,0.01,7727828000.0,25847,3.71178989,3.7386946,0.25737094
1.0,0.01,7727828000.0,25848,3.71194644,3.73869847,0.25799266
1.0,0.01,7727828000.0,25849,3.71203321,3.73866022,0.25837763
1.0,0.01,7727828000.0,25838,3.7108069,3.7386897,0.25344764
1.0,0.01,7727828000.0,25850,3.71212457,3.73867296,0.25872999
1.0,0.01,7727828000.0,25852,3.71238434,3.73868593,0.25975513
1.0,0.01,7727828000.0,25853,3.71254954,3.73870004,0.26040117
1.0,0.01,7727828000.0,25854,3.71264645,3.73868908,0.26079943
1.0,0.01,7727828000.0,25855,3.71277551,3.73867865,0.26132572
1.0,0.01,7727828000.0,25856,3.71289323,3.73868603,0.26178877
1.0,0.01,7727828000.0,25857,3.71303422,3.73867879,0.26235941
1.0,0.01,7727828000.0,25858,3.71320711,3.73870432,0.2630248
1.0,0.01,7727828000.0,25859,3.71333743,3.73868254,0.26356748
1.0,0.01,7727828000.0,25860,3.71343736,3.73868764,0.26396171
1.0,0.01,7727828000.0,25861,3.71356224,3.738687,0.26446143
1.0,0.01,7727828000.0,25862,3.7137138,3.73869433,0.26505977
1.0,0.01,7727828000.0,25851,3.7122492,3.73869375,0.25920725
1.0,0.01,7727828000.0,25863,3.7137998,3.73868342,0.26541435
1.0,0.01,7727828000.0,25837,3.71066597,3.73870419,0.25286999
1.0,0.01,7727828000.0,25835,3.71037086,3.73870197,0.25169272
1.0,0.01,7727828000.0,25811,3.70768906,3.73869212,0.24098645
1.0,0.01,7727828000.0,25812,3.7077806,3.73869757,0.24134675
1.0,0.01,7727828000.0,25813,3.70789815,3.73870317,0.24181087
1.0,0.01,7727828000.0,25814,3.7080294,3.73870326,0.24233521
1.0,0.01,7727828000.0,25815,3.7081087,3.73870063,0.24265469
1.0,0.01,7727828000.0,25816,3.70818757,3.73870341,0.24296705
1.0,0.01,7727828000.0,25817,3.70830577,3.73871804,0.24342481
1.0,0.01,7727828000.0,25818,3.70842019,3.73871287,0.24388715
1.0,0.01,7727828000.0,25819,3.70855853,3.73871643,0.24443638
1.0,0.01,7727828000.0,25820,3.70864771,3.73868714,0.24482201
1.0,0.01,7727828000.0,25821,3.7087293,3.73866771,0.24516745
1.0,0.01,7727828000.0,26031,3.7424189,3.73860418,0.37989937
1.0,0.01,7727828000.0,25822,3.70882745,3.73868996,0.2455374
1.0,0.01,7727828000.0,25824,3.70902376,3.73869666,0.24631513
1.0,0.01,7727828000.0,25825,3.70909606,3.73869173,0.24660894
1.0,0.01,7727828000.0,25826,3.70918394,3.73870002,0.24695181
1.0,0.01,7727828000.0,25827,3.70928924,3.73870516,0.24736744
1.0,0.01,7727828000.0,25828,3.70943266,3.73870565,0.24794008
1.0,0.01,7727828000.0,25829,3.70958387,3.73869065,0.2485593
1.0,0.01,7727828000.0,25830,3.70968154,3.73870101,0.24893923
1.0,0.01,7727828000.0,25831,3.7097743,3.7387152,0.24929569
1.0,0.01,7727828000.0,25832,3.70988331,3.73870596,0.24974052
1.0,0.01,7727828000.0,25833,3.71001349,3.73869671,0.25026995
1.0,0.01,7727828000.0,25834,3.71016927,3.73868358,0.25090553
1.0,0.01,7727828000.0,25823,3.70895064,3.73870531,0.24601428
1.0,0.01,7727828000.0,25864,3.71388891,3.73869034,0.26576352
1.0,0.01,7727828000.0,25865,3.71399618,3.73867757,0.26620499
1.0,0.01,7727828000.0,25866,3.7141276,3.73868685,0.2667209
1.0,0.01,7727828000.0,25896,3.71838719,3.73869116,0.28374095
1.0,0.01,7727828000.0,25897,3.71847752,3.73867788,0.28411527
1.0,0.01,7727828000.0,25898,3.71858912,3.73867825,0.28456095
1.0,0.01,7727828000.0,25899,3.71872041,3.73867959,0.28508435
1.0,0.01,7727828000.0,25900,3.71887993,3.73868675,0.28571478
1.0,0.01,7727828000.0,25901,3.71906608,3.73868495,0.28646057
1.0,0.01,7727828000.0,25902,3.71919109,3.73868199,0.2869632
1.0,0.01,7727828000.0,25903,3.71930659,3.73867064,0.28743618
1.0,0.01,7727828000.0,25904,3.71944523,3.73867843,0.28798254
1.0,0.01,7727828000.0,25905,3.71961464,3.73868729,0.28865081
1.0,0.01,7727828000.0,25906,3.71971808,3.73867787,0.28907367
1.0,0.01,7727828000.0,25895,3.71826612,3.7386792,0.28326895
1.0,0.01,7727828000.0,25907,3.7198172,3.73865593,0.28949177
1.0,0.01,7727828000.0,25909,3.7200846,3.73868248,0.29053399
1.0,0.01,7727828000.0,25910,3.72025521,3.73867425,0.29122411
1.0,0.01,7727828000.0,25911,3.72037096,3.73866521,0.29169584
1.0,0.01,7727828000.0,25912,3.72047706,3.73867783,0.2921073
1.0,0.01,7727828000.0,25913,3.72060364,3.73867463,0.29261644
1.0,0.01,7727828000.0,25914,3.72076662,3.73868826,0.29325427
1.0,0.01,7727828000.0,25915,3.72094855,3.73866823,0.29400147
1.0,0.01,7727828000.0,25916,3.721059,3.738661,0.29445016
1.0,0.01,7727828000.0,25917,3.72117011,3.73867996,0.29487531
1.0,0.01,7727828000.0,25918,3.72130193,3.73868084,0.2954013
1.0,0.01,7727828000.0,25919,3.72146236,3.73868862,0.29603476
1.0,0.01,7727828000.0,25908,3.71993846,3.73867796,0.28995439
1.0,0.01,7727828000.0,25894,3.71811812,3.7386784,0.28267822
1.0,0.01,7727828000.0,25893,3.71799438,3.73869812,0.28216397
1.0,0.01,7727828000.0,25892,3.71789136,3.73869361,0.28175673
1.0,0.01,7727828000.0,25867,3.71428417,3.7386957,0.26733774
1.0,0.01,7727828000.0,25868,3.71442059,3.73869191,0.2678869
1.0,0.01,7727828000.0,25869,3.71451237,3.73869286,0.2682527
1.0,0.01,7727828000.0,25870,3.71462826,3.73870056,0.26870816
1.0,0.01,7727828000.0,25871,3.71476956,3.73871202,0.26926139
1.0,0.01,7727828000.0,25872,3.7149359,3.73869594,0.26994224
1.0,0.01,7727828000.0,25873,3.71503122,3.73868182,0.27033729
1.0,0.01,7727828000.0,25874,3.71513089,3.73869831,0.27071911
1.0,0.01,7727828000.0,25875,3.71525124,3.73868464,0.27121377
1.0,0.01,7727828000.0,25876,3.71540518,3.73869926,0.27181438
1.0,0.01,7727828000.0,25877,3.71557938,3.73869149,0.27251834
1.0,0.01,7727828000.0,25878,3.7157942,3.73869202,0.27337636
1.0,0.01,7727828000.0,25879,3.71598853,3.73869152,0.27415373
1.0,0.01,7727828000.0,25880,3.71611025,3.73867251,0.2746592
1.0,0.01,7727828000.0,25881,3.71626792,3.73870064,0.2752612
1.0,0.01,7727828000.0,25882,3.71645699,3.73869192,0.27602556
1.0,0.01,7727828000.0,25883,3.71668011,3.73869078,0.27691844
1.0,0.01,7727828000.0,25884,3.71681208,3.73866868,0.27746796
1.0,0.01,7727828000.0,25885,3.7169552,3.73866728,0.27804138
1.0,0.01,7727828000.0,25886,3.71711452,3.73867497,0.27867044
1.0,0.01,7727828000.0,25887,3.71721012,3.73867016,0.27905729
1.0,0.01,7727828000.0,25888,3.71734762,3.73868226,0.27959487
1.0,0.01,7727828000.0,25889,3.71746883,3.73869618,0.28006542
1.0,0.01,7727828000.0,25890,3.71761629,3.73870638,0.28064458
1.0,0.01,7727828000.0,25891,3.71778868,3.73867829,0.28136167
1.0,0.01,7727828000.0,25921,3.72179539,3.738661,0.2973936
1.0,0.01,7727828000.0,26032,3.74262665,3.73860542,0.38072877
1.0,0.01,7727828000.0,26117,3.77048339,3.73849346,0.4922351
1.0,0.01,7727828000.0,26034,3.74308852,3.7385955,0.38258542
1.0,0.01,7727828000.0,26175,3.81081072,3.73823797,0.65377743
1.0,0.01,7727828000.0,26176,3.81215108,3.73823431,0.65914203
1.0,0.01,7727828000.0,26177,3.81304687,3.73820986,0.66274935
1.0,0.01,7727828000.0,26178,3.81387163,3.73821428,0.66604366
1.0,0.01,7727828000.0,26179,3.81487334,3.73820979,0.67005464
1.0,0.01,7727828000.0,26180,3.81611498,3.73821116,0.6750194
1.0,0.01,7727828000.0,26181,3.81680454,3.73815671,0.67783185
1.0,0.01,7727828000.0,26182,3.81759532,3.73817656,0.68097486
1.0,0.01,7727828000.0,26183,3.81847876,3.73816489,0.68452001
1.0,0.01,7727828000.0,26184,3.81957945,3.73817909,0.68890818
1.0,0.01,7727828000.0,26185,3.82089848,3.73816508,0.69419788
1.0,0.01,7727828000.0,26174,3.80968004,3.73824316,0.64924993
1.0,0.01,7727828000.0,26186,3.82168993,3.73813544,0.69739308
1.0,0.01,7727828000.0,26188,3.82349444,3.73814492,0.70460108
1.0,0.01,7727828000.0,26189,3.82468853,3.73813498,0.70938703
1.0,0.01,7727828000.0,26190,3.8262332,3.73813366,0.7155666
1.0,0.01,7727828000.0,26191,3.82800999,3.73810577,0.72270113
1.0,0.01,7727828000.0,26192,3.82908036,3.73809387,0.72699419
1.0,0.01,7727828000.0,26193,3.8301811,3.73809304,0.73139769
1.0,0.01,7727828000.0,26194,3.83152369,3.7380854,0.7367753
1.0,0.01,7727828000.0,26195,3.83322225,3.73807561,0.74357889
1.0,0.01,7727828000.0,26196,3.8352166,3.73805237,0.75157901
1.0,0.01,7727828000.0,26197,3.83769522,3.73803678,0.76150847
1.0,0.01,7727828000.0,26198,3.83929328,3.73802784,0.76790929
1.0,0.01,7727828000.0,26187,3.82247055,3.73813717,0.70051357
1.0,0.01,7727828000.0,26199,3.84084252,3.73801395,0.77411979
1.0,0.01,7727828000.0,26173,3.80878411,3.73823609,0.64567366
1.0,0.01,7727828000.0,26171,3.80743498,3.73826378,0.64024996
1.0,0.01,7727828000.0,26147,3.78758635,3.73839126,0.56073736
1.0,0.01,7727828000.0,26148,3.78814077,3.73838109,0.56296489
1.0,0.01,7727828000.0,26149,3.78870125,3.73838011,0.56520746
1.0,0.01,7727828000.0,26150,3.78938752,3.73836485,0.5679674
1.0,0.01,7727828000.0,26151,3.79031332,3.73838264,0.57165238
1.0,0.01,7727828000.0,26152,3.79130448,3.73834799,0.57565111
1.0,0.01,7727828000.0,26153,3.7919628,3.73834142,0.57829063
1.0,0.01,7727828000.0,26154,3.79259794,3.73834339,0.58082886
1.0,0.01,7727828000.0,26155,3.79335225,3.73834288,0.58384625
1.0,0.01,7727828000.0,26156,3.79426969,3.73832783,0.58753057
1.0,0.01,7727828000.0,26157,3.79541524,3.7383262,0.59211384
1.0,0.01,7727828000.0,26172,3.80804746,3.73824681,0.64271661
1.0,0.01,7727828000.0,26158,3.79608311,3.73830272,0.59480849
1.0,0.01,7727828000.0,26160,3.79760147,3.73830689,0.600877
1.0,0.01,7727828000.0,26161,3.79868029,3.73831504,0.60518368
1.0,0.01,7727828000.0,26162,3.79929412,3.7382867,0.60766703
1.0,0.01,7727828000.0,26163,3.79989034,3.73828333,0.61005502
1.0,0.01,7727828000.0,26164,3.80065235,3.73828872,0.61309734
1.0,0.01,7727828000.0,26165,3.80155105,3.73828745,0.61669298
1.0,0.01,7727828000.0,26166,3.80266712,3.73828128,0.62116294
1.0,0.01,7727828000.0,26167,3.8040785,3.73827391,0.62681527
1.0,0.01,7727828000.0,26168,3.80493917,3.73827291,0.63025858
1.0,0.01,7727828000.0,26169,3.80575858,3.73825905,0.63354976
1.0,0.01,7727828000.0,26170,3.80676421,3.73826449,0.63756641
1.0,0.01,7727828000.0,26159,3.79678098,3.73831577,0.59758657
1.0,0.01,7727828000.0,26146,3.78662851,3.73838276,0.55691501
1.0,0.01,7727828000.0,26200,3.84275541,3.73800594,0.7817789
1.0,0.01,7727828000.0,26202,3.84787097,3.73795292,0.80229304
1.0,0.01,7727828000.0,26231,4.0087918,3.73732347,1.44659099
1.0,0.01,7727828000.0,26232,4.01477542,3.73730641,1.47054227
1.0,0.01,7727828000.0,26233,4.02157906,3.73728752,1.4977754
1.0,0.01,7727828000.0,26234,4.02901763,3.73726378,1.5275531
1.0,0.01,7727828000.0,26235,4.03713985,3.73723943,1.560066
1.0,0.01,7727828000.0,26236,4.04153064,3.73723068,1.57763774
1.0,0.01,7727828000.0,26237,4.04573326,3.73721757,1.59446119
1.0,0.01,7727828000.0,26238,4.05058016,3.73720092,1.61386531
1.0,0.01,7727828000.0,26239,4.05601547,3.73718104,1.63562626
1.0,0.01,7727828000.0,26240,4.06206333,3.73715813,1.65984048
1.0,0.01,7727828000.0,26241,4.06869432,3.73713278,1.68638968
1.0,0.01,7727828000.0,26230,4.00349035,3.7373341,1.42537485
1.0,0.01,7727828000.0,26242,4.07594653,3.73710645,1.71542474
1.0,0.01,7727828000.0,26244,4.08355756,3.73708413,1.74589115
1.0,0.01,7727828000.0,26245,4.08816726,3.73706157,1.76435254
1.0,0.01,7727828000.0,26246,4.09091802,3.73704733,1.7753698
1.0,0.01,7727828000.0,26247,4.09358642,3.73703189,1.78605886
1.0,0.01,7727828000.0,26248,4.09687402,3.73701454,1.79922658
1.0,0.01,7727828000.0,26249,4.10078859,3.73699132,1.8149081
1.0,0.01,7727828000.0,26250,4.10537854,3.73696395,1.83329528
1.0,0.01,7727828000.0,26251,4.11079704,3.73692708,1.85500614
1.0,0.01,7727828000.0,26252,4.11703362,3.73688338,1.87999616
1.0,0.01,7727828000.0,26253,4.1207526,3.73685999,1.89489546
1.0,0.01,7727828000.0,25810,3.70760267,3.73871005,0.24062334
1.0,0.01,7727828000.0,26243,4.07986398,3.73709818,1.73110279
1.0,0.01,7727828000.0,26201,3.84506169,3.73797532,0.79103412
1.0,0.01,7727828000.0,26229,3.99789843,3.73733992,1.40300163
1.0,0.01,7727828000.0,26227,3.97801726,3.73738563,1.32343233
1.0,0.01,7727828000.0,26203,3.84962703,3.73794649,0.80932335
1.0,0.01,7727828000.0,26204,3.85143518,3.73793783,0.81656426
1.0,0.01,7727828000.0,26205,3.85355655,3.73790849,0.82507866
1.0,0.01,7727828000.0,26206,3.85622662,3.73790043,0.83576649
1.0,0.01,7727828000.0,26207,3.85953613,3.73787653,0.84902781
1.0,0.01,7727828000.0,26208,3.86150681,3.73784866,0.85693804
1.0,0.01,7727828000.0,26209,3.8635529,3.7378401,0.86513062
1.0,0.01,7727828000.0,26210,3.86609048,3.73782526,0.87529534
1.0,0.01,7727828000.0,26211,3.8691791,3.73779706,0.88767755
1.0,0.01,7727828000.0,26212,3.87309895,3.73777703,0.90337639
1.0,0.01,7727828000.0,26213,3.87797693,3.73773855,0.92292609
1.0,0.01,7727828000.0,26228,3.98748019,3.73736639,1.36130275
1.0,0.01,7727828000.0,26214,3.88099925,3.73771177,0.93504176
1.0,0.01,7727828000.0,26216,3.88818987,3.73767614,0.96383898
1.0,0.01,7727828000.0,26217,3.89324628,3.73764719,0.984093
1.0,0.01,7727828000.0,26218,3.8997375,3.73761456,1.01008988
1.0,0.01,7727828000.0,26219,3.90802656,3.73757006,1.04328983
1.0,0.01,7727828000.0,26220,3.91839146,3.73752703,1.08479162
1.0,0.01,7727828000.0,26221,3.92457434,3.73751788,1.10953183
1.0,0.01,7727828000.0,26222,3.93060295,3.73750012,1.13366359
1.0,0.01,7727828000.0,26223,3.9376932,3.73748176,1.16204247
1.0,0.01,7727828000.0,26224,3.94596696,3.73746078,1.19515791
1.0,0.01,7727828000.0,26225,3.95536856,3.73743714,1.23278734
1.0,0.01,7727828000.0,26226,3.96623421,3.73741687,1.27626958
1.0,0.01,7727828000.0,26215,3.88418733,3.73769902,0.94780643
1.0,0.01,7727828000.0,26033,3.74283331,3.73861003,0.38155046
1.0,0.01,7727828000.0,26145,3.78587503,3.73840389,0.55388043
1.0,0.01,7727828000.0,26143,3.78473959,3.73837745,0.5493658
1.0,0.01,7727828000.0,26063,3.75148313,3.73856895,0.41617831
1.0,0.01,7727828000.0,26064,3.75185889,3.73857304,0.41767678
1.0,0.01,7727828000.0,26065,3.75208292,3.73857059,0.41857502
1.0,0.01,7727828000.0,26066,3.75231093,3.73856759,0.41948977
1.0,0.01,7727828000.0,26067,3.75258557,3.73856369,0.42059188
1.0,0.01,7727828000.0,26068,3.75291225,3.73856514,0.42189673
1.0,0.01,7727828000.0,26069,3.75312158,3.73856464,0.4227343
1.0,0.01,7727828000.0,26070,3.75332252,3.73856746,0.42353498
1.0,0.01,7727828000.0,26071,3.75355525,3.73854946,0.42448357
1.0,0.01,7727828000.0,26072,3.75384366,3.73856191,0.42562442
1.0,0.01,7727828000.0,26073,3.75421115,3.73853561,0.42712026
1.0,0.01,7727828000.0,26062,3.75117037,3.738574,0.41492261
1.0,0.01,7727828000.0,26074,3.75469694,3.73855526,0.42904323
1.0,0.01,7727828000.0,26076,3.7552143,3.73855976,0.43110752
1.0,0.01,7727828000.0,26077,3.75552684,3.73855783,0.43235924
1.0,0.01,7727828000.0,26078,3.7559079,3.73855092,0.43388995
1.0,0.01,7727828000.0,26079,3.75640421,3.73853989,0.43588567
1.0,0.01,7727828000.0,26080,3.75667649,3.73854954,0.43696483
1.0,0.01,7727828000.0,26081,3.75697509,3.73854264,0.43816579
1.0,0.01,7727828000.0,26082,3.75731221,3.73854729,0.43950923
1.0,0.01,7727828000.0,26083,3.7577246,3.73855164,0.441154
1.0,0.01,7727828000.0,26084,3.75796393,3.73853151,0.44213115
1.0,0.01,7727828000.0,26085,3.7582045,3.73852219,0.44310246
1.0,0.01,7727828000.0,26086,3.75849912,3.73853948,0.44426335
1.0,0.01,7727828000.0,26075,3.75495553,3.73856284,0.4300697
1.0,0.01,7727828000.0,26087,3.75888068,3.73854942,0.44577925
1.0,0.01,7727828000.0,26061,3.75080127,3.73857563,0.41344502
1.0,0.01,7727828000.0,26059,3.74989161,3.7385849,0.40979838
1.0,0.01,7727828000.0,26035,3.74338744,3.73860648,0.38376962
1.0,0.01,7727828000.0,26036,3.74359157,3.73861847,0.38457385
1.0,0.01,7727828000.0,26037,3.74377114,3.73858494,0.38532536
1.0,0.01,7727828000.0,26038,3.74402376,3.73859015,0.38633027
1.0,0.01,7727828000.0,26039,3.7443029,3.73860127,0.3874353
1.0,0.01,7727828000.0,26040,3.74462073,3.73858969,0.38871768
1.0,0.01,7727828000.0,26041,3.74500166,3.73858872,0.39024174
1.0,0.01,7727828000.0,26042,3.74524113,3.73857758,0.3912104
1.0,0.01,7727828000.0,26043,3.74547413,3.73859495,0.39212469
1.0,0.01,7727828000.0,26044,3.74579342,3.73859214,0.39340421
1.0,0.01,7727828000.0,26045,3.74615783,3.73859943,0.39485403
1.0,0.01,7727828000.0,26060,3.75029971,3.73856578,0.4114493
1.0,0.01,7727828000.0,26046,3.74636611,3.73858647,0.39569977
1.0,0.01,7727828000.0,26048,3.74681739,3.73857887,0.39751182
1.0,0.01,7727828000.0,26049,3.74714433,3.73857445,0.39882352
1.0,0.01,7727828000.0,26050,3.74751669,3.73859553,0.40029133
1.0,0.01,7727828000.0,26051,3.74773634,3.73858521,0.40117993
1.0,0.01,7727828000.0,26052,3.74795281,3.73858043,0.40205027
1.0,0.01,7727828000.0,26053,3.74821878,3.73857585,0.40311836
1.0,0.01,7727828000.0,26054,3.74854114,3.73859511,0.40438807
1.0,0.01,7727828000.0,26055,3.74876616,3.73857106,0.40531192
1.0,0.01,7727828000.0,26056,3.7490157,3.7385706,0.40631026
1.0,0.01,7727828000.0,26057,3.74925478,3.73858485,0.407252
