initial_mass,initial_Z,star_age,model_number,log_Teff,log_L,log_g
1.4,0.005,1967578000.0,39463,3.83079407,3.69220705,0.82651059
1.4,0.005,1967578000.0,39464,3.82751308,3.69315492,0.81243503
1.4,0.005,1967578000.0,39465,3.82372649,3.69430435,0.79613461
1.4,0.005,1967578000.0,39466,3.82166567,3.69500215,0.78719067
1.4,0.005,1967578000.0,39467,3.81961518,3.69569615,0.77829183
1.4,0.005,1967578000.0,39468,3.81721037,3.69653588,0.76782933
1.4,0.005,1967578000.0,39469,3.81442454,3.69755369,0.75566389
1.4,0.005,1967578000.0,39471,3.80951686,3.69953178,0.7340465
1.4,0.005,1967578000.0,39472,3.8078212,3.70027327,0.72651906
1.4,0.005,1967578000.0,39473,3.80584941,3.70117164,0.71772951
1.4,0.005,1967578000.0,39474,3.80362549,3.7022597,0.70774082
1.4,0.005,1967578000.0,39462,3.83362872,3.69142304,0.83863627
1.4,0.005,1967578000.0,39470,3.81124568,3.6987836,0.74171322
1.4,0.005,1967578000.0,39461,3.83601774,3.69077509,0.84884283
1.4,0.005,1967578000.0,39447,3.96840079,3.67333296,1.39586786
1.4,0.005,1967578000.0,39459,3.8429147,3.6890596,0.87815257
1.4,0.005,1967578000.0,39460,3.83849069,3.690128,0.85938418
1.4,0.005,1967578000.0,39448,3.93678689,3.67573112,1.26701048
1.4,0.005,1967578000.0,39449,3.91411913,3.67771758,1.17434876
1.4,0.005,1967578000.0,39451,3.88860494,3.68069309,1.0693082
1.4,0.005,1967578000.0,39452,3.87965624,3.68199328,1.03220924
1.4,0.005,1967578000.0,39450,3.8989396,3.67935249,1.11199143
1.4,0.005,1967578000.0,39454,3.86439359,3.68455803,0.96858564
1.4,0.005,1967578000.0,39455,3.85921192,3.68553616,0.94687747
1.4,0.005,1967578000.0,39456,3.85326732,3.68673074,0.92190037
1.4,0.005,1967578000.0,39457,3.84995261,3.68745401,0.90791568
1.4,0.005,1967578000.0,39458,3.84672905,3.68817974,0.89429307
1.4,0.005,1967578000.0,39453,3.86971606,3.68359016,0.99084661
1.4,0.005,1967579000.0,39497,3.7843849,3.72409901,0.60882543
1.4,0.005,1967579000.0,39492,3.78564351,3.71809503,0.61989773
1.4,0.005,1967579000.0,39493,3.78519349,3.71921016,0.61697637
1.4,0.005,1967579000.0,39494,3.78474736,3.72054738,0.61384718
1.4,0.005,1967579000.0,39496,3.78439216,3.72313611,0.60982298
1.4,0.005,1967579000.0,39498,3.78447906,3.72526102,0.60803328
1.4,0.005,1967579000.0,39505,3.79270878,3.73725806,0.62888062
1.4,0.005,1967579000.0,39500,3.78524956,3.72832431,0.60803371
1.4,0.005,1967579000.0,39501,3.78614443,3.73032166,0.60960365
1.4,0.005,1967579000.0,39502,3.78774528,3.73271356,0.61360032
1.4,0.005,1967579000.0,39503,3.78907685,3.73415011,0.617481
1.4,0.005,1967579000.0,39504,3.79054288,3.73556712,0.621919
1.4,0.005,1967579000.0,39491,3.7860782,3.71717157,0.62256503
1.4,0.005,1967579000.0,39499,3.78472029,3.72665134,0.60759963
1.4,0.005,1967579000.0,39490,3.78647299,3.71639843,0.62492152
1.4,0.005,1967579000.0,39495,3.78443025,3.72216074,0.61095628
1.4,0.005,1967579000.0,39488,3.78781552,3.71434265,0.63235834
1.4,0.005,1967579000.0,39475,3.8023864,3.70292043,0.70212071
1.4,0.005,1967579000.0,39476,3.80120183,3.70357388,0.69672594
1.4,0.005,1967579000.0,39478,3.79820027,3.70531688,0.68296843
1.4,0.005,1967579000.0,39479,3.79639089,3.70646994,0.67457236
1.4,0.005,1967579000.0,39480,3.79544928,3.70717111,0.67010136
1.4,0.005,1967579000.0,39481,3.79450159,3.70786339,0.66561491
1.4,0.005,1967579000.0,39477,3.79981818,3.70436353,0.69039793
1.4,0.005,1967579000.0,39483,3.79219383,3.70970952,0.65452856
1.4,0.005,1967579000.0,39484,3.79084165,3.71092849,0.64789473
1.4,0.005,1967579000.0,39489,3.78693294,3.715624,0.6275399
1.4,0.005,1967579000.0,39485,3.79011956,3.711666,0.64426511
1.4,0.005,1967579000.0,39486,3.78945339,3.71239808,0.64086457
1.4,0.005,1967579000.0,39487,3.78866897,3.71327912,0.63684125
1.4,0.005,1967579000.0,39482,3.79340745,3.70869947,0.66039812
1.4,0.005,1967580000.0,39519,3.89757108,3.76068613,1.02473883
1.4,0.005,1967580000.0,39520,3.91155771,3.76193681,1.07942651
1.4,0.005,1967580000.0,39521,3.92240862,3.76302065,1.12173985
1.4,0.005,1967580000.0,39522,3.93068004,3.76402775,1.15381295
1.4,0.005,1967580000.0,39525,3.95063091,3.76748955,1.23013789
1.4,0.005,1967580000.0,39524,3.94679599,3.76663438,1.21565717
1.4,0.005,1967580000.0,39526,3.95412104,3.76832354,1.24326075
1.4,0.005,1967580000.0,39518,3.88319273,3.759209,0.9687125
1.4,0.005,1967580000.0,39523,3.9389588,3.76521757,1.18573205
1.4,0.005,1967580000.0,39516,3.85595187,3.75569884,0.86328389
1.4,0.005,1967580000.0,39517,3.86833953,3.75743832,0.91108268
1.4,0.005,1967580000.0,39507,3.79795889,3.74047766,0.64664009
1.4,0.005,1967580000.0,39514,3.83964808,3.75295929,0.80082784
1.4,0.005,1967580000.0,39513,3.83307334,3.75165852,0.77583884
1.4,0.005,1967580000.0,39512,3.82200509,3.74905865,0.73418423
1.4,0.005,1967580000.0,39511,3.81349164,3.74672762,0.70247797
1.4,0.005,1967580000.0,39510,3.80777769,3.74474724,0.68161642
1.4,0.005,1967580000.0,39509,3.8034778,3.74307285,0.66610283
1.4,0.005,1967580000.0,39508,3.80036906,3.741664,0.65508639
1.4,0.005,1967580000.0,39506,3.79567252,3.73926875,0.63871157
1.4,0.005,1967580000.0,39515,3.84665177,3.75421945,0.82757345
1.4,0.005,1967581000.0,39549,3.99712812,3.78672263,1.3968225
1.4,0.005,1967581000.0,39560,4.00616739,3.79299641,1.42668647
1.4,0.005,1967581000.0,39545,3.99339977,3.78469499,1.38394334
1.4,0.005,1967581000.0,39547,3.99506169,3.78557523,1.38970791
1.4,0.005,1967581000.0,39546,3.99423461,3.78513789,1.38683833
1.4,0.005,1967581000.0,39550,3.99817258,3.78747795,1.40024262
1.4,0.005,1967581000.0,39548,3.99606031,3.78609777,1.39317812
1.4,0.005,1967581000.0,39551,3.99917545,3.78839114,1.40333803
1.4,0.005,1967581000.0,39556,4.00307356,3.79091019,1.41640365
1.4,0.005,1967581000.0,39553,4.00080591,3.78948464,1.40876301
1.4,0.005,1967581000.0,39554,4.00179848,3.79013137,1.41208455
1.4,0.005,1967581000.0,39555,4.00241622,3.79052175,1.41416391
1.4,0.005,1967581000.0,39557,4.00387943,3.79137066,1.41916526
1.4,0.005,1967581000.0,39558,4.00481288,3.79192459,1.42234345
1.4,0.005,1967581000.0,39559,4.00564561,3.79259245,1.42500451
1.4,0.005,1967581000.0,39552,3.99991435,3.78894108,1.405742
1.4,0.005,1967581000.0,39544,3.99206847,3.78396202,1.37935354
1.4,0.005,1967581000.0,39538,3.98394104,3.77938892,1.35143251
1.4,0.005,1967581000.0,39542,3.98989765,3.78272499,1.37191141
1.4,0.005,1967581000.0,39543,3.99100805,3.7833472,1.37572873
1.4,0.005,1967581000.0,39527,3.95795062,3.76931373,1.25758457
1.4,0.005,1967581000.0,39529,3.96439198,3.77120573,1.28145021
1.4,0.005,1967581000.0,39530,3.96658302,3.77190203,1.28951527
1.4,0.005,1967581000.0,39531,3.96905891,3.77272944,1.29858813
1.4,0.005,1967581000.0,39532,3.97166325,3.77372137,1.30800967
1.4,0.005,1967581000.0,39533,3.97451763,3.77491152,1.31823251
1.4,0.005,1967581000.0,39528,3.96199555,3.77049334,1.27257976
1.4,0.005,1967581000.0,39535,3.97778571,3.77633112,1.32987997
1.4,0.005,1967581000.0,39536,3.97975382,3.77717119,1.33690926
1.4,0.005,1967581000.0,39537,3.98193754,3.77817806,1.34463362
1.4,0.005,1967581000.0,39539,3.98532924,3.78011859,1.3562531
1.4,0.005,1967581000.0,39540,3.98678907,3.78083707,1.36137143
1.4,0.005,1967581000.0,39534,3.97615255,3.775627,1.32405408
1.4,0.005,1967581000.0,39541,3.98841421,3.78169272,1.36701339
1.4,0.005,1967582000.0,39597,4.03143594,3.81089686,1.50981281
1.4,0.005,1967582000.0,39596,4.03100131,3.81060773,1.5083641
1.4,0.005,1967582000.0,39595,4.03034383,3.81012887,1.50621415
1.4,0.005,1967582000.0,39594,4.02978329,3.80972953,1.50437223
1.4,0.005,1967582000.0,39591,4.02812229,3.80849347,1.4989672
1.4,0.005,1967582000.0,39592,4.02885935,3.80905453,1.50135304
1.4,0.005,1967582000.0,39590,4.02739107,3.80802723,1.4965097
1.4,0.005,1967582000.0,39589,4.02678007,3.8076397,1.49445415
1.4,0.005,1967582000.0,39598,4.03187297,3.81118325,1.5112739
1.4,0.005,1967582000.0,39593,4.02931883,3.80939378,1.50285095
1.4,0.005,1967582000.0,39599,4.03244569,3.81152607,1.51322121
1.4,0.005,1967582000.0,39607,4.03617862,3.81429967,1.52537326
1.4,0.005,1967582000.0,39601,4.03357638,3.81242786,1.51684013
1.4,0.005,1967582000.0,39602,4.0339216,3.81272746,1.51792079
1.4,0.005,1967582000.0,39603,4.03439292,3.81302206,1.51951083
1.4,0.005,1967582000.0,39604,4.03496608,3.8133716,1.52145315
1.4,0.005,1967582000.0,39605,4.03548373,3.81379127,1.52310318
1.4,0.005,1967582000.0,39606,4.03580507,3.81404664,1.5241326
1.4,0.005,1967582000.0,39608,4.03663685,3.814601,1.52690422
1.4,0.005,1967582000.0,39609,4.03713607,3.81496118,1.52854013
1.4,0.005,1967582000.0,39610,4.03766295,3.81539496,1.53021299
1.4,0.005,1967582000.0,39611,4.03792251,3.8156581,1.53098755
1.4,0.005,1967582000.0,39588,4.0262676,3.80731236,1.49273241
1.4,0.005,1967582000.0,39600,4.03302596,3.81193426,1.51513317
1.4,0.005,1967582000.0,39587,4.02582256,3.8069829,1.4912825
1.4,0.005,1967582000.0,39567,4.01093994,3.79645828,1.44230475
1.4,0.005,1967582000.0,39585,4.02431795,3.80598541,1.48626401
1.4,0.005,1967582000.0,39586,4.02511286,3.80643781,1.48899012
1.4,0.005,1967582000.0,39561,4.00676984,3.79339807,1.42869346
1.4,0.005,1967582000.0,39562,4.0074754,3.79387525,1.43103708
1.4,0.005,1967582000.0,39563,4.00822794,3.79444754,1.43347326
1.4,0.005,1967582000.0,39564,4.00900194,3.79513803,1.4358768
1.4,0.005,1967582000.0,39566,4.01017917,3.79596975,1.43975163
1.4,0.005,1967582000.0,39568,4.01175032,3.79704866,1.4449542
1.4,0.005,1967582000.0,39569,4.01222805,3.79740605,1.44650674
1.4,0.005,1967582000.0,39570,4.01281259,3.7977594,1.44849059
1.4,0.005,1967582000.0,39571,4.01347534,3.79818033,1.45071945
1.4,0.005,1967582000.0,39572,4.01418185,3.79868549,1.45303892
1.4,0.005,1967582000.0,39565,4.00955015,3.79555631,1.43765015
1.4,0.005,1967582000.0,39574,4.01549807,3.80003089,1.45695475
1.4,0.005,1967582000.0,39573,4.01484046,3.79929475,1.45506243
1.4,0.005,1967582000.0,39583,4.0229909,3.80529353,1.48164948
1.4,0.005,1967582000.0,39582,4.02233932,3.80497563,1.47936184
1.4,0.005,1967582000.0,39580,4.02023568,3.80400817,1.47191731
1.4,0.005,1967582000.0,39579,4.01941902,3.80363718,1.46902263
1.4,0.005,1967582000.0,39581,4.02121994,3.80444826,1.47541309
1.4,0.005,1967582000.0,39578,4.01867664,3.80326121,1.46643007
1.4,0.005,1967582000.0,39577,4.01766276,3.80263095,1.46300651
1.4,0.005,1967582000.0,39576,4.01671181,3.80198877,1.45984661
1.4,0.005,1967582000.0,39575,4.01615311,3.80091815,1.45868528
1.4,0.005,1967582000.0,39584,4.02360082,3.80560839,1.48377349
1.4,0.005,1967583000.0,39664,4.05740562,3.83051499,1.59403776
1.4,0.005,1967583000.0,39659,4.05584517,3.82926177,1.58905085
1.4,0.005,1967583000.0,39663,4.05717365,3.83031201,1.59331311
1.4,0.005,1967583000.0,39662,4.05698802,3.83010936,1.59277351
1.4,0.005,1967583000.0,39661,4.05662649,3.8297737,1.59166348
1.4,0.005,1967583000.0,39660,4.05617984,3.82949508,1.59015589
1.4,0.005,1967583000.0,39665,4.05779522,3.83075529,1.59535553
1.4,0.005,1967583000.0,39653,4.05395582,3.82785176,1.58290546
1.4,0.005,1967583000.0,39656,4.0550121,3.82854015,1.5864412
1.4,0.005,1967583000.0,39655,4.05459726,3.82826961,1.58505277
1.4,0.005,1967583000.0,39654,4.05423652,3.82804326,1.58383651
1.4,0.005,1967583000.0,39652,4.05369651,3.82765789,1.5820624
1.4,0.005,1967583000.0,39666,4.05817953,3.83104147,1.5966062
1.4,0.005,1967583000.0,39651,4.0533272,3.82734002,1.58090349
1.4,0.005,1967583000.0,39657,4.0553951,3.82886627,1.5876466
1.4,0.005,1967583000.0,39667,4.058577,3.8313857,1.59785144
1.4,0.005,1967583000.0,39679,4.06210123,3.83403637,1.60929456
1.4,0.005,1967583000.0,39669,4.05905666,3.83180223,1.59935302
1.4,0.005,1967583000.0,39685,4.06372974,3.83546475,1.6143787
1.4,0.005,1967583000.0,39684,4.06340422,3.83520095,1.6133407
1.4,0.005,1967583000.0,39683,4.06308146,3.83497951,1.61227134
1.4,0.005,1967583000.0,39682,4.06286303,3.83479219,1.61158511
1.4,0.005,1967583000.0,39681,4.06272856,3.83460399,1.61123566
1.4,0.005,1967583000.0,39680,4.06241464,3.83429392,1.61029037
1.4,0.005,1967583000.0,39650,4.05298079,3.82707294,1.57978533
1.4,0.005,1967583000.0,39668,4.05877412,3.83159543,1.59842994
1.4,0.005,1967583000.0,39678,4.06182258,3.83382067,1.6083959
1.4,0.005,1967583000.0,39676,4.06140102,3.83345572,1.60707502
1.4,0.005,1967583000.0,39675,4.06102752,3.83315612,1.60588093
1.4,0.005,1967583000.0,39674,4.06057765,3.83290734,1.60433054
1.4,0.005,1967583000.0,39673,4.06023867,3.83269623,1.60318597
1.4,0.005,1967583000.0,39672,4.06002247,3.83251836,1.60249925
1.4,0.005,1967583000.0,39671,4.05981414,3.83234062,1.60184388
1.4,0.005,1967583000.0,39670,4.05942958,3.83204775,1.60059887
1.4,0.005,1967583000.0,39677,4.06158947,3.83363812,1.60764621
1.4,0.005,1967583000.0,39649,4.05272839,3.82684956,1.57899944
1.4,0.005,1967583000.0,39658,4.05559172,3.82906413,1.58823496
1.4,0.005,1967583000.0,39647,4.05207019,3.82625045,1.57696668
1.4,0.005,1967583000.0,39626,4.04402145,3.82020579,1.55082669
1.4,0.005,1967583000.0,39625,4.04370055,3.81996975,1.54977958
1.4,0.005,1967583000.0,39624,4.04338942,3.81973194,1.54877328
1.4,0.005,1967583000.0,39623,4.0429681,3.81934151,1.54747917
1.4,0.005,1967583000.0,39622,4.04243867,3.81901743,1.54568618
1.4,0.005,1967583000.0,39621,4.04199189,3.81874569,1.54417132
1.4,0.005,1967583000.0,39620,4.04167425,3.81851585,1.54313104
1.4,0.005,1967583000.0,39618,4.04087773,3.81790291,1.54055907
1.4,0.005,1967583000.0,39617,4.04042481,3.81758419,1.53906674
1.4,0.005,1967583000.0,39616,4.0400701,3.81731524,1.53791739
1.4,0.005,1967583000.0,39615,4.03976976,3.81704504,1.53698677
1.4,0.005,1967583000.0,39614,4.03928762,3.81659932,1.53550482
1.4,0.005,1967583000.0,39613,4.0387464,3.81622803,1.53371201
1.4,0.005,1967583000.0,39612,4.03828949,3.81591888,1.53219413
1.4,0.005,1967583000.0,39648,4.05251499,3.82662351,1.57837221
1.4,0.005,1967583000.0,39627,4.04446704,3.82048684,1.55232749
1.4,0.005,1967583000.0,39628,4.04490929,3.82082133,1.55376137
1.4,0.005,1967583000.0,39619,4.0413319,3.81828411,1.54199381
1.4,0.005,1967583000.0,39630,4.0455913,3.82146795,1.55584164
1.4,0.005,1967583000.0,39646,4.05165223,3.82594057,1.57560517
1.4,0.005,1967583000.0,39629,4.04535897,3.82122415,1.55515653
1.4,0.005,1967583000.0,39645,4.05129565,3.82568112,1.57443874
1.4,0.005,1967583000.0,39644,4.0510561,3.82546363,1.57369837
1.4,0.005,1967583000.0,39643,4.0507432,3.82524451,1.57266624
1.4,0.005,1967583000.0,39641,4.04973653,3.8245819,1.56930322
1.4,0.005,1967583000.0,39640,4.0493649,3.82432926,1.56806979
1.4,0.005,1967583000.0,39639,4.04907232,3.82411651,1.56711256
1.4,0.005,1967583000.0,39642,4.05021875,3.82488331,1.5709302
1.4,0.005,1967583000.0,39638,4.04881488,3.82390296,1.56629668
1.4,0.005,1967583000.0,39637,4.04835142,3.82355042,1.564796
1.4,0.005,1967583000.0,39636,4.04790578,3.82325553,1.56330882
1.4,0.005,1967583000.0,39635,4.04760112,3.82300618,1.56233998
1.4,0.005,1967583000.0,39634,4.04731637,3.82275545,1.56145211
1.4,0.005,1967583000.0,39633,4.04684524,3.82234211,1.55998166
1.4,0.005,1967583000.0,39632,4.04634988,3.82199993,1.55834301
1.4,0.005,1967583000.0,39631,4.04586785,3.82171081,1.55670452
1.4,0.005,1967584000.0,39745,4.0779351,3.8473924,1.65926563
1.4,0.005,1967584000.0,39746,4.07806992,3.8475308,1.65966652
1.4,0.005,1967584000.0,39747,4.07829823,3.84769267,1.66041786
1.4,0.005,1967584000.0,39749,4.07871234,3.84811954,1.6616474
1.4,0.005,1967584000.0,39751,4.07897323,3.84840166,1.66240882
1.4,0.005,1967584000.0,39750,4.0788214,3.84826114,1.66194204
1.4,0.005,1967584000.0,39744,4.07783662,3.84725522,1.65900892
1.4,0.005,1967584000.0,39748,4.07854461,3.84788534,1.6612107
1.4,0.005,1967584000.0,39743,4.07762206,3.8470292,1.65837673
1.4,0.005,1967584000.0,39735,4.07599881,3.84572854,1.65318463
1.4,0.005,1967584000.0,39741,4.07713851,3.84668258,1.65678921
1.4,0.005,1967584000.0,39740,4.07700988,3.84654858,1.65640868
1.4,0.005,1967584000.0,39739,4.07691037,3.84641455,1.65614471
1.4,0.005,1967584000.0,39738,4.07668449,3.84619482,1.65546096
1.4,0.005,1967584000.0,39737,4.07640379,3.84601259,1.65452045
1.4,0.005,1967584000.0,39736,4.0761564,3.84585894,1.65368456
1.4,0.005,1967584000.0,39734,4.07587775,3.84559773,1.65283124
1.4,0.005,1967584000.0,39733,4.07565165,3.84538225,1.65214238
1.4,0.005,1967584000.0,39752,4.07920125,3.84856753,1.66315503
1.4,0.005,1967584000.0,39742,4.07735646,3.84684152,1.65750202
1.4,0.005,1967584000.0,39753,4.07943337,3.84876547,1.66388559
1.4,0.005,1967584000.0,39770,4.08546504,3.85155935,1.68521837
1.4,0.005,1967584000.0,39755,4.07975553,3.84900626,1.66493344
1.4,0.005,1967584000.0,39732,4.07544311,3.84520156,1.65148894
1.4,0.005,1967584000.0,39773,4.08742318,3.85199371,1.6926166
1.4,0.005,1967584000.0,39772,4.08696959,3.85188489,1.69091103
1.4,0.005,1967584000.0,39771,4.08617444,3.85170727,1.68790805
1.4,0.005,1967584000.0,39769,4.08489627,3.85143429,1.68306837
1.4,0.005,1967584000.0,39768,4.08447741,3.85132774,1.68149947
1.4,0.005,1967584000.0,39767,4.08412402,3.85121873,1.68019494
1.4,0.005,1967584000.0,39766,4.08363008,3.85103649,1.6784014
1.4,0.005,1967584000.0,39765,4.08330231,3.85084902,1.67727777
1.4,0.005,1967584000.0,39764,4.0828936,3.85054263,1.67594933
1.4,0.005,1967584000.0,39763,4.08241152,3.8502912,1.67427246
1.4,0.005,1967584000.0,39762,4.08192082,3.85008339,1.67251746
1.4,0.005,1967584000.0,39761,4.08149782,3.84990984,1.67099901
1.4,0.005,1967584000.0,39760,4.08115145,3.84976448,1.66975889
