initial_mass,initial_Z,star_age,model_number,log_Teff,log_L,log_g
1.1,0.007,4726449000.0,26658,3.7348244,3.77518522,0.32827981
1.1,0.007,4726449000.0,26637,3.72876142,3.77513249,0.30409546
1.1,0.007,4726449000.0,26660,3.73533098,3.77518166,0.33030857
1.1,0.007,4726449000.0,26661,3.73562972,3.7751901,0.3314944
1.1,0.007,4726449000.0,26662,3.73599048,3.77518264,0.3329441
1.1,0.007,4726449000.0,26663,3.73620066,3.77517358,0.33379342
1.1,0.007,4726449000.0,26664,3.73641598,3.77518454,0.33464324
1.1,0.007,4726449000.0,26665,3.7367137,3.77518154,0.33583656
1.1,0.007,4726449000.0,26666,3.73705357,3.77517895,0.33719793
1.1,0.007,4726449000.0,26667,3.73743512,3.77518933,0.33871293
1.1,0.007,4726449000.0,26668,3.73766082,3.77517694,0.3396276
1.1,0.007,4726449000.0,26669,3.73789256,3.77519333,0.34053766
1.1,0.007,4726449000.0,26670,3.7381997,3.77520479,0.34175419
1.1,0.007,4726449000.0,26671,3.73853105,3.77520803,0.34307564
1.1,0.007,4726449000.0,26672,3.73896642,3.77520199,0.34482228
1.1,0.007,4726449000.0,26673,3.73921513,3.77520444,0.34581417
1.1,0.007,4726449000.0,26674,3.73946021,3.77520435,0.34679406
1.1,0.007,4726449000.0,26597,3.71968861,3.77502163,0.26794255
1.1,0.007,4726449000.0,26675,3.7397679,3.77521067,0.34801789
1.1,0.007,4726449000.0,26659,3.73506544,3.77518096,0.32924766
1.1,0.007,4726449000.0,26636,3.72850807,3.77513066,0.30308456
1.1,0.007,4726449000.0,26657,3.73441648,3.77518177,0.32665254
1.1,0.007,4726449000.0,26655,3.733772,3.77518014,0.32407768
1.1,0.007,4726449000.0,26638,3.72906605,3.77513595,0.30530966
1.1,0.007,4726449000.0,26639,3.72927955,3.77513162,0.3061675
1.1,0.007,4726449000.0,26640,3.72948474,3.77512897,0.30699042
1.1,0.007,4726449000.0,26641,3.72970825,3.77514182,0.30787102
1.1,0.007,4726449000.0,26642,3.72997868,3.77513794,0.30895589
1.1,0.007,4726449000.0,26643,3.7303068,3.7751592,0.31024623
1.1,0.007,4726449000.0,26644,3.73069812,3.77514874,0.31182096
1.1,0.007,4726449000.0,26645,3.73095202,3.77514428,0.31284039
1.1,0.007,4726449000.0,26646,3.73119159,3.77514381,0.31379855
1.1,0.007,4726449000.0,26647,3.7315094,3.77514762,0.31506524
1.1,0.007,4726449000.0,26648,3.73186382,3.77516109,0.31646855
1.1,0.007,4726449000.0,26649,3.73231705,3.77515202,0.31828947
1.1,0.007,4726449000.0,26650,3.73258195,3.77516091,0.31933957
1.1,0.007,4726449000.0,26651,3.73284228,3.77515599,0.32038515
1.1,0.007,4726449000.0,26652,3.73316547,3.77516829,0.32166486
1.1,0.007,4726449000.0,26653,3.73335108,3.77517608,0.32239906
1.1,0.007,4726449000.0,26654,3.73354209,3.77518128,0.32315744
1.1,0.007,4726449000.0,26656,3.73404563,3.77516603,0.32518566
1.1,0.007,4726449000.0,26596,3.71948644,3.77503823,0.2671179
1.1,0.007,4726449000.0,26550,3.7109194,3.7749204,0.23300083
1.1,0.007,4726449000.0,26594,3.71892431,3.77502886,0.26488074
1.1,0.007,4726449000.0,26536,3.70868903,3.77488312,0.22412686
1.1,0.007,4726449000.0,26537,3.70887669,3.77489084,0.22486886
1.1,0.007,4726449000.0,26538,3.70909537,3.77489232,0.22574103
1.1,0.007,4726449000.0,26539,3.70922352,3.77487167,0.22627366
1.1,0.007,4726449000.0,26540,3.70936768,3.7748785,0.22684283
1.1,0.007,4726449000.0,26541,3.70952894,3.77489659,0.22746902
1.1,0.007,4726449000.0,26542,3.70974577,3.7749022,0.22832984
1.1,0.007,4726449000.0,26535,3.70852146,3.77487233,0.2234681
1.1,0.007,4726449000.0,26543,3.70986477,3.77489837,0.22880911
1.1,0.007,4726449000.0,26545,3.7101192,3.77491539,0.22980861
1.1,0.007,4726449000.0,26546,3.71028726,3.77491317,0.23048226
1.1,0.007,4726449000.0,26547,3.71051521,3.77491576,0.23139052
1.1,0.007,4726449000.0,26548,3.71064726,3.77490961,0.23192432
1.1,0.007,4726449000.0,26549,3.71077034,3.77491167,0.232414
1.1,0.007,4726449000.0,26676,3.74019306,3.77520062,0.34972785
1.1,0.007,4726449000.0,26551,3.71109377,3.77491351,0.2337044
1.1,0.007,4726449000.0,26544,3.70997783,3.77489757,0.2292616
1.1,0.007,4726449000.0,26534,3.70840325,3.77488072,0.22298748
1.1,0.007,4726449000.0,26533,3.70827144,3.77486126,0.22248031
1.1,0.007,4726449000.0,26532,3.70806627,3.77487247,0.22164945
1.1,0.007,4726449000.0,26515,3.70530627,3.77482847,0.21066732
1.1,0.007,4726449000.0,26516,3.7054298,3.77482929,0.21115997
1.1,0.007,4726449000.0,26517,3.70557661,3.77483141,0.21174432
1.1,0.007,4726449000.0,26518,3.70574864,3.77481828,0.21244462
1.1,0.007,4726449000.0,26519,3.7058535,3.77482032,0.21286147
1.1,0.007,4726449000.0,26520,3.70595851,3.77483473,0.21326655
1.1,0.007,4726449000.0,26521,3.70608263,3.77482155,0.21377555
1.1,0.007,4726449000.0,26522,3.70623491,3.77483917,0.21436624
1.1,0.007,4726449000.0,26523,3.7064158,3.77484384,0.21508414
1.1,0.007,4726449000.0,26524,3.70663822,3.77484444,0.21597207
1.1,0.007,4726449000.0,26525,3.70697856,3.77485855,0.21731796
1.1,0.007,4726449000.0,26526,3.70714715,3.77485351,0.2179965
1.1,0.007,4726449000.0,26527,3.7073085,3.77486013,0.21863448
1.1,0.007,4726449000.0,26528,3.70750482,3.77486847,0.21941043
1.1,0.007,4726449000.0,26529,3.70763125,3.77485137,0.21993262
1.1,0.007,4726449000.0,26530,3.70774964,3.77487599,0.22038097
1.1,0.007,4726449000.0,26531,3.70789386,3.77487681,0.22095633
1.1,0.007,4726449000.0,26552,3.71131358,3.77493693,0.23455923
1.1,0.007,4726449000.0,26553,3.71144031,3.77492268,0.23507984
1.1,0.007,4726449000.0,26554,3.71157008,3.77491695,0.23560406
1.1,0.007,4726449000.0,26555,3.71176249,3.77493818,0.23635176
1.1,0.007,4726449000.0,26577,3.71558197,3.77498954,0.25156282
1.1,0.007,4726449000.0,26578,3.71572347,3.77497587,0.25214194
1.1,0.007,4726449000.0,26579,3.71590559,3.77499752,0.25284808
1.1,0.007,4726449000.0,26580,3.71614177,3.77499541,0.25379408
1.1,0.007,4726449000.0,26581,3.71639555,3.77499481,0.25480879
1.1,0.007,4726449000.0,26582,3.71654451,3.77499383,0.25540503
1.1,0.007,4726449000.0,26583,3.71671408,3.7750061,0.25607044
1.1,0.007,4726449000.0,26584,3.71689932,3.77499961,0.25681718
1.1,0.007,4726449000.0,26585,3.71712506,3.77500735,0.25771157
1.1,0.007,4726449000.0,26586,3.71739587,3.77500394,0.25879721
1.1,0.007,4726449000.0,26587,3.71755775,3.77500642,0.2594416
1.1,0.007,4726449000.0,26588,3.71771823,3.77500746,0.2600819
1.1,0.007,4726449000.0,26589,3.717913,3.7750178,0.26084991
1.1,0.007,4726449000.0,26590,3.71821697,3.7750288,0.26205391
1.1,0.007,4726449000.0,26591,3.71837604,3.77501473,0.26270374
1.1,0.007,4726449000.0,26592,3.71852255,3.77502009,0.26328389
1.1,0.007,4726449000.0,26593,3.71870183,3.77503571,0.26398475
1.1,0.007,4726449000.0,26576,3.71541152,3.77498674,0.25088442
1.1,0.007,4726449000.0,26595,3.71917779,3.7750506,0.26587204
1.1,0.007,4726449000.0,26575,3.71517219,3.77498656,0.24992823
1.1,0.007,4726449000.0,26573,3.71480366,3.77496913,0.24847299
1.1,0.007,4726449000.0,26556,3.7119565,3.77494089,0.23712427
1.1,0.007,4726449000.0,26557,3.71218233,3.77494544,0.23802202
1.1,0.007,4726449000.0,26558,3.71234157,3.77493396,0.23866986
1.1,0.007,4726449000.0,26559,3.71247879,3.77495141,0.23920065
1.1,0.007,4726449000.0,26560,3.71265773,3.77494447,0.23992263
1.1,0.007,4726449000.0,26561,3.71286091,3.77496104,0.24071792
1.1,0.007,4726449000.0,26562,3.7129852,3.77495075,0.24122485
1.1,0.007,4726449000.0,26563,3.71310489,3.77496206,0.24169179
1.1,0.007,4726449000.0,26564,3.71325,3.77495724,0.24227644
1.1,0.007,4726449000.0,26565,3.71346429,3.77496053,0.24312953
1.1,0.007,4726449000.0,26566,3.71368233,3.77498176,0.24397959
1.1,0.007,4726449000.0,26567,3.71380848,3.77494581,0.24451959
1.1,0.007,4726449000.0,26568,3.71394334,3.77496363,0.24504068
1.1,0.007,4726449000.0,26569,3.71409949,3.77496559,0.24566268
1.1,0.007,4726449000.0,26570,3.71428563,3.77496834,0.24640369
1.1,0.007,4726449000.0,26571,3.71450635,3.77497367,0.24728034
1.1,0.007,4726449000.0,26572,3.71466942,3.77496512,0.24794062
1.1,0.007,4726449000.0,26574,3.71496965,3.77497652,0.24912888
1.1,0.007,4726449000.0,26677,3.74064853,3.77522298,0.35152648
1.1,0.007,4726449000.0,26724,3.76074949,3.77528306,0.43184003
1.1,0.007,4726449000.0,26679,3.74121544,3.77521402,0.35380201
1.1,0.007,4726449000.0,26784,3.80835639,3.7752185,0.62229803
1.1,0.007,4726449000.0,26785,3.80947805,3.77520776,0.62679489
1.1,0.007,4726449000.0,26786,3.81071347,3.77521064,0.63173321
1.1,0.007,4726449000.0,26787,3.81212912,3.77520432,0.63740152
1.1,0.007,4726449000.0,26788,3.81383237,3.77519333,0.64422483
1.1,0.007,4726449000.0,26789,3.81592294,3.77518761,0.65259201
1.1,0.007,4726449000.0,26790,3.81730856,3.77518359,0.65813798
1.1,0.007,4726449000.0,26783,3.80645852,3.77522501,0.61470087
1.1,0.007,4726449000.0,26791,3.81859743,3.77517223,0.66330435
1.1,0.007,4726449000.0,26793,3.82215748,3.77516086,0.67755461
1.1,0.007,4726449000.0,26794,3.82452315,3.77514787,0.68702945
1.1,0.007,4726449000.0,26795,3.8260449,3.77513386,0.69312998
1.1,0.007,4726449000.0,26796,3.82753388,3.77513586,0.69908342
1.1,0.007,4726449000.0,26797,3.82935866,3.77512552,0.70639226
1.1,0.007,4726449000.0,26798,3.83168134,3.77511438,0.71569344
1.1,0.007,4726449000.0,26799,3.83446879,3.77509779,0.72685903
1.1,0.007,4726449000.0,26792,3.8201784,3.77516522,0.66963465
1.1,0.007,4726449000.0,26782,3.80493519,3.77522473,0.60860851
1.1,0.007,4726449000.0,26781,3.80368521,3.77522908,0.60360481
1.1,0.007,4726449000.0,26780,3.80260717,3.77522919,0.59929305
1.1,0.007,4726449000.0,26763,3.78589482,3.7752799,0.53240235
1.1,0.007,4726449000.0,26764,3.78647899,3.77527439,0.53474415
1.1,0.007,4726449000.0,26765,3.78707283,3.77526955,0.53712395
1.1,0.007,4726449000.0,26766,3.7878295,3.77526896,0.54015074
1.1,0.007,4726449000.0,26767,3.78873802,3.77527029,0.54378294
1.1,0.007,4726449000.0,26768,3.7898114,3.77526611,0.54807997
1.1,0.007,4726449000.0,26769,3.79113645,3.77526914,0.55337632
1.1,0.007,4726449000.0,26770,3.79198064,3.77525896,0.55676277
1.1,0.007,4726449000.0,26771,3.79281122,3.77524856,0.560095
1.1,0.007,4726449000.0,26772,3.79379184,3.77525528,0.56401021
1.1,0.007,4726449000.0,26773,3.79500133,3.77526012,0.56884263
1.1,0.007,4726449000.0,26774,3.79654535,3.7752534,0.57502462
1.1,0.007,4726449000.0,26775,3.79742112,3.77523814,0.5785425
1.1,0.007,4726449000.0,26776,3.79841494,3.77524282,0.58251259
1.1,0.007,4726449000.0,26777,3.79953347,3.77525013,0.58697885
1.1,0.007,4726449000.0,26778,3.80094754,3.77524201,0.59264255
1.1,0.007,4726449000.0,26779,3.80176954,3.77523812,0.595934
1.1,0.007,4726449000.0,26800,3.83616491,3.77508837,0.73365242
1.1,0.007,4726449000.0,26801,3.83796325,3.7750874,0.74084624
1.1,0.007,4726449000.0,26802,3.84011718,3.7750738,0.74947501
1.1,0.007,4726449000.0,26803,3.84279458,3.77506142,0.76019628
1.1,0.007,4726449000.0,26825,3.99306641,3.7747187,1.36160929
1.1,0.007,4726449000.0,26826,4.00402973,3.77472026,1.40546031
1.1,0.007,4726449000.0,26827,4.01282687,3.77472665,1.44064197
1.1,0.007,4726449000.0,26828,4.02228207,3.77473057,1.47845828
1.1,0.007,4726449000.0,26829,4.03227511,3.77473639,1.51842407
1.1,0.007,4726449000.0,26830,4.03742842,3.77475032,1.53902314
1.1,0.007,4726449000.0,26831,4.04220667,3.77475807,1.55812816
1.1,0.007,4726449000.0,26832,4.04768323,3.77476632,1.58002591
1.1,0.007,4726449000.0,26833,4.05370344,3.77477377,1.60409904
1.1,0.007,4726449000.0,26834,4.06020036,3.77478383,1.63007643
1.1,0.007,4726449000.0,26835,4.06365105,3.77479572,1.64386722
1.1,0.007,4726449000.0,26836,4.06693522,3.77480565,1.65699386
1.1,0.007,4726449000.0,26837,4.07072098,3.77481634,1.67212614
1.1,0.007,4726449000.0,26838,4.0749401,3.77482767,1.68899123
1.1,0.007,4726449000.0,26839,4.07965393,3.77484229,1.70783192
1.1,0.007,4726449000.0,26840,4.08475275,3.77486087,1.7282086
1.1,0.007,4726449000.0,26514,3.70520522,3.77482659,0.21026554
1.1,0.007,4726449000.0,26824,3.98279149,3.77471739,1.3205116
1.1,0.007,4726449000.0,26762,3.78488698,3.77527305,0.52837851
1.1,0.007,4726449000.0,26823,3.97332578,3.77471073,1.28265604
1.1,0.007,4726449000.0,26821,3.95096182,3.77471365,1.19319887
1.1,0.007,4726449000.0,26804,3.84605199,3.77504223,0.77324431
1.1,0.007,4726449000.0,26805,3.84810616,3.77503319,0.78146956
1.1,0.007,4726449000.0,26806,3.85012816,3.77501588,0.78957441
1.1,0.007,4726449000.0,26807,3.85263093,3.77500884,0.79959197
1.1,0.007,4726449000.0,26808,3.85573042,3.77500033,0.81199773
1.1,0.007,4726449000.0,26809,3.85955564,3.77497857,0.82731959
1.1,0.007,4726449000.0,26810,3.86438584,3.77495564,0.84666238
1.1,0.007,4726449000.0,26811,3.86743302,3.77494331,0.85886288
1.1,0.007,4726449000.0,26812,3.87054691,3.77492217,0.87133905
1.1,0.007,4726449000.0,26813,3.87442467,3.77490134,0.88687029
1.1,0.007,4726449000.0,26814,3.87935689,3.77487838,0.90662134
1.1,0.007,4726449000.0,26815,3.88566494,3.77484674,0.93188432
1.1,0.007,4726449000.0,26816,3.89390427,3.77481088,0.96487647
1.1,0.007,4726449000.0,26817,3.90487492,3.77477087,1.00879789
1.1,0.007,4726449000.0,26818,3.91931497,3.77472973,1.0665979
1.1,0.007,4726449000.0,26819,3.93126326,3.7747181,1.11440165
1.1,0.007,4726449000.0,26820,3.94153743,3.77471474,1.1555009
1.1,0.007,4726449000.0,26822,3.96164774,3.77471246,1.23594294
1.1,0.007,4726449000.0,26678,3.74091367,3.77520425,0.35260522
1.1,0.007,4726449000.0,26761,3.78409755,3.77527645,0.52521797
1.1,0.007,4726449000.0,26760,3.78342193,3.77527761,0.52251478
1.1,0.007,4726449000.0,26701,3.74972504,3.77525441,0.38778552
1.1,0.007,4726449000.0,26702,3.75005427,3.77524814,0.38910818
1.1,0.007,4726449000.0,26703,3.75037704,3.77525896,0.39038793
1.1,0.007,4726449000.0,26704,3.75080634,3.77525804,0.39210545
1.1,0.007,4726449000.0,26705,3.75128464,3.7752579,0.39401806
1.1,0.007,4726449000.0,26706,3.75187669,3.77526502,0.39637828
1.1,0.007,4726449000.0,26707,3.75257751,3.77526473,0.39918081
1.1,0.007,4726449000.0,26700,3.749188,3.77524517,0.38564741
1.1,0.007,4726449000.0,26708,3.75304564,3.77526289,0.40105455
1.1,0.007,4726449000.0,26710,3.75400427,3.77527046,0.40488014
1.1,0.007,4726449000.0,26711,3.75435924,3.77526481,0.40630524
1.1,0.007,4726449000.0,26712,3.75467945,3.77527144,0.40757898
1.1,0.007,4726449000.0,26713,3.75505252,3.77526744,0.40907474
1.1,0.007,4726449000.0,26714,3.75557218,3.77526604,0.41115417
1.1,0.007,4726449000.0,26715,3.7561497,3.77527217,0.41345732
1.1,0.007,4726449000.0,26716,3.75682919,3.77527341,0.41617316
1.1,0.007,4726449000.0,26709,3.75348064,3.77527066,0.40278617
1.1,0.007,4726449000.0,26699,3.74873937,3.77524558,0.38385322
1.1,0.007,4726449000.0,26698,3.74836742,3.77524527,0.3823663
1.1,0.007,4726449000.0,26697,3.74805623,3.77523944,0.38112787
1.1,0.007,4726449000.0,26680,3.74154465,3.77522868,0.35510359
1.1,0.007,4726449000.0,26681,3.74195297,3.77522351,0.35674126
1.1,0.007,4726449000.0,26682,3.74218768,3.77521028,0.35769289
1.1,0.007,4726449000.0,26683,3.74242527,3.77522082,0.35863223
1.1,0.007,4726449000.0,26684,3.74271072,3.77521908,0.35977522
1.1,0.007,4726449000.0,26685,3.74306933,3.77522876,0.36119936
1.1,0.007,4726449000.0,26686,3.74349764,3.77522899,0.36291158
1.1,0.007,4726449000.0,26687,3.74403397,3.77523439,0.36505058
1.1,0.007,4726449000.0,26688,3.74434429,3.77521985,0.36630582
1.1,0.007,4726449000.0,26689,3.74464488,3.77522589,0.36750161
1.1,0.007,4726449000.0,26690,3.74502883,3.77523471,0.36902789
1.1,0.007,4726449000.0,26691,3.74551215,3.77523594,0.37095915
1.1,0.007,4726449000.0,26692,3.74606173,3.77523686,0.3731556
1.1,0.007,4726449000.0,26693,3.74641438,3.77524011,0.37456236
1.1,0.007,4726449000.0,26694,3.74674711,3.77523691,0.37589592
1.1,0.007,4726449000.0,26695,3.74714351,3.77523008,0.37748767
1.1,0.007,4726449000.0,26696,3.74763692,3.77524598,0.37944459
1.1,0.007,4726449000.0,26717,3.7572886,3.77526121,0.41802244
1.1,0.007,4726449000.0,26718,3.75770866,3.77527275,0.41969062
1.1,0.007,4726449000.0,26719,3.75825761,3.77527726,0.42188125
1.1,0.007,4726449000.0,26720,3.75889404,3.77527207,0.42443137
1.1,0.007,4726449000.0,26743,3.77123214,3.77529335,0.47374958
1.1,0.007,4726449000.0,26744,3.77204983,3.77528932,0.47702364
1.1,0.007,4726449000.0,26745,3.77255,3.77528511,0.47902809
1.1,0.007,4726449000.0,26746,3.77303201,3.77528343,0.48095737
1.1,0.007,4726449000.0,26747,3.77368063,3.77528158,0.48355317
1.1,0.007,4726449000.0,26748,3.77439066,3.77528408,0.48639015
1.1,0.007,4726449000.0,26749,3.77529365,3.77528684,0.48999861
1.1,0.007,4726449000.0,26750,3.7758114,3.7752732,0.49208281
1.1,0.007,4726449000.0,26751,3.77636846,3.77528303,0.49430078
1.1,0.007,4726449000.0,26752,3.77701936,3.77527735,0.49690953
1.1,0.007,4726449000.0,26753,3.77778938,3.77528227,0.49998404
1.1,0.007,4726449000.0,26754,3.77878181,3.77528291,0.50395234
1.1,0.007,4726449000.0,26755,3.77946202,3.77526877,0.50668688
1.1,0.007,4726449000.0,26756,3.78005271,3.77527268,0.50904526
1.1,0.007,4726449000.0,26757,3.78077836,3.7752641,0.51195588
1.1,0.007,4726449000.0,26758,3.78164643,3.77527304,0.51541859
1.1,0.007,4726449000.0,26759,3.78273039,3.77527484,0.51975186
1.1,0.007,4726449000.0,26742,3.77057133,3.77527957,0.47112074
1.1,0.007,4726449000.0,26841,4.09082121,3.77487729,1.75246602
1.1,0.007,4726449000.0,26741,3.76998554,3.77528606,0.4687716
1.1,0.007,4726449000.0,26739,3.76910376,3.77528965,0.46524173
1.1,0.007,4726449000.0,26721,3.75927223,3.77528063,0.42593511
1.1,0.007,4726449000.0,26722,3.75965655,3.77527848,0.42747406
1.1,0.007,4726449000.0,26723,3.76010728,3.77527664,0.42927829
1.1,0.007,4726449000.0,26725,3.76142113,3.77527981,0.43452901
1.1,0.007,4726449000.0,26726,3.76185671,3.77528805,0.43626265
1.1,0.007,4726449000.0,26727,3.76229662,3.77529032,0.43801951
1.1,0.007,4726449000.0,26728,3.76279155,3.7752745,0.4400145
1.1,0.007,4726449000.0,26729,3.76338755,3.77527245,0.44239986
1.1,0.007,4726449000.0,26730,3.76378911,3.77527696,0.44400116
1.1,0.007,4726449000.0,26731,3.76415665,3.77527876,0.44546912
1.1,0.007,4726449000.0,26732,3.76459912,3.77528411,0.44723316
1.1,0.007,4726449000.0,26733,3.76516001,3.77528351,0.44947675
1.1,0.007,4726449000.0,26734,3.76590204,3.77528902,0.45243863
1.1,0.007,4726449000.0,26735,3.76669301,3.77528264,0.45560807
1.1,0.007,4726449000.0,26736,3.76725935,3.77529144,0.45786415
1.1,0.007,4726449000.0,26737,3.76775427,3.77528058,0.45985415
1.1,0.007,4726449000.0,26738,3.76837459,3.77528911,0.4623263
1.1,0.007,4726449000.0,26740,3.76954291,3.77527595,0.4670116
1.1,0.007,4726449000.0,26513,3.70508121,3.77481807,0.20977858
1.1,0.007,4726449000.0,26511,3.70477783,3.77481645,0.2085683
1.1,0.007,4726449000.0,26512,3.70491661,3.77482193,0.20911721
1.1,0.007,4726449000.0,26453,3.69733471,3.77465847,0.17899803
1.1,0.007,4726449000.0,26454,3.69745013,3.77465657,0.17946089
1.1,0.007,4726449000.0,26455,3.69761717,3.77465506,0.18012968
1.1,0.007,4726449000.0,26456,3.69776832,3.77466117,0.18072712
1.1,0.007,4726449000.0,26457,3.69786372,3.77466185,0.18110742
1.1,0.007,4726449000.0,26458,3.69796642,3.77467089,0.18150857
1.1,0.007,4726449000.0,26459,3.69807899,3.77467849,0.18195049
1.1,0.007,4726449000.0,26452,3.69724643,3.77465274,0.17865123
1.1,0.007,4726449000.0,26460,3.69821343,3.77468002,0.18248581
1.1,0.007,4726449000.0,26462,3.69838328,3.77467332,0.18317085
1.1,0.007,4726449000.0,26463,3.69847729,3.77466615,0.18355341
1.1,0.007,4726449000.0,26464,3.69859565,3.7746883,0.18400394
1.1,0.007,4726449000.0,26465,3.69873681,3.77469099,0.18456493
1.1,0.007,4726449000.0,26466,3.69882026,3.77467977,0.18490942
1.1,0.007,4726449000.0,26467,3.69892817,3.77469118,0.18532906
1.1,0.007,4726449000.0,26468,3.69903087,3.77469057,0.18573983
1.1,0.007,4726449000.0,26461,3.69829344,3.77467496,0.18281037
1.1,0.007,4726449000.0,26451,3.69716008,3.77463831,0.17832087
1.1,0.007,4726449000.0,26450,3.69701567,3.77464157,0.17774097
1.1,0.007,4726449000.0,26449,3.69689636,3.77463725,0.17726891
1.1,0.007,4726449000.0,26432,3.69511043,3.77460359,0.17017139
1.1,0.007,4726449000.0,26433,3.6951958,3.77459725,0.17051856
1.1,0.007,4726449000.0,26434,3.69528266,3.77459416,0.17086844
1.1,0.007,4726449000.0,26435,3.69538472,3.77459145,0.17127863
1.1,0.007,4726449000.0,26436,3.6955145,3.7746025,0.17178581
1.1,0.007,4726449000.0,26437,3.69566669,3.77461503,0.17238094
1.1,0.007,4726449000.0,26438,3.69575833,3.77460291,0.17275898
1.1,0.007,4726449000.0,26439,3.69584708,3.77460447,0.17311175
1.1,0.007,4726449000.0,26440,3.69595855,3.77461708,0.17354423
1.1,0.007,4726449000.0,26441,3.69609345,3.77462948,0.17407051
1.1,0.007,4726449000.0,26442,3.69616996,3.77460823,0.17439723
1.1,0.007,4726449000.0,26443,3.69625959,3.77461742,0.17474598
1.1,0.007,4726449000.0,26444,3.69637614,3.77462048,0.17520845
1.1,0.007,4726449000.0,26445,3.69648873,3.77462609,0.1756524
1.1,0.007,4726449000.0,26446,3.69662976,3.77464311,0.1761985
1.1,0.007,4726449000.0,26447,3.69671274,3.77462215,0.17655081
1.1,0.007,4726449000.0,26448,3.69679323,3.77463322,0.17686112
1.1,0.007,4726449000.0,26469,3.69915053,3.77469142,0.18621679
1.1,0.007,4726449000.0,26470,3.69929737,3.77471062,0.18678401
1.1,0.007,4726449000.0,26471,3.69947512,3.77470441,0.18750008
1.1,0.007,4726449000.0,26472,3.69960586,3.77469636,0.18803038
1.1,0.007,4726449000.0,26494,3.70241151,3.77477059,0.19916207
1.1,0.007,4726449000.0,26495,3.70250848,3.7747697,0.19955027
1.1,0.007,4726449000.0,26496,3.70260989,3.77476869,0.19995635
1.1,0.007,4726449000.0,26497,3.70272756,3.77477255,0.20042246
1.1,0.007,4726449000.0,26498,3.70287129,3.77477952,0.20098963
1.1,0.007,4726449000.0,26499,3.70304076,3.77477884,0.20166718
1.1,0.007,4726449000.0,26500,3.70323705,3.77478119,0.20244884
1.1,0.007,4726449000.0,26501,3.70335823,3.77477769,0.20293635
1.1,0.007,4726449000.0,26502,3.7035018,3.77479735,0.20349026
1.1,0.007,4726449000.0,26503,3.70365202,3.77478944,0.20409821
1.1,0.007,4726449000.0,26504,3.70383598,3.77479523,0.20482726
1.1,0.007,4726449000.0,26505,3.70394573,3.77478396,0.20527689
1.1,0.007,4726449000.0,26506,3.70405409,3.77479465,0.20569904
1.1,0.007,4726449000.0,26507,3.70417987,3.77479179,0.20620429
1.1,0.007,4726449000.0,26508,3.70436448,3.77480634,0.20692731
