initial_mass,initial_Z,star_age,model_number,log_Teff,log_L,log_g
1.4,0.02,3268990000.0,143272,3.73357125,3.87225314,0.24326091
1.4,0.02,3268990000.0,143273,3.73357812,3.87221971,0.24332182
1.4,0.02,3268990000.0,143274,3.73360289,3.87224793,0.2433926
1.4,0.02,3268990000.0,143276,3.73362513,3.87214611,0.24358334
1.4,0.02,3268990000.0,143300,3.73397773,3.87222977,0.24490932
1.4,0.02,3268990000.0,143325,3.73433865,3.8721942,0.24638783
1.4,0.02,3268990000.0,143302,3.73400558,3.87222969,0.24502076
1.4,0.02,3268990000.0,143332,3.73445532,3.87227837,0.24677012
1.4,0.02,3268990000.0,143333,3.73445774,3.87224535,0.24681281
1.4,0.02,3268990000.0,143334,3.73445582,3.87217141,0.24687904
1.4,0.02,3268990000.0,143335,3.73447521,3.87218761,0.24694036
1.4,0.02,3268990000.0,143336,3.73449766,3.87221575,0.24700198
1.4,0.02,3268990000.0,143337,3.73450539,3.87221373,0.24703492
1.4,0.02,3268990000.0,143338,3.73452151,3.87226245,0.24705066
1.4,0.02,3268990000.0,143339,3.73452173,3.87222091,0.24709304
1.4,0.02,3268990000.0,143340,3.73454608,3.8722914,0.24711992
1.4,0.02,3268990000.0,143341,3.73454923,3.87220313,0.24722076
1.4,0.02,3268990000.0,143342,3.73457785,3.87218393,0.24735441
1.4,0.02,3268990000.0,143343,3.73459426,3.87218997,0.24741396
1.4,0.02,3268990000.0,143344,3.73462266,3.87222199,0.24749554
1.4,0.02,3268990000.0,143345,3.73464692,3.87225918,0.24755535
1.4,0.02,3268990000.0,143346,3.73465835,3.87221393,0.24764628
1.4,0.02,3268990000.0,143347,3.73466616,3.87219871,0.24769273
1.4,0.02,3268990000.0,143348,3.73467139,3.87217241,0.24773989
1.4,0.02,3268990000.0,143250,3.73327689,3.87213243,0.24220478
1.4,0.02,3268990000.0,143349,3.73469699,3.87225387,0.24776083
1.4,0.02,3268990000.0,143350,3.73469464,3.87215628,0.24784899
1.4,0.02,3268990000.0,143353,3.73474442,3.87218118,0.24802312
1.4,0.02,3268990000.0,143351,3.73473033,3.87223194,0.24791604
1.4,0.02,3268990000.0,143352,3.73472709,3.87215583,0.24797915
1.4,0.02,3268990000.0,143331,3.7344177,3.87217386,0.24672418
1.4,0.02,3268990000.0,143330,3.73440342,3.87219435,0.24664659
1.4,0.02,3268990000.0,143329,3.73438486,3.87217393,0.24659283
1.4,0.02,3268990000.0,143328,3.73439011,3.87225333,0.24653445
1.4,0.02,3268990000.0,143303,3.73402143,3.87220431,0.24510952
1.4,0.02,3268990000.0,143304,3.73405831,3.87227862,0.24518266
1.4,0.02,3268990000.0,143305,3.73405045,3.87213866,0.24529116
1.4,0.02,3268990000.0,143306,3.7340755,3.87217202,0.24535795
1.4,0.02,3268990000.0,143307,3.73410134,3.8722343,0.24539903
1.4,0.02,3268990000.0,143308,3.73410984,3.8722507,0.24541658
1.4,0.02,3268990000.0,143309,3.73410365,3.87218814,0.24545436
1.4,0.02,3268990000.0,143310,3.73411469,3.87219075,0.24549592
1.4,0.02,3268990000.0,143311,3.73414067,3.87228207,0.24550847
1.4,0.02,3268990000.0,143312,3.7341394,3.87219012,0.2455953
1.4,0.02,3268990000.0,143313,3.73413604,3.87210773,0.24566424
1.4,0.02,3268990000.0,143301,3.73398713,3.87221021,0.24496646
1.4,0.02,3268990000.0,143314,3.73415188,3.87211957,0.24571573
1.4,0.02,3268990000.0,143316,3.73419644,3.87222082,0.24579268
1.4,0.02,3268990000.0,143317,3.73421674,3.87225115,0.24584349
1.4,0.02,3268990000.0,143318,3.73423087,3.87217744,0.24597368
1.4,0.02,3268990000.0,143319,3.73424883,3.87219879,0.24602415
1.4,0.02,3268990000.0,143320,3.73426616,3.87223988,0.24605235
1.4,0.02,3268990000.0,143321,3.734285,3.87229735,0.24607024
1.4,0.02,3268990000.0,143322,3.73428345,3.87218841,0.24617292
1.4,0.02,3268990000.0,143323,3.73431142,3.87217162,0.24630156
1.4,0.02,3268990000.0,143324,3.73433594,3.87223464,0.24633657
1.4,0.02,3268990000.0,143326,3.73436287,3.87226001,0.24641887
1.4,0.02,3268990000.0,143327,3.73437517,3.87222636,0.24650167
1.4,0.02,3268990000.0,143315,3.73417085,3.87215075,0.24576042
1.4,0.02,3268990000.0,143249,3.73328708,3.87229893,0.24207907
1.4,0.02,3268990000.0,143193,3.73248829,3.87215457,0.23902995
1.4,0.02,3268990000.0,143247,3.73324316,3.87217675,0.24202562
1.4,0.02,3268990000.0,143168,3.73214378,3.87227818,0.23752904
1.4,0.02,3268990000.0,143169,3.73214575,3.87220971,0.23760538
1.4,0.02,3268990000.0,143170,3.73215123,3.87216799,0.237669
1.4,0.02,3268990000.0,143171,3.73217623,3.87223105,0.2377059
1.4,0.02,3268990000.0,143172,3.73220581,3.8723465,0.23770874
1.4,0.02,3268990000.0,143173,3.73219821,3.87220415,0.23782065
1.4,0.02,3268990000.0,143174,3.73220988,3.87219587,0.2378756
1.4,0.02,3268990000.0,143175,3.73222505,3.87221979,0.23791234
1.4,0.02,3268990000.0,143176,3.73224148,3.87225313,0.23794466
1.4,0.02,3268990000.0,143177,3.7322455,3.87219045,0.2380234
1.4,0.02,3268990000.0,143178,3.73227449,3.87223099,0.23809881
1.4,0.02,3268990000.0,143179,3.73228276,3.87222287,0.23813998
1.4,0.02,3268990000.0,143180,3.73229047,3.87221341,0.23818025
1.4,0.02,3268990000.0,143181,3.73230131,3.87220654,0.23823043
1.4,0.02,3268990000.0,143182,3.73232706,3.87227725,0.23826269
1.4,0.02,3268990000.0,143183,3.7323448,3.87229273,0.23831816
1.4,0.02,3268990000.0,143184,3.7323409,3.87221892,0.23837634
1.4,0.02,3268990000.0,143185,3.73234021,3.87214084,0.23845164
1.4,0.02,3268990000.0,143186,3.73236699,3.87219573,0.23850384
1.4,0.02,3268990000.0,143187,3.73239616,3.87224296,0.23857325
1.4,0.02,3268990000.0,143188,3.73242515,3.87229642,0.2386357
1.4,0.02,3268990000.0,143189,3.73244123,3.87221594,0.23878045
1.4,0.02,3268990000.0,143190,3.73246005,3.8722331,0.23883854
1.4,0.02,3268990000.0,143167,3.73210446,3.87226219,0.23738777
1.4,0.02,3268990000.0,143166,3.73209016,3.87223131,0.23736151
1.4,0.02,3268990000.0,143165,3.732072,3.87219084,0.23732933
1.4,0.02,3268990000.0,143164,3.73207393,3.87225203,0.2372759
1.4,0.02,3268990000.0,143142,3.73178664,3.87222166,0.23615774
1.4,0.02,3268990000.0,143141,3.73177131,3.87219476,0.23612334
1.4,0.02,3268990000.0,143143,3.7318026,3.87225479,0.23618843
1.4,0.02,3268990000.0,143144,3.73181464,3.87229665,0.23619467
1.4,0.02,3268990000.0,143354,3.73476857,3.8722565,0.24804437
1.4,0.02,3268990000.0,143145,3.7318045,3.87222952,0.23622126
1.4,0.02,3268990000.0,143146,3.73180576,3.8721908,0.23626498
1.4,0.02,3268990000.0,143147,3.73182808,3.87225511,0.23628993
1.4,0.02,3268990000.0,143148,3.73182905,3.87218471,0.23636419
1.4,0.02,3268990000.0,143149,3.73185149,3.8721735,0.23646511
1.4,0.02,3268990000.0,143150,3.73189376,3.87227441,0.23653326
1.4,0.02,3268990000.0,143191,3.73246009,3.87215112,0.23892068
1.4,0.02,3268990000.0,143151,3.73189694,3.87223118,0.23658914
1.4,0.02,3268990000.0,143153,3.73192185,3.872223,0.23669693
1.4,0.02,3268990000.0,143154,3.73194685,3.872281,0.2367389
1.4,0.02,3268990000.0,143155,3.73193999,3.87219891,0.23679349
1.4,0.02,3268990000.0,143156,3.73194859,3.87218191,0.23684488
1.4,0.02,3268990000.0,143157,3.73197401,3.87226326,0.23686521
1.4,0.02,3268990000.0,143158,3.73197173,3.87217017,0.23694911
1.4,0.02,3268990000.0,143159,3.7319755,3.87213534,0.23699902
1.4,0.02,3268990000.0,143160,3.73199983,3.87220108,0.23703059
1.4,0.02,3268990000.0,143161,3.73201708,3.87224882,0.23705181
1.4,0.02,3268990000.0,143162,3.73201132,3.8721486,0.23712897
1.4,0.02,3268990000.0,143163,3.73203111,3.87213059,0.23722611
1.4,0.02,3268990000.0,143152,3.73190672,3.87221741,0.23664204
1.4,0.02,3268990000.0,143248,3.73326258,3.87221358,0.24206644
1.4,0.02,3268990000.0,143192,3.73248364,3.87217435,0.23899157
1.4,0.02,3268990000.0,143195,3.73251371,3.87220661,0.23907955
1.4,0.02,3268990000.0,143224,3.73291197,3.87219458,0.24068372
1.4,0.02,3268990000.0,143225,3.73292181,3.87217423,0.24074342
1.4,0.02,3268990000.0,143226,3.73294704,3.87221691,0.24080163
1.4,0.02,3268990000.0,143227,3.73296505,3.87227739,0.24081314
1.4,0.02,3268990000.0,143228,3.73296152,3.87223061,0.24084581
1.4,0.02,3268990000.0,143229,3.7329588,3.87214506,0.24092044
1.4,0.02,3268990000.0,143230,3.73298436,3.87218596,0.24098175
1.4,0.02,3268990000.0,143231,3.73300108,3.87219364,0.24104091
1.4,0.02,3268990000.0,143232,3.73301396,3.87219936,0.24108668
1.4,0.02,3268990000.0,143233,3.7330284,3.8722198,0.24112398
1.4,0.02,3268990000.0,143234,3.73304482,3.87222525,0.24118421
1.4,0.02,3268990000.0,143235,3.7330686,3.87226131,0.24124321
1.4,0.02,3268990000.0,143236,3.73309028,3.87226177,0.24132946
1.4,0.02,3268990000.0,143237,3.73308403,3.87215463,0.24141156
1.4,0.02,3268990000.0,143238,3.7330927,3.872109,0.24149184
1.4,0.02,3268990000.0,143239,3.73312946,3.87222391,0.24152395
1.4,0.02,3268990000.0,143240,3.73314808,3.87226102,0.24156126
1.4,0.02,3268990000.0,143241,3.73316538,3.87224763,0.24164381
1.4,0.02,3268990000.0,143242,3.73317014,3.87220979,0.24170069
1.4,0.02,3268990000.0,143243,3.73318231,3.87221135,0.24174776
1.4,0.02,3268990000.0,143244,3.73318792,3.87215623,0.2418253
1.4,0.02,3268990000.0,143245,3.73321119,3.87216638,0.24190818
1.4,0.02,3268990000.0,143246,3.73324865,3.87226505,0.24195934
1.4,0.02,3268990000.0,143223,3.73289381,3.87216563,0.24064007
1.4,0.02,3268990000.0,143222,3.73290049,3.87225844,0.24057399
1.4,0.02,3268990000.0,143221,3.73285909,3.87213626,0.24053063
1.4,0.02,3268990000.0,143220,3.73283869,3.8721392,0.24044614
1.4,0.02,3268990000.0,143196,3.73252044,3.8721865,0.23912653
1.4,0.02,3268990000.0,143197,3.73254589,3.87221418,0.23920063
1.4,0.02,3268990000.0,143198,3.73253604,3.87210174,0.23927363
1.4,0.02,3268990000.0,143199,3.73255369,3.87212163,0.23932432
1.4,0.02,3268990000.0,143200,3.73257613,3.87217916,0.23935653
1.4,0.02,3268990000.0,143201,3.73259092,3.87219236,0.23940245
1.4,0.02,3268990000.0,143202,3.73262057,3.87228,0.23943338
1.4,0.02,3268990000.0,143203,3.73261482,3.87221094,0.23947941
1.4,0.02,3268990000.0,143204,3.73260919,3.87211619,0.23955161
1.4,0.02,3268990000.0,143205,3.73262788,3.87212252,0.23962002
1.4,0.02,3268990000.0,143206,3.73266667,3.87226328,0.23963441
1.4,0.02,3268990000.0,143194,3.7324981,3.87216456,0.23905916
1.4,0.02,3268990000.0,143207,3.73267262,3.87219722,0.23972421
1.4,0.02,3268990000.0,143209,3.73269527,3.87220696,0.23980505
1.4,0.02,3268990000.0,143210,3.73271522,3.87226351,0.23982825
1.4,0.02,3268990000.0,143211,3.73271271,3.87215987,0.23992181
1.4,0.02,3268990000.0,143212,3.73273876,3.87215434,0.24003151
1.4,0.02,3268990000.0,143213,3.73277783,3.87222002,0.24012206
1.4,0.02,3268990000.0,143214,3.73278148,3.87216346,0.24019317
1.4,0.02,3268990000.0,143215,3.73280761,3.87224728,0.24021384
1.4,0.02,3268990000.0,143216,3.73281305,3.872217,0.24026585
1.4,0.02,3268990000.0,143217,3.73281626,3.87219703,0.24029866
1.4,0.02,3268990000.0,143218,3.7328154,3.87215108,0.24034114
1.4,0.02,3268990000.0,143219,3.7328282,3.87216001,0.24038338
1.4,0.02,3268990000.0,143208,3.73268487,3.87220227,0.23976813
1.4,0.02,3268990000.0,143355,3.73476552,3.87214695,0.24814168
1.4,0.02,3268990000.0,143471,3.73651892,3.87220702,0.25509171
1.4,0.02,3268990000.0,143357,3.73479302,3.87212546,0.24827312
1.4,0.02,3268990000.0,143495,3.7369156,3.87222344,0.25666131
1.4,0.02,3268990000.0,143496,3.73690574,3.87211137,0.25673389
1.4,0.02,3268990000.0,143497,3.73691649,3.87208694,0.25680129
1.4,0.02,3268990000.0,143498,3.73694423,3.87215734,0.25684184
1.4,0.02,3268990000.0,143499,3.73697209,3.87224902,0.25686158
1.4,0.02,3268990000.0,143500,3.73697968,3.87217679,0.2569641
1.4,0.02,3268990000.0,143501,3.73698804,3.87215055,0.25702376
1.4,0.02,3268990000.0,143502,3.73700485,3.87217863,0.2570629
1.4,0.02,3268990000.0,143503,3.73702599,3.87223862,0.25708746
1.4,0.02,3268990000.0,143504,3.73703571,3.87221301,0.25715191
1.4,0.02,3268990000.0,143505,3.73705897,3.87221187,0.25724605
1.4,0.02,3268990000.0,143506,3.73705757,3.87212748,0.25732479
1.4,0.02,3268990000.0,143507,3.73707776,3.87215717,0.25737587
1.4,0.02,3268990000.0,143508,3.73710006,3.87220965,0.25741256
1.4,0.02,3268990000.0,143509,3.73710337,3.87211147,0.25752394
1.4,0.02,3268990000.0,143510,3.73711463,3.87210331,0.25757713
1.4,0.02,3268990000.0,143511,3.73712502,3.87210096,0.25762101
1.4,0.02,3268990000.0,143512,3.73714792,3.87216702,0.25764652
1.4,0.02,3268990000.0,143513,3.73717081,3.87224435,0.25766069
1.4,0.02,3268990000.0,143514,3.73716543,3.87219339,0.25769013
1.4,0.02,3268990000.0,143515,3.73717239,3.87219244,0.25771891
1.4,0.02,3268990000.0,143516,3.73717755,3.87217208,0.25775988
1.4,0.02,3268990000.0,143517,3.73720517,3.87224821,0.25779421
1.4,0.02,3268990000.0,143494,3.73688007,3.87213759,0.25660507
1.4,0.02,3268990000.0,143518,3.73720915,3.87217267,0.25788564
1.4,0.02,3268990000.0,143493,3.73686479,3.872157,0.25652454
1.4,0.02,3268990000.0,143491,3.73685013,3.87218257,0.2564404
1.4,0.02,3268990000.0,143467,3.73644929,3.87214672,0.25487359
1.4,0.02,3268990000.0,143468,3.73645681,3.87209227,0.25495812
1.4,0.02,3268990000.0,143469,3.73648097,3.8721439,0.25500307
1.4,0.02,3268990000.0,143470,3.73650642,3.87222641,0.25502236
1.4,0.02,3268990000.0,143472,3.73652088,3.87216269,0.25514386
1.4,0.02,3268990000.0,143473,3.73652133,3.87209918,0.25520912
1.4,0.02,3268990000.0,143474,3.73654357,3.87213696,0.25526027
1.4,0.02,3268990000.0,143475,3.73657078,3.87221329,0.25529276
1.4,0.02,3268990000.0,143476,3.73659366,3.87225817,0.25533936
1.4,0.02,3268990000.0,143477,3.73658406,3.87214859,0.25541053
1.4,0.02,3268990000.0,143478,3.73659949,3.87215494,0.25546587
1.4,0.02,3268990000.0,143479,3.7366239,3.8722189,0.2554995
1.4,0.02,3268990000.0,143480,3.73663627,3.87220006,0.25556778
1.4,0.02,3268990000.0,143481,3.73666076,3.87220005,0.25566572
1.4,0.02,3268990000.0,143482,3.73666258,3.87213484,0.25573819
1.4,0.02,3268990000.0,143483,3.73667967,3.87215111,0.25579025
1.4,0.02,3268990000.0,143484,3.73670722,3.87222102,0.25583054
1.4,0.02,3268990000.0,143485,3.73674361,3.87218601,0.25601107
1.4,0.02,3268990000.0,143486,3.73679098,3.87228188,0.25610461
1.4,0.02,3268990000.0,143487,3.73678113,3.87215229,0.25619478
1.4,0.02,3268990000.0,143488,3.73679357,3.87212413,0.25627271
1.4,0.02,3268990000.0,143489,3.73682583,3.87221504,0.25631077
1.4,0.02,3268990000.0,143490,3.73683666,3.87216828,0.25640083
1.4,0.02,3268990000.0,143492,3.73686417,3.87221357,0.25646554
1.4,0.02,3268990000.0,143519,3.73724721,3.8722542,0.25795631
1.4,0.02,3268990000.0,143520,3.73723966,3.87214629,0.25803398
1.4,0.02,3268990000.0,143521,3.7372588,3.87216766,0.25808918
1.4,0.02,3268990000.0,143550,3.73767448,3.87219177,0.25972698
1.4,0.02,3268990000.0,143551,3.7377005,3.8722631,0.25975972
1.4,0.02,3268990000.0,143552,3.73771382,3.87225262,0.25982345
1.4,0.02,3268990000.0,143553,3.73773531,3.87223039,0.25993159
1.4,0.02,3268990000.0,143554,3.73774559,3.87221126,0.25999181
1.4,0.02,3268990000.0,143555,3.73775034,3.87216024,0.26006179
1.4,0.02,3268990000.0,143556,3.73776507,3.87213573,0.26014523
1.4,0.02,3268990000.0,143557,3.73779777,3.87220478,0.26020695
1.4,0.02,3268990000.0,143558,3.73780354,3.8721888,0.26024597
1.4,0.02,3268990000.0,143559,3.73781485,3.87220233,0.26027765
1.4,0.02,3268990000.0,143560,3.73782236,3.87218468,0.26032533
1.4,0.02,3268990000.0,143561,3.73783557,3.87216717,0.26039565
1.4,0.02,3268990000.0,143562,3.73786394,3.87220861,0.26046764
1.4,0.02,3268990000.0,143563,3.73787219,3.87219902,0.26051022
1.4,0.02,3268990000.0,143564,3.73787411,3.87215053,0.26056635
1.4,0.02,3268990000.0,143565,3.73789513,3.8721875,0.26061344
1.4,0.02,3268990000.0,143566,3.73791065,3.87218271,0.26068027
1.4,0.02,3268990000.0,143567,3.73794478,3.87227292,0.26072656
1.4,0.02,3268990000.0,143568,3.73792777,3.87212849,0.26080294
1.4,0.02,3268990000.0,143140,3.73176741,3.87222949,0.23607305
1.4,0.02,3268990000.0,143569,3.73794475,3.87213881,0.26086052
1.4,0.02,3268990000.0,143570,3.73796969,3.8722024,0.26089664
1.4,0.02,3268990000.0,143571,3.73797734,3.87214571,0.26098391
1.4,0.02,3268990000.0,143549,3.73765842,3.87218685,0.25966772
1.4,0.02,3268990000.0,143548,3.73765845,3.87226474,0.25958996
1.4,0.02,3268990000.0,143547,3.73763665,3.87224182,0.25952572
1.4,0.02,3268990000.0,143546,3.73762304,3.87222981,0.2594833
1.4,0.02,3268990000.0,143522,3.73728801,3.87226216,0.25811148
1.4,0.02,3268990000.0,143523,3.73729449,3.87221762,0.25818192
1.4,0.02,3268990000.0,143524,3.73730723,3.8722392,0.25821126
1.4,0.02,3268990000.0,143525,3.73731316,3.87223369,0.25824049
1.4,0.02,3268990000.0,143526,3.73732769,3.87226537,0.25826689
1.4,0.02,3268990000.0,143527,3.73732655,3.87218129,0.25834639
1.4,0.02,3268990000.0,143528,3.7373561,3.87222459,0.25842124
1.4,0.02,3268990000.0,143529,3.73736614,3.87222674,0.25845925
1.4,0.02,3268990000.0,143530,3.73736708,3.87218034,0.25850938
1.4,0.02,3268990000.0,143531,3.73737473,3.87213933,0.25858098
1.4,0.02,3268990000.0,143532,3.7374008,3.87218125,0.2586433
1.4,0.02,3268990000.0,143466,3.73643655,3.87223322,0.25473618
1.4,0.02,3268990000.0,143533,3.73742866,3.87222796,0.25870798
1.4,0.02,3268990000.0,143535,3.73744811,3.87219035,0.25882335
1.4,0.02,3268990000.0,143536,3.73746436,3.87219318,0.25888552
1.4,0.02,3268990000.0,143537,3.737475,3.87214063,0.25898056
1.4,0.02,3268990000.0,143538,3.73751468,3.87224124,0.25903867
1.4,0.02,3268990000.0,143539,3.73750868,3.8721586,0.25909728
1.4,0.02,3268990000.0,143540,3.73752199,3.87216401,0.2591451
1.4,0.02,3268990000.0,143541,3.73754778,3.87224424,0.25916798
1.4,0.02,3268990000.0,143542,3.73753905,3.87209224,0.25928502
1.4,0.02,3268990000.0,143543,3.7375775,3.87214957,0.25938146
1.4,0.02,3268990000.0,143544,3.73758768,3.87214165,0.25943008
1.4,0.02,3268990000.0,143545,3.73760426,3.87217684,0.25946118
1.4,0.02,3268990000.0,143534,3.73744081,3.87221869,0.25876585
1.4,0.02,3268990000.0,143356,3.73480687,3.87225959,0.2481944
1.4,0.02,3268990000.0,143465,3.73641303,3.8721837,0.25469168
1.4,0.02,3268990000.0,143463,3.73638375,3.87214201,0.2546163
1.4,0.02,3268990000.0,143385,3.73519079,3.87217041,0.24981842
1.4,0.02,3268990000.0,143386,3.73524209,3.87232539,0.2498686
1.4,0.02,3268990000.0,143387,3.73522919,3.87217252,0.24996986
1.4,0.02,3268990000.0,143388,3.73524643,3.87215967,0.25005162
1.4,0.02,3268990000.0,143389,3.73528088,3.87226837,0.25008068
1.4,0.02,3268990000.0,143390,3.73529332,3.87231364,0.25008516
1.4,0.02,3268990000.0,143391,3.73528165,3.87222647,0.25012563
1.4,0.02,3268990000.0,143392,3.73529308,3.87222577,0.25017201
1.4,0.02,3268990000.0,143393,3.73531771,3.87229812,0.25019819
1.4,0.02,3268990000.0,143394,3.73533698,3.8722987,0.25027463
1.4,0.02,3268990000.0,143395,3.73535632,3.87222588,0.25042477
1.4,0.02,3268990000.0,143396,3.7353664,3.87218144,0.2505095
1.4,0.02,3268990000.0,143397,3.73537914,3.87215717,0.2505847
1.4,0.02,3268990000.0,143398,3.73540612,3.87221277,0.25063698
1.4,0.02,3268990000.0,143399,3.73542668,3.87222636,0.25070561
1.4,0.02,3268990000.0,143400,3.7354515,3.87222123,0.25080997
1.4,0.02,3268990000.0,143401,3.73547577,3.87229608,0.25083214
1.4,0.02,3268990000.0,143402,3.735465,3.87217926,0.25090586
1.4,0.02,3268990000.0,143403,3.73548882,3.87221389,0.25096648
1.4,0.02,3268990000.0,143404,3.73550867,3.87220933,0.25105041
1.4,0.02,3268990000.0,143405,3.73550928,3.87214711,0.25111505
1.4,0.02,3268990000.0,143406,3.73552503,3.87216291,0.25116222
1.4,0.02,3268990000.0,143407,3.73553464,3.87213482,0.25122874
1.4,0.02,3268990000.0,143384,3.73517704,3.87223885,0.24969505
1.4,0.02,3268990000.0,143408,3.73556204,3.8721894,0.25128372
1.4,0.02,3268990000.0,143383,3.73514777,3.87216633,0.24965052
1.4,0.02,3268990000.0,143381,3.73511806,3.87213849,0.24955959
1.4,0.02,3268990000.0,143358,3.73480912,3.87212884,0.2483341
1.4,0.02,3268990000.0,143359,3.73483269,3.87218131,0.24837591
1.4,0.02,3268990000.0,143360,3.73486414,3.87229898,0.24838399
1.4,0.02,3268990000.0,143361,3.73485606,3.87211045,0.24854015
1.4,0.02,3268990000.0,143362,3.73487401,3.87211621,0.24860616
1.4,0.02,3268990000.0,143363,3.7348959,3.87217191,0.248638
1.4,0.02,3268990000.0,143364,3.73491298,3.87221178,0.24866641
1.4,0.02,3268990000.0,143365,3.73492349,3.87218619,0.24873399
1.4,0.02,3268990000.0,143366,3.73492672,3.87215219,0.24878091
1.4,0.02,3268990000.0,143367,3.73494181,3.87218378,0.24880965
1.4,0.02,3268990000.0,143368,3.73495118,3.87218934,0.24884157
1.4,0.02,3268990000.0,143369,3.73496816,3.87222049,0.24887828
1.4,0.02,3268990000.0,143370,3.73499044,3.87220356,0.24898431
1.4,0.02,3268990000.0,143371,3.73499525,3.87215923,0.24904785
1.4,0.02,3268990000.0,143372,3.73500008,3.87211411,0.24911228
1.4,0.02,3268990000.0,143373,3.73501758,3.87212161,0.24917477
1.4,0.02,3268990000.0,143374,3.7350467,3.87219759,0.2492152
1.4,0.02,3268990000.0,143375,3.73506813,3.87222085,0.24927764
1.4,0.02,3268990000.0,143376,3.73507052,3.87218203,0.24932599
1.4,0.02,3268990000.0,143377,3.73507631,3.87215328,0.24937788
1.4,0.02,3268990000.0,143378,3.73509889,3.87220954,0.24941193
1.4,0.02,3268990000.0,143379,3.73511449,3.87221402,0.24946978
1.4,0.02,3268990000.0,143380,3.73511607,3.87217865,0.24951149
1.4,0.02,3268990000.0,143382,3.73513764,3.87218078,0.24959559
1.4,0.02,3268990000.0,143409,3.73558171,3.87217064,0.2513811
1.4,0.02,3268990000.0,143410,3.73559077,3.87215418,0.25143379
1.4,0.02,3268990000.0,143411,3.73560388,3.87216586,0.25147454
1.4,0.02,3268990000.0,143440,3.73602667,3.87219069,0.25313999
1.4,0.02,3268990000.0,143441,3.73605894,3.8722904,0.25316933
1.4,0.02,3268990000.0,143442,3.7360493,3.87208823,0.25333291
1.4,0.02,3268990000.0,143443,3.73609534,3.87214111,0.25346413
1.4,0.02,3268990000.0,143444,3.73611223,3.87215329,0.25351949
1.4,0.02,3268990000.0,143445,3.73613231,3.87220698,0.25354607
1.4,0.02,3268990000.0,143446,3.73613567,3.87215634,0.25361014
