initial_mass,initial_Z,blue_loop_start_age,blue_loop_end_age,calculated_blue_loop_duration,instability_start_age,instability_end_age,calculated_instability_duration
7.5,0.0015,40587733.6460579,42777825.25470203,2190091.6086,40587733.6460579,42777825.25470203,2190091.6086
7.5,0.002,41334908.38927932,43149487.29403631,1814578.9048,41334908.38927932,43149487.29403631,1814578.9048
7.5,0.0025,41929523.8264932,43488426.43292265,1558902.6064,41929523.8264932,43488426.43292265,1558902.6064
7.5,0.003,42493669.81497441,43791928.30259085,1298258.4876,42493669.81497441,43791928.30259085,1298258.4876
7.5,0.0035,42992464.31559557,44142642.93047489,1150178.6149,42992464.31559557,44142642.93047489,1150178.6149
7.5,0.004,43439416.08874961,44472278.94062149,1032862.8519,43439416.08874961,44472278.94062149,1032862.8519
7.5,0.0045,43743487.228509225,44777790.88787,1034303.6594,43743487.228509225,44777790.88787,1034303.6594
7.5,0.005,43960357.37882834,45164223.587306656,1203866.2085,43960357.37882834,45164223.587306656,1203866.2085
7.5,0.0055,44162111.40477177,45500309.01755858,1338197.6128,44162111.40477177,45500309.01755858,1338197.6128
7.5,0.006,44388034.94238199,45735979.63310131,1347944.6907,44388034.94238199,45735979.63310131,1347944.6907
7.5,0.0065,44617827.352011055,46039463.50416486,1421636.1522,44617827.352011055,46039463.50416486,1421636.1522
7.5,0.007,44824319.04771028,46295632.90966132,1471313.862,44824319.04771028,46295632.90966132,1471313.862
7.5,0.0075,45049497.40456896,46564911.18424131,1515413.7797,45049497.40456896,46564911.18424131,1515413.7797
7.5,0.008,45297437.686234176,46897113.09212984,1599675.4059,45297437.686234176,46897113.09212984,1599675.4059
7.5,0.0085,45506571.06584325,47148648.61458086,1642077.5487,45506571.06584325,47148648.61458086,1642077.5487
7.5,0.009,45721206.84751659,47440473.83919366,1719266.9917,45721206.84751659,47440473.83919366,1719266.9917
7.5,0.0095,45962874.96656402,47703578.17366737,1740703.2071,45962874.96656402,47703578.17366737,1740703.2071
7.5,0.01,46207727.96296791,47986949.91155298,1779221.9486,46207727.96296791,47986949.91155298,1779221.9486
7.5,0.0105,46389813.09035724,48214304.77684569,1824491.6865,46389813.09035724,48214304.77684569,1824491.6865
7.5,0.011,46559803.33557896,48410012.8259639,1850209.4904,46559803.33557896,48410012.8259639,1850209.4904
7.5,0.012,46890738.24244136,48818888.68377624,1928150.4413,46890738.24244136,48818888.68377624,1928150.4413
7.5,0.0125,47071964.87189742,49014618.52583753,1942653.6539,47071964.87189742,49014618.52583753,1942653.6539
7.5,0.013,47247508.55242087,49206478.02579007,1958969.4734,47247508.55242087,49206478.02579007,1958969.4734
7.5,0.0135,47417572.00792213,49390116.21418192,1972544.2063,47417572.00792213,49390116.21418192,1972544.2063
7.5,0.014,47597180.73963474,49558767.77857198,1961587.0389,47597180.73963474,49558767.77857198,1961587.0389
7.5,0.0145,47784099.670957536,49757272.13450569,1973172.4635,47784099.670957536,49757272.13450569,1973172.4635
7.5,0.015,47966692.01297684,49940144.89899376,1973452.886,47966692.01297684,49940144.89899376,1973452.886
7.5,0.0155,48140902.46037183,50135614.18452677,1994711.7242,48140902.46037183,50135614.18452677,1994711.7242
7.5,0.016,48335665.11603842,50340924.06813249,2005258.9521,48335665.11603842,50340924.06813249,2005258.9521
7.5,0.0165,48530622.07871865,50533366.65659854,2002744.5779,48530622.07871865,50533366.65659854,2002744.5779
7.5,0.017,48719197.506807126,50716059.04698943,1996861.5402,48719197.506807126,50716059.04698943,1996861.5402
7.5,0.0175,48914774.062926434,50928400.99824754,2013626.9353,48914774.062926434,50928400.99824754,2013626.9353
7.5,0.018,49103016.49739742,51117036.78549215,2014020.2881,49103016.49739742,51117036.78549215,2014020.2881
