initial_Z,initial_mass,blue_loop_crossing_count,blue_loop_duration_yr,blue_loop_start_age,blue_loop_end_age,instability_start_age,instability_end_age,calculated_blue_loop_duration,calculated_instability_duration,run_dir_path
0.0145,5.5,1,3920610.808354065,95119038.47263892,99039649.28099298,95119038.47263892,99039649.28099298,3920610.808354065,3920610.808354065,/home/tnd/mesa-r23.05.1/STRANGE/nad_convos_mid/run_nad_convos_mid_5.5MSUN_z0.0145
0.015,5.5,1,3812737.7682586014,95684070.95020589,99496808.7184645,95684070.95020589,99496808.7184645,3812737.7682586014,3812737.7682586014,/home/tnd/mesa-r23.05.1/STRANGE/nad_convos_mid/run_nad_convos_mid_5.5MSUN_z0.0150
0.0155,5.5,1,3740154.363222167,96266019.69210759,100006174.05532975,96266019.69210759,100006174.05532975,3740154.363222167,3740154.363222167,/home/tnd/mesa-r23.05.1/STRANGE/nad_convos_mid/run_nad_convos_mid_5.5MSUN_z0.0155
0.016,5.5,1,3623943.5732849985,96849947.67947899,100473891.25276399,96849947.67947899,100473891.25276399,3623943.5732849985,3623943.5732849985,/home/tnd/mesa-r23.05.1/STRANGE/nad_convos_mid/run_nad_convos_mid_5.5MSUN_z0.0160
0.0165,5.5,1,3397252.2288589627,97471248.33354628,100868500.56240524,97471248.33354628,100868500.56240524,3397252.2288589627,3397252.2288589627,/home/tnd/mesa-r23.05.1/STRANGE/nad_convos_mid/run_nad_convos_mid_5.5MSUN_z0.0165
0.017,5.5,1,3060808.813916996,98088620.30286542,101149429.11678241,98088620.30286542,101149429.11678241,3060808.813916996,3060808.813916996,/home/tnd/mesa-r23.05.1/STRANGE/nad_convos_mid/run_nad_convos_mid_5.5MSUN_z0.0170
0.0175,5.5,1,2450530.273656592,98706290.97109608,101156821.24475268,98706290.97109608,101156821.24475268,2450530.273656592,2450530.273656592,/home/tnd/mesa-r23.05.1/STRANGE/nad_convos_mid/run_nad_convos_mid_5.5MSUN_z0.0175
0.018,5.5,1,615542.67802082,99351433.24922809,99966975.92724891,99351433.24922809,99966975.92724891,615542.67802082,615542.67802082,/home/tnd/mesa-r23.05.1/STRANGE/nad_convos_mid/run_nad_convos_mid_5.5MSUN_z0.0180
0.0185,5.5,1,339186.15060935915,100020746.91943863,100359933.07004799,100020746.91943863,100359933.07004799,339186.15060935915,339186.15060935915,/home/tnd/mesa-r23.05.1/STRANGE/nad_convos_mid/run_nad_convos_mid_5.5MSUN_z0.0185
0.0015,6.0,2,3421429.1628345177,62769822.099561006,66191251.26239552,62769822.099561006,66191251.26239552,3421429.1628345177,3421429.1628345177,/home/tnd/mesa-r23.05.1/STRANGE/nad_convos_mid/run_nad_convos_mid_6.0MSUN_z0.0015
0.002,6.0,2,2806160.322707355,64183206.84872654,66989367.171433896,64183206.84872654,66989367.171433896,2806160.322707355,2806160.322707355,/home/tnd/mesa-r23.05.1/STRANGE/nad_convos_mid/run_nad_convos_mid_6.0MSUN_z0.0020
0.0025,6.0,2,2305674.9272589013,65332923.75437986,67638598.68163876,65332923.75437986,67638598.68163876,2305674.9272589013,2305674.9272589013,/home/tnd/mesa-r23.05.1/STRANGE/nad_convos_mid/run_nad_convos_mid_6.0MSUN_z0.0025
