initial_Z,initial_mass,run_dir_path,blue_loop_crossing_count,blue_loop_duration_yr,max_log_L,max_log_Teff,max_log_R,first_model_number,last_model_number,first_age_yr,last_age_yr,blue_loop_start_age,blue_loop_end_age,instability_start_age,instability_end_age,calculated_blue_loop_duration,calculated_instability_duration
0.0055,5.5,/home/tnd/mesa-r23.05.1/STRANGE/nad_convos_mid/run_nad_convos_mid_5.5MSUN_z0.0055,2,2881120.732290715,3.592911880284663,3.9033857827657172,1.8897008904361676,1905,2085,83963895.28913057,86842966.0873437,83963895.28913057,86845016.02142128,83963895.28913057,86845016.02142128,2881120.732290715,2881120.732290715
0.006,5.5,/home/tnd/mesa-r23.05.1/STRANGE/nad_convos_mid/run_nad_convos_mid_5.5MSUN_z0.0060,2,3023669.199534014,3.579753327494827,3.910903181182295,1.88292192165721,1913,2104,84618316.05551143,87639533.67321858,84618316.05551143,87641985.25504544,84618316.05551143,87641985.25504544,3023669.199534014,3023669.199534014
0.0065,5.5,/home/tnd/mesa-r23.05.1/STRANGE/nad_convos_mid/run_nad_convos_mid_5.5MSUN_z0.0065,2,3158131.9286845475,3.565054712580534,3.9121792001462246,1.8725367090050171,1907,2095,85273544.48605949,88428813.71977042,85273544.48605949,88431676.41474403,85273544.48605949,88431676.41474403,3158131.9286845475,3158131.9286845475
0.007,5.5,/home/tnd/mesa-r23.05.1/STRANGE/nad_convos_mid/run_nad_convos_mid_5.5MSUN_z0.0070,2,3283509.2295498997,3.550433924584347,3.9072041676780147,1.868137248291546,1935,2117,85960009.50685635,89240205.49642669,85960009.50685635,89243518.73640625,85960009.50685635,89243518.73640625,3283509.2295498997,3283509.2295498997
0.0075,5.5,/home/tnd/mesa-r23.05.1/STRANGE/nad_convos_mid/run_nad_convos_mid_5.5MSUN_z0.0075,2,3446375.0566616207,3.5364224928232257,3.9036135748201706,1.8594668561252952,1962,2140,86615460.189009,90054996.7814561,86615460.189009,90061835.24567062,86615460.189009,90061835.24567062,3446375.0566616207,3446375.0566616207
0.008,5.5,/home/tnd/mesa-r23.05.1/STRANGE/nad_convos_mid/run_nad_convos_mid_5.5MSUN_z0.0080,2,3617553.6001792103,3.5224164965800746,3.89719030335129,1.8522809861407439,1993,2164,87260917.9004021,90870677.020052,87260917.9004021,90878471.50058131,87260917.9004021,90878471.50058131,3617553.6001792103,3617553.6001792103
0.0085,5.5,/home/tnd/mesa-r23.05.1/STRANGE/nad_convos_mid/run_nad_convos_mid_5.5MSUN_z0.0085,2,3682681.5921326727,3.508047388998914,3.88939926562681,1.844110026365777,2001,2166,87971206.64561963,91642224.48015076,87971206.64561963,91653888.2377523,87971206.64561963,91653888.2377523,3682681.5921326727,3682681.5921326727
0.009,5.5,/home/tnd/mesa-r23.05.1/STRANGE/nad_convos_mid/run_nad_convos_mid_5.5MSUN_z0.0090,2,3757948.255047992,3.4933633817168066,3.8807864195042687,1.8367595864089694,2042,2202,88699065.16603868,92451194.0777058,88699065.16603868,92457013.42108667,88699065.16603868,92457013.42108667,3757948.255047992,3757948.255047992
0.0095,5.5,/home/tnd/mesa-r23.05.1/STRANGE/nad_convos_mid/run_nad_convos_mid_5.5MSUN_z0.0095,2,3866984.168348849,3.4786542226113903,3.8715757712194114,1.8294752655530997,2071,2230,89423130.36209354,93282309.13003023,89423130.36209354,93290114.53044239,89423130.36209354,93290114.53044239,3866984.168348849,3866984.168348849
0.01,5.5,/home/tnd/mesa-r23.05.1/STRANGE/nad_convos_mid/run_nad_convos_mid_5.5MSUN_z0.0100,2,3958957.6735135615,3.4624305567466886,3.8620961150419886,1.8190181181028588,2099,2265,90149049.05310354,94096382.41486032,90149049.05310354,94108006.7266171,90149049.05310354,94108006.7266171,3958957.6735135615,3958957.6735135615
0.0105,5.5,/home/tnd/mesa-r23.05.1/STRANGE/nad_convos_mid/run_nad_convos_mid_5.5MSUN_z0.0105,2,4014652.574437022,3.45295901796508,3.854969572091816,1.815327553895554,2115,2288,90692128.30143496,94692444.72797671,90692128.30143496,94706780.87587199,90692128.30143496,94706780.87587199,4014652.574437022,4014652.574437022
0.011,5.5,/home/tnd/mesa-r23.05.1/STRANGE/nad_convos_mid/run_nad_convos_mid_5.5MSUN_z0.0110,2,3997676.027410403,3.4424661412110797,3.8470252924146604,1.8116523549500272,2136,2312,91278090.37987903,95261285.12293409,91278090.37987903,95275766.40728943,91278090.37987903,95275766.40728943,3997676.027410403,3997676.027410403
0.0115,5.5,/home/tnd/mesa-r23.05.1/STRANGE/nad_convos_mid/run_nad_convos_mid_5.5MSUN_z0.0115,2,4073726.5505944043,3.4325584299073864,3.8407032386855375,1.8038305112066193,2166,2340,91782724.77529557,95843812.3459555,91782724.77529557,95856451.32588997,91782724.77529557,95856451.32588997,4073726.5505944043,4073726.5505944043
0.012,5.5,/home/tnd/mesa-r23.05.1/STRANGE/nad_convos_mid/run_nad_convos_mid_5.5MSUN_z0.0120,2,4080435.2070542276,3.421529662233814,3.8333629932753377,1.7936642233954874,2108,2278,92312397.21291271,96362981.9656727,92312397.21291271,96392832.41996694,92312397.21291271,96392832.41996694,4080435.2070542276,4080435.2070542276
0.0125,5.5,/home/tnd/mesa-r23.05.1/STRANGE/nad_convos_mid/run_nad_convos_mid_5.5MSUN_z0.0125,2,4080422.0585101694,3.4112163487411937,3.825627024270795,1.7945968454362204,2113,2305,92874836.68211117,96934980.18309577,92874836.68211117,96955258.74062134,92874836.68211117,96955258.74062134,4080422.0585101694,4080422.0585101694
0.013,5.5,/home/tnd/mesa-r23.05.1/STRANGE/nad_convos_mid/run_nad_convos_mid_5.5MSUN_z0.0130,2,4090834.696814552,3.4002231225226374,3.818851308505302,1.7868157654051957,2129,2319,93412743.96967877,97470429.91682659,93412743.96967877,97503578.66649333,93412743.96967877,97503578.66649333,4090834.696814552,4090834.696814552
0.0135,5.5,/home/tnd/mesa-r23.05.1/STRANGE/nad_convos_mid/run_nad_convos_mid_5.5MSUN_z0.0135,2,4071841.4290584177,3.389341424718227,3.811297633703366,1.7810265004771944,2145,2335,93985015.47767958,98020533.39189583,93985015.47767958,98056856.906738,93985015.47767958,98056856.906738,4071841.4290584177,4071841.4290584177
0.014,5.5,/home/tnd/mesa-r23.05.1/STRANGE/nad_convos_mid/run_nad_convos_mid_5.5MSUN_z0.0140,2,4095264.9825116843,3.3775687362491915,3.8042230499228777,1.7773091195222595,2154,2346,94515745.1561218,98569932.0984355,94515745.1561218,98611010.13863349,94515745.1561218,98611010.13863349,4095264.9825116843,4095264.9825116843
0.0145,5.5,/home/tnd/mesa-r23.05.1/STRANGE/nad_convos_mid/run_nad_convos_mid_5.5MSUN_z0.0145,1,3920610.808354065,3.3669570319751907,3.79581502529652,1.7680046121272195,2162,2336,95119038.47263892,98985238.07157136,95119038.47263892,99039649.28099298,95119038.47263892,99039649.28099298,3920610.808354065,3920610.808354065
0.015,5.5,/home/tnd/mesa-r23.05.1/STRANGE/nad_convos_mid/run_nad_convos_mid_5.5MSUN_z0.0150,1,3812737.7682586014,3.3549769896030748,3.7880834295271018,1.763327175247023,2175,2344,95684070.95020589,99464791.91956314,95684070.95020589,99496808.7184645,95684070.95020589,99496808.7184645,3812737.7682586014,3812737.7682586014
0.0155,5.5,/home/tnd/mesa-r23.05.1/STRANGE/nad_convos_mid/run_nad_convos_mid_5.5MSUN_z0.0155,1,3740154.363222167,3.3431958798092984,3.7800656383548015,1.7584806885092064,2187,2337,96266019.69210759,99975843.51565965,96266019.69210759,100006174.05532975,96266019.69210759,100006174.05532975,3740154.363222167,3740154.363222167
0.016,5.5,/home/tnd/mesa-r23.05.1/STRANGE/nad_convos_mid/run_nad_convos_mid_5.5MSUN_z0.0160,1,3623943.5732849985,3.3314769305870158,3.7720239265147986,1.7528924131157226,2197,2335,96849947.67947899,100441850.62111405,96849947.67947899,100473891.25276399,96849947.67947899,100473891.25276399,3623943.5732849985,3623943.5732849985
0.0165,5.5,/home/tnd/mesa-r23.05.1/STRANGE/nad_convos_mid/run_nad_convos_mid_5.5MSUN_z0.0165,1,3397252.2288589627,3.3191904502990646,3.7636369039279756,1.7463398218278743,2293,2410,97471248.33354628,100838874.89633004,97471248.33354628,100868500.56240524,97471248.33354628,100868500.56240524,3397252.2288589627,3397252.2288589627
0.017,5.5,/home/tnd/mesa-r23.05.1/STRANGE/nad_convos_mid/run_nad_convos_mid_5.5MSUN_z0.0170,1,3060808.813916996,3.306639489042973,3.7547949188798437,1.7389095235662466,2309,2405,98088620.30286542,101120896.70550571,98088620.30286542,101149429.11678241,98088620.30286542,101149429.11678241,3060808.813916996,3060808.813916996
0.0175,5.5,/home/tnd/mesa-r23.05.1/STRANGE/nad_convos_mid/run_nad_convos_mid_5.5MSUN_z0.0175,1,2450530.273656592,3.2906323540862283,3.7462360436755824,1.7295625836038606,2326,2398,98706290.97109608,101123727.74306001,98706290.97109608,101156821.24475268,98706290.97109608,101156821.24475268,2450530.273656592,2450530.273656592
0.018,5.5,/home/tnd/mesa-r23.05.1/STRANGE/nad_convos_mid/run_nad_convos_mid_5.5MSUN_z0.0180,1,615542.67802082,3.2646832030904007,3.737508950315258,1.7092697866985518,2338,2358,99351433.24922809,99922549.0448208,99351433.24922809,99966975.92724891,99351433.24922809,99966975.92724891,615542.67802082,615542.67802082
0.0185,5.5,/home/tnd/mesa-r23.05.1/STRANGE/nad_convos_mid/run_nad_convos_mid_5.5MSUN_z0.0185,1,339186.15060935915,3.2523917904456754,3.728491733340235,1.7017101805434738,2350,2360,100020746.91943863,100318712.67239466,100020746.91943863,100359933.07004799,100020746.91943863,100359933.07004799,339186.15060935915,339186.15060935915
0.0015,6.0,/home/tnd/mesa-r23.05.1/STRANGE/nad_convos_mid/run_nad_convos_mid_6.0MSUN_z0.0015,2,3421429.1628345177,3.845067394035968,3.963978708644766,2.0515088631298566,1743,1993,62769822.099561006,66190297.98878538,62769822.099561006,66191251.26239552,62769822.099561006,66191251.26239552,3421429.1628345177,3421429.1628345177
0.002,6.0,/home/tnd/mesa-r23.05.1/STRANGE/nad_convos_mid/run_nad_convos_mid_6.0MSUN_z0.0020,2,2806160.322707355,3.8140021534765394,3.8954237512924874,2.037530028653755,1765,1948,64183206.84872654,66987574.79026999,64183206.84872654,66989367.171433896,64183206.84872654,66989367.171433896,2806160.322707355,2806160.322707355
0.0025,6.0,/home/tnd/mesa-r23.05.1/STRANGE/nad_convos_mid/run_nad_convos_mid_6.0MSUN_z0.0025,2,2305674.9272589013,3.7870905866451543,3.850911590192149,2.0229961447382308,1800,1972,65332923.75437986,67635724.75193429,65332923.75437986,67638598.68163876,65332923.75437986,67638598.68163876,2305674.9272589013,2305674.9272589013
0.003,6.0,/home/tnd/mesa-r23.05.1/STRANGE/nad_convos_mid/run_nad_convos_mid_6.0MSUN_z0.0030,2,1935502.5309975594,3.7631671528186006,3.814752923349818,2.0103370234901483,1826,2004,66394363.10224131,68325267.30834638,66394363.10224131,68329865.63323887,66394363.10224131,68329865.63323887,1935502.5309975594,1935502.5309975594
0.0035,6.0,/home/tnd/mesa-r23.05.1/STRANGE/nad_convos_mid/run_nad_convos_mid_6.0MSUN_z0.0035,2,1788578.49443084,3.7414560914877453,3.801923386215137,1.9995815945719426,1844,2012,67338887.1332755,69113928.37007406,67338887.1332755,69127465.62770633,67338887.1332755,69127465.62770633,1788578.49443084,1788578.49443084
0.004,6.0,/home/tnd/mesa-r23.05.1/STRANGE/nad_convos_mid/run_nad_convos_mid_6.0MSUN_z0.0040,2,1919974.4313361645,3.727470188928656,3.81640870450628,1.9829200541318355,1859,2021,68098773.82791862,70013223.47608714,68098773.82791862,70018748.25925478,68098773.82791862,70018748.25925478,1919974.4313361645,1919974.4313361645
0.0045,6.0,/home/tnd/mesa-r23.05.1/STRANGE/nad_convos_mid/run_nad_convos_mid_6.0MSUN_z0.0045,2,1940675.2574707568,3.7242435633448974,3.8319459397633757,1.9773350501591929,1863,2032,68691913.57006367,70630355.52756085,68691913.57006367,70632588.82753442,68691913.57006367,70632588.82753442,1940675.2574707568,1940675.2574707568
0.005,6.0,/home/tnd/mesa-r23.05.1/STRANGE/nad_convos_mid/run_nad_convos_mid_6.0MSUN_z0.0050,2,2247754.672407046,3.7263899888153325,3.8769127694088503,1.9701895730941479,1878,2057,69127268.11532582,71373989.45597823,69127268.11532582,71375022.78773287,69127268.11532582,71375022.78773287,2247754.672407046,2247754.672407046
0.0055,6.0,/home/tnd/mesa-r23.05.1/STRANGE/nad_convos_mid/run_nad_convos_mid_6.0MSUN_z0.0055,2,2399603.127789423,3.7207960778279787,3.9009829888936265,1.9632506689518416,1889,2074,69614087.31143554,72012695.1321373,69614087.31143554,72013690.43922496,69614087.31143554,72013690.43922496,2399603.127789423,2399603.127789423
0.006,6.0,/home/tnd/mesa-r23.05.1/STRANGE/nad_convos_mid/run_nad_convos_mid_6.0MSUN_z0.0060,2,2498767.3116300106,3.712350112813021,3.926837020248627,1.959517885202234,1893,2096,70069898.71754004,72567390.39412071,70069898.71754004,72568666.02917005,70069898.71754004,72568666.02917005,2498767.3116300106,2498767.3116300106
0.0065,6.0,/home/tnd/mesa-r23.05.1/STRANGE/nad_convos_mid/run_nad_convos_mid_6.0MSUN_z0.0065,2,2596366.7066131085,3.700530825184309,3.9292041777196176,1.9520099112508458,1898,2100,70560235.63994026,73155091.95613778,70560235.63994026,73156602.34655337,70560235.63994026,73156602.34655337,2596366.7066131085,2596366.7066131085
0.007,6.0,/home/tnd/mesa-r23.05.1/STRANGE/nad_convos_mid/run_nad_convos_mid_6.0MSUN_z0.0070,2,2731765.6682284176,3.687204671757288,3.933230431030449,1.9464618690819315,1934,2136,71042419.42801256,73772463.89787976,71042419.42801256,73774185.09624098,71042419.42801256,73774185.09624098,2731765.6682284176,2731765.6682284176
0.0075,6.0,/home/tnd/mesa-r23.05.1/STRANGE/nad_convos_mid/run_nad_convos_mid_6.0MSUN_z0.0075,2,2885205.204475254,3.6743219868570978,3.9323756550338516,1.938105685001276,1946,2147,71544955.87938967,74428144.0024562,71544955.87938967,74430161.08386493,71544955.87938967,74430161.08386493,2885205.204475254,2885205.204475254
0.008,6.0,/home/tnd/mesa-r23.05.1/STRANGE/nad_convos_mid/run_nad_convos_mid_6.0MSUN_z0.0080,2,2902727.9302553535,3.6612545928719396,3.9280320882528565,1.9333658521734682,1970,2173,72055416.60960704,74952402.52770156,72055416.60960704,74958144.5398624,72055416.60960704,74958144.5398624,2902727.9302553535,2902727.9302553535
0.0085,6.0,/home/tnd/mesa-r23.05.1/STRANGE/nad_convos_mid/run_nad_convos_mid_6.0MSUN_z0.0085,2,3031018.0375142097,3.6488515823289993,3.922629438992389,1.9273041305462468,1999,2198,72575070.91392039,75602949.58087525,72575070.91392039,75606088.9514346,72575070.91392039,75606088.9514346,3031018.0375142097,3031018.0375142097
0.009,6.0,/home/tnd/mesa-r23.05.1/STRANGE/nad_convos_mid/run_nad_convos_mid_6.0MSUN_z0.0090,2,3040916.0551546067,3.6360242363373874,3.9168648439840497,1.9187372988901692,2012,2207,73091843.53574644,76125482.30854224,73091843.53574644,76132759.59090105,73091843.53574644,76132759.59090105,3040916.0551546067,3040916.0551546067
0.0095,6.0,/home/tnd/mesa-r23.05.1/STRANGE/nad_convos_mid/run_nad_convos_mid_6.0MSUN_z0.0095,2,3081213.571732506,3.6232662139184586,3.908448947014348,1.9119160311812595,2034,2217,73641764.53214337,76716420.9871982,73641764.53214337,76722978.10387588,73641764.53214337,76722978.10387588,3081213.571732506,3081213.571732506
0.01,6.0,/home/tnd/mesa-r23.05.1/STRANGE/nad_convos_mid/run_nad_convos_mid_6.0MSUN_z0.0100,2,3150980.539423391,3.6094698796394438,3.901839512574354,1.9019612590054347,2076,2254,74153323.39820102,77296032.87156314,74153323.39820102,77304303.93762441,74153323.39820102,77304303.93762441,3150980.539423391,3150980.539423391
0.0105,6.0,/home/tnd/mesa-r23.05.1/STRANGE/nad_convos_mid/run_nad_convos_mid_6.0MSUN_z0.0105,2,3179999.018872291,3.601323090963368,3.895103682641064,1.8997158341430789,2084,2255,74581274.62304185,77757300.80514294,74581274.62304185,77761273.64191414,74581274.62304185,77761273.64191414,3179999.018872291,3179999.018872291
0.011,6.0,/home/tnd/mesa-r23.05.1/STRANGE/nad_convos_mid/run_nad_convos_mid_6.0MSUN_z0.0110,2,3233823.4599799365,3.591654118071066,3.8896536991831057,1.892103107517239,2110,2280,74967914.66799578,78196326.38143973,74967914.66799578,78201738.12797572,74967914.66799578,78201738.12797572,3233823.4599799365,3233823.4599799365
0.0115,6.0,/home/tnd/mesa-r23.05.1/STRANGE/nad_convos_mid/run_nad_convos_mid_6.0MSUN_z0.0115,2,3311737.5111612827,3.5828983368978182,3.884401830579215,1.8883476427434593,2124,2292,75334634.90222426,78640484.03122728,75334634.90222426,78646372.41338554,75334634.90222426,78646372.41338554,3311737.5111612827,3311737.5111612827
0.012,6.0,/home/tnd/mesa-r23.05.1/STRANGE/nad_convos_mid/run_nad_convos_mid_6.0MSUN_z0.0120,2,3326088.3298436254,3.573855271362972,3.8776993376331843,1.8825108871099758,2143,2312,75761028.06119202,79081312.84493957,75761028.06119202,79087116.39103565,75761028.06119202,79087116.39103565,3326088.3298436254,3326088.3298436254
0.0125,6.0,/home/tnd/mesa-r23.05.1/STRANGE/nad_convos_mid/run_nad_convos_mid_6.0MSUN_z0.0125,2,3349140.5947803855,3.5649403068327015,3.871272409405095,1.8799716608145536,2092,2266,76145612.40892184,79483582.59446354,76145612.40892184,79494753.00370222,76145612.40892184,79494753.00370222,3349140.5947803855,3349140.5947803855
0.013,6.0,/home/tnd/mesa-r23.05.1/STRANGE/nad_convos_mid/run_nad_convos_mid_6.0MSUN_z0.0130,2,3394888.231240049,3.5550166681588435,3.865245195571548,1.8734580515942592,2101,2275,76537241.32531953,79920904.64759648,76537241.32531953,79932129.55655958,76537241.32531953,79932129.55655958,3394888.231240049,3394888.231240049
0.0135,6.0,/home/tnd/mesa-r23.05.1/STRANGE/nad_convos_mid/run_nad_convos_mid_6.0MSUN_z0.0135,2,3398028.9356763065,3.546146323235666,3.8581791027162846,1.8703705801006771,2120,2291,76955723.90257175,80341257.02441211,76955723.90257175,80353752.83824806,76955723.90257175,80353752.83824806,3398028.9356763065,3398028.9356763065
0.014,6.0,/home/tnd/mesa-r23.05.1/STRANGE/nad_convos_mid/run_nad_convos_mid_6.0MSUN_z0.0140,2,3422012.501230702,3.5361653109187943,3.8520730165082075,1.864774990390508,2125,2296,77359777.40819292,80766710.60499355,77359777.40819292,80781789.90942362,77359777.40819292,80781789.90942362,3422012.501230702,3422012.501230702
0.0145,6.0,/home/tnd/mesa-r23.05.1/STRANGE/nad_convos_mid/run_nad_convos_mid_6.0MSUN_z0.0145,2,3435520.539797917,3.5267755768857203,3.8452569843338056,1.8598892424809896,2136,2310,77775259.92427228,81193900.0481364,77775259.92427228,81210780.4640702,77775259.92427228,81210780.4640702,3435520.539797917,3435520.539797917
0.015,6.0,/home/tnd/mesa-r23.05.1/STRANGE/nad_convos_mid/run_nad_convos_mid_6.0MSUN_z0.0150,2,3424465.0865166336,3.517155377500457,3.838330797901305,1.855311235889649,2156,2334,78215803.71141595,81614758.15271556,78215803.71141595,81640268.79793258,78215803.71141595,81640268.79793258,3424465.0865166336,3424465.0865166336
0.0155,6.0,/home/tnd/mesa-r23.05.1/STRANGE/nad_convos_mid/run_nad_convos_mid_6.0MSUN_z0.0155,2,3401871.5132433325,3.5072390381309098,3.8316945200134613,1.8498794651644082,2170,2354,78616724.45323932,82001566.05626886,78616724.45323932,82018595.96648265,78616724.45323932,82018595.96648265,3401871.5132433325,3401871.5132433325
0.016,6.0,/home/tnd/mesa-r23.05.1/STRANGE/nad_convos_mid/run_nad_convos_mid_6.0MSUN_z0.0160,2,3388629.7037209272,3.4970310450974282,3.8246511387044584,1.8445236217641088,2178,2372,79043284.60640027,82405479.67318691,79043284.60640027,82431914.3101212,79043284.60640027,82431914.3101212,3388629.7037209272,3388629.7037209272
0.0165,6.0,/home/tnd/mesa-r23.05.1/STRANGE/nad_convos_mid/run_nad_convos_mid_6.0MSUN_z0.0165,2,3319277.550580144,3.486875067910829,3.8174169144455257,1.8382535217456801,2187,2377,79483169.96267942,82783281.84211665,79483169.96267942,82802447.51325956,79483169.96267942,82802447.51325956,3319277.550580144,3319277.550580144
0.017,6.0,/home/tnd/mesa-r23.05.1/STRANGE/nad_convos_mid/run_nad_convos_mid_6.0MSUN_z0.0170,2,3277877.0694581717,3.4764287208502895,3.8100805600855083,1.8345084410297183,2188,2370,79922290.9923309,83170822.20980689,79922290.9923309,83200168.06178907,79922290.9923309,83200168.06178907,3277877.0694581717,3277877.0694581717
0.0175,6.0,/home/tnd/mesa-r23.05.1/STRANGE/nad_convos_mid/run_nad_convos_mid_6.0MSUN_z0.0175,2,3214814.562711507,3.466088571419619,3.803352707773737,1.827513534522745,2293,2478,80365777.90651701,83558017.56065644,80365777.90651701,83580592.46922852,80365777.90651701,83580592.46922852,3214814.562711507,3214814.562711507
0.018,6.0,/home/tnd/mesa-r23.05.1/STRANGE/nad_convos_mid/run_nad_convos_mid_6.0MSUN_z0.0180,2,3173025.4912741035,3.4551010710331593,3.7960464503191083,1.823969661423925,2303,2470,80790991.64002948,83935818.54639953,80790991.64002948,83964017.13130358,80790991.64002948,83964017.13130358,3173025.4912741035,3173025.4912741035
0.0185,6.0,/home/tnd/mesa-r23.05.1/STRANGE/nad_convos_mid/run_nad_convos_mid_6.0MSUN_z0.0185,1,3073991.69120124,3.444212911055066,3.787455732287264,1.8165704362873842,2313,2468,81253356.85544363,84291018.31463847,81253356.85544363,84327348.54664487,81253356.85544363,84327348.54664487,3073991.69120124,3073991.69120124
0.019,6.0,/home/tnd/mesa-r23.05.1/STRANGE/nad_convos_mid/run_nad_convos_mid_6.0MSUN_z0.0190,1,2983160.582560092,3.432691385937738,3.7798214804734567,1.8137047630984773,2329,2467,81707941.82038896,84650090.8445956,81707941.82038896,84691102.40294905,81707941.82038896,84691102.40294905,2983160.582560092,2983160.582560092
0.0195,6.0,/home/tnd/mesa-r23.05.1/STRANGE/nad_convos_mid/run_nad_convos_mid_6.0MSUN_z0.0195,1,2797314.929190889,3.421481683624323,3.7726629186297367,1.806309087236125,2344,2465,82151344.47720228,84923753.53273354,82151344.47720228,84948659.40639317,82151344.47720228,84948659.40639317,2797314.929190889,2797314.929190889
0.02,6.0,/home/tnd/mesa-r23.05.1/STRANGE/nad_convos_mid/run_nad_convos_mid_6.0MSUN_z0.0200,1,2668263.027768135,3.4094713481715964,3.7642955262748568,1.8019418364245368,2364,2474,82603999.89976768,85231630.1980913,82603999.89976768,85272262.92753582,82603999.89976768,85272262.92753582,2668263.027768135,2668263.027768135
0.0015,6.5,/home/tnd/mesa-r23.05.1/STRANGE/nad_convos_mid/run_nad_convos_mid_6.5MSUN_z0.0015,2,2867572.871674761,3.9494504713069807,3.984997174496162,2.112956528234142,1731,2010,53455856.349394694,56322623.03623431,53455856.349394694,56323429.221069455,53455856.349394694,56323429.221069455,2867572.871674761,2867572.871674761
0.002,6.5,/home/tnd/mesa-r23.05.1/STRANGE/nad_convos_mid/run_nad_convos_mid_6.5MSUN_z0.0020,2,2434700.0703708306,3.922287487095257,3.920004806289652,2.1026027787246435,1757,1958,54565218.660761744,56998562.12492203,54565218.660761744,56999918.731132574,54565218.660761744,56999918.731132574,2434700.0703708306,2434700.0703708306
0.0025,6.5,/home/tnd/mesa-r23.05.1/STRANGE/nad_convos_mid/run_nad_convos_mid_6.5MSUN_z0.0025,2,2030462.9485733062,3.8991722943421294,3.872845923653791,2.0907527378178274,1785,1945,55467627.72898586,57496259.14329097,55467627.72898586,57498090.67755917,55467627.72898586,57498090.67755917,2030462.9485733062,2030462.9485733062
0.003,6.5,/home/tnd/mesa-r23.05.1/STRANGE/nad_convos_mid/run_nad_convos_mid_6.5MSUN_z0.0030,2,1684401.4534863979,3.8756771335203704,3.8354292952649773,2.0764266123071238,1809,1977,56317416.12968375,57999985.19653748,56317416.12968375,58001817.583170146,56317416.12968375,58001817.583170146,1684401.4534863979,1684401.4534863979
0.0035,6.5,/home/tnd/mesa-r23.05.1/STRANGE/nad_convos_mid/run_nad_convos_mid_6.5MSUN_z0.0035,2,1500673.1585960016,3.8557073316074444,3.8174707618976815,2.067927311228973,1817,1978,57074830.482629344,58566094.110088736,57074830.482629344,58575503.641225345,57074830.482629344,58575503.641225345,1500673.1585960016,1500673.1585960016
0.004,6.5,/home/tnd/mesa-r23.05.1/STRANGE/nad_convos_mid/run_nad_convos_mid_6.5MSUN_z0.0040,2,1585793.7627274096,3.8415131705021186,3.826472558025661,2.045786897889697,1862,2014,57675362.32437912,59254109.521134816,57675362.32437912,59261156.087106526,57675362.32437912,59261156.087106526,1585793.7627274096,1585793.7627274096
0.0045,6.5,/home/tnd/mesa-r23.05.1/STRANGE/nad_convos_mid/run_nad_convos_mid_6.5MSUN_z0.0045,2,1697678.0609031692,3.83559622200538,3.846020201750038,2.04708357968611,1853,2006,58087279.00444493,59783356.604669474,58087279.00444493,59784957.065348096,58087279.00444493,59784957.065348096,1697678.0609031692,1697678.0609031692
0.005,6.5,/home/tnd/mesa-r23.05.1/STRANGE/nad_convos_mid/run_nad_convos_mid_6.5MSUN_z0.0050,2,1792914.9918025061,3.835486186812971,3.866630089245668,2.038015142202287,1875,2049,58486048.23536254,60278030.1217415,58486048.23536254,60278963.22716504,58486048.23536254,60278963.22716504,1792914.9918025061,1792914.9918025061
0.0055,6.5,/home/tnd/mesa-r23.05.1/STRANGE/nad_convos_mid/run_nad_convos_mid_6.5MSUN_z0.0055,2,1909669.361714758,3.833082147218587,3.898183311916898,2.031065758218828,1898,2098,58875937.45350922,60784981.967779495,58875937.45350922,60785606.81522398,58875937.45350922,60785606.81522398,1909669.361714758,1909669.361714758
0.006,6.5,/home/tnd/mesa-r23.05.1/STRANGE/nad_convos_mid/run_nad_convos_mid_6.5MSUN_z0.0060,2,1971955.4691120908,3.8280157959923096,3.9295960717226452,2.023898139451861,1892,2117,59218274.58418763,61189586.2741141,59218274.58418763,61190230.05329972,59218274.58418763,61190230.05329972,1971955.4691120908,1971955.4691120908
0.0065,6.5,/home/tnd/mesa-r23.05.1/STRANGE/nad_convos_mid/run_nad_convos_mid_6.5MSUN_z0.0065,2,2080100.5872646049,3.819217432891731,3.9430461028450625,2.0206171044993737,1871,2097,59601240.400222436,61680496.974557705,59601240.400222436,61681340.98748704,59601240.400222436,61681340.98748704,2080100.5872646049,2080100.5872646049
0.007,6.5,/home/tnd/mesa-r23.05.1/STRANGE/nad_convos_mid/run_nad_convos_mid_6.5MSUN_z0.0070,2,2196527.216152504,3.8089828619418933,3.9515772154436553,2.0154335094688416,1904,2124,59970747.42550727,62166270.02737161,59970747.42550727,62167274.641659774,59970747.42550727,62167274.641659774,2196527.216152504,2196527.216152504
0.0075,6.5,/home/tnd/mesa-r23.05.1/STRANGE/nad_convos_mid/run_nad_convos_mid_6.5MSUN_z0.0075,2,2286091.220857501,3.7971076669599646,3.9550002256565056,2.010078346960875,1948,2181,60311509.32975962,62596423.38547636,60311509.32975962,62597600.55061712,60311509.32975962,62597600.55061712,2286091.220857501,2286091.220857501
0.008,6.5,/home/tnd/mesa-r23.05.1/STRANGE/nad_convos_mid/run_nad_convos_mid_6.5MSUN_z0.0080,2,2309868.667163156,3.7857770424130623,3.9513015472887156,2.0030349950816553,1948,2183,60726197.315733716,63034656.68594543,60726197.315733716,63036065.98289687,60726197.315733716,63036065.98289687,2309868.667163156,2309868.667163156
