initial_mass,initial_Z,blue_loop_start_age,blue_loop_end_age,calculated_blue_loop_duration,instability_start_age,instability_end_age,calculated_instability_duration
6.5,0.003,60000858.01604514,60597633.15118989,596775.1351,60000858.01604514,60597633.15118989,596775.1351
6.5,0.0035,60724496.62215257,61166842.71399648,442346.0918,60724496.62215257,61166842.71399648,442346.0918
6.5,0.004,61268336.08273522,61879203.5273032,610867.4446,61268336.08273522,61879203.5273032,610867.4446
6.5,0.0045,61651132.1229788,62516369.18755074,865237.0646,61651132.1229788,62516369.18755074,865237.0646
6.5,0.005,62079176.44200202,63168824.67082813,1089648.2288,62079176.44200202,63168824.67082813,1089648.2288
6.5,0.0055,62470354.45576279,63704105.21994874,1233750.7642,62470354.45576279,63704105.21994874,1233750.7642
6.5,0.006,62889939.28254347,64252845.69750123,1362906.415,62889939.28254347,64252845.69750123,1362906.415
6.5,0.0065,63279568.89595778,64671887.6630757,1392318.7671,63279568.89595778,64671887.6630757,1392318.7671
6.5,0.007,63695714.15217564,65145216.3052566,1449502.1531,63695714.15217564,65145216.3052566,1449502.1531
6.5,0.0075,64131585.29800627,65564942.61906893,1433357.3211,64131585.29800627,65564942.61906893,1433357.3211
6.5,0.008,64578330.03063372,66012666.656876825,1434336.6262,64578330.03063372,66012666.656876825,1434336.6262
6.5,0.0085,65012363.4495324,66462564.36928892,1450200.9198,65012363.4495324,66462564.36928892,1450200.9198
6.5,0.009,65456717.99691904,66928220.58524918,1471502.5883,65456717.99691904,66928220.58524918,1471502.5883
6.5,0.0095,65920826.458834656,67381315.39918353,1460488.9403,65920826.458834656,67381315.39918353,1460488.9403
6.5,0.01,66377046.12758743,67852486.95046997,1475440.8229,66377046.12758743,67852486.95046997,1475440.8229
6.5,0.0105,66745710.76168616,68201838.51976205,1456127.7581,66745710.76168616,68201838.51976205,1456127.7581
6.5,0.011,67042318.33252282,68527364.35208514,1485046.0196,67042318.33252282,68527364.35208514,1485046.0196
6.5,0.0115,67384292.73739031,68874682.84706225,1490390.1097,67384292.73739031,68874682.84706225,1490390.1097
6.5,0.012,67716673.56782492,69172131.5587517,1455457.9909,67716673.56782492,69172131.5587517,1455457.9909
6.5,0.0125,68035084.30553782,69479916.75583829,1444832.4503,68035084.30553782,69479916.75583829,1444832.4503
6.5,0.013,68380354.1844352,69826576.01597169,1446221.8315,68380354.1844352,69826576.01597169,1446221.8315
6.5,0.0135,68719178.61844146,70099630.99772996,1380452.3793,68719178.61844146,70099630.99772996,1380452.3793
6.5,0.014,69067006.44326359,70406623.14069228,1339616.6974,69067006.44326359,70406623.14069228,1339616.6974
6.5,0.0145,69408711.75578357,70700488.52310044,1291776.7673,69408711.75578357,70700488.52310044,1291776.7673
6.5,0.015,69762596.81202242,71005455.33013739,1242858.5181,69762596.81202242,71005455.33013739,1242858.5181
6.5,0.0155,70111087.27521694,71283878.38143022,1172791.1062,70111087.27521694,71283878.38143022,1172791.1062
6.5,0.016,70464218.88602076,71552448.69324987,1088229.8072,70464218.88602076,71552448.69324987,1088229.8072
6.5,0.0165,70819606.80121568,71731673.84646228,912067.0452,70819606.80121568,71731673.84646228,912067.0452
6.5,0.017,71187226.94487853,71974047.59243666,786820.6476,71187226.94487853,71974047.59243666,786820.6476
6.5,0.0175,71549326.17909235,72149686.11979131,600359.9407,71549326.17909235,72149686.11979131,600359.9407
6.5,0.018,71918124.66634871,72376924.71263413,458800.0463,71918124.66634871,72376924.71263413,458800.0463
6.5,0.0185,72282893.68734762,72616868.31525522,333974.6279,72282893.68734762,72616868.31525522,333974.6279
6.5,0.019,72701204.03313349,72913458.60735813,212254.5742,72701204.03313349,72913458.60735813,212254.5742
7.0,0.0015,49497093.82155589,51107873.05629835,1610779.2347,49497093.82155589,51107873.05629835,1610779.2347
7.0,0.002,50378726.87744997,51548721.95860013,1169995.0812,50378726.87744997,51548721.95860013,1169995.0812
7.0,0.0025,51088217.271265954,51899597.03783493,811379.7666,51088217.271265954,51899597.03783493,811379.7666
7.0,0.003,51761984.19479424,52288758.21214287,526774.0173,51761984.19479424,52288758.21214287,526774.0173
7.0,0.0035,52445949.90573517,52614215.84079519,168265.9351,52445949.90573517,52614215.84079519,168265.9351
7.0,0.004,52865539.75898038,53158175.2058868,292635.4469,52865539.75898038,53158175.2058868,292635.4469
7.0,0.0045,53143104.0335912,53682500.894156165,539396.8606,53143104.0335912,53682500.894156165,539396.8606
7.0,0.005,53416020.92231815,54220684.14591265,804663.2236,53416020.92231815,54220684.14591265,804663.2236
7.0,0.0055,53717659.8152853,54678198.90911388,960539.0938,53717659.8152853,54678198.90911388,960539.0938
7.0,0.006,54031246.54953299,55103542.56680419,1072296.0173,54031246.54953299,55103542.56680419,1072296.0173
7.0,0.0065,54355856.37850828,55479069.54421081,1123213.1657,54355856.37850828,55479069.54421081,1123213.1657
7.0,0.007,54693540.07449462,55849489.75413871,1155949.6796,54693540.07449462,55849489.75413871,1155949.6796
7.0,0.0075,54997586.522980005,56220197.57746936,1222611.0545,54997586.522980005,56220197.57746936,1222611.0545
7.0,0.008,55331814.481628805,56562918.99205106,1231104.5104,55331814.481628805,56562918.99205106,1231104.5104
7.0,0.0085,55677668.319473885,56900394.15497695,1222725.8355,55677668.319473885,56900394.15497695,1222725.8355
7.0,0.009,56000601.97853848,57238974.79428534,1238372.8157,56000601.97853848,57238974.79428534,1238372.8157
7.0,0.0095,56363033.42916921,57586091.06282584,1223057.6337,56363033.42916921,57586091.06282584,1223057.6337
7.0,0.01,56699869.61662761,57931559.47028707,1231689.8537,56699869.61662761,57931559.47028707,1231689.8537
7.0,0.0105,56973074.25835886,58219400.29106826,1246326.0327,56973074.25835886,58219400.29106826,1246326.0327
7.0,0.011,57223141.416386336,58475398.77882042,1252257.3624,57223141.416386336,58475398.77882042,1252257.3624
7.0,0.0115,57477900.02840736,58727941.29719479,1250041.2688,57477900.02840736,58727941.29719479,1250041.2688
7.0,0.012,57722260.53031037,58980082.55895046,1257822.0286,57722260.53031037,58980082.55895046,1257822.0286
7.0,0.0125,57971182.04053384,59239723.75238719,1268541.7119,57971182.04053384,59239723.75238719,1268541.7119
7.0,0.013,58240411.77338255,59484727.35041434,1244315.577,58240411.77338255,59484727.35041434,1244315.577
7.0,0.0135,58498007.98541871,59728974.27338284,1230966.288,58498007.98541871,59728974.27338284,1230966.288
7.0,0.014,58775424.49684647,59982862.90233955,1207438.4055,58775424.49684647,59982862.90233955,1207438.4055
7.0,0.0145,59023185.35416924,60218601.2782522,1195415.9241,59023185.35416924,60218601.2782522,1195415.9241
7.0,0.015,59282974.73470558,60434585.237221256,1151610.5025,59282974.73470558,60434585.237221256,1151610.5025
7.0,0.0155,59555947.227758296,60671309.35101496,1115362.1233,59555947.227758296,60671309.35101496,1115362.1233
7.0,0.016,59823650.212742485,60904423.72035777,1080773.5076,59823650.212742485,60904423.72035777,1080773.5076
7.0,0.0165,60099811.069026925,61128435.42428944,1028624.3553,60099811.069026925,61128435.42428944,1028624.3553
7.0,0.017,60345638.5154223,61335209.37934553,989570.8639,60345638.5154223,61335209.37934553,989570.8639
7.0,0.0175,60636146.10509745,61533701.32548662,897555.2204,60636146.10509745,61533701.32548662,897555.2204
7.0,0.018,60917182.6672386,61724431.30955994,807248.6423,60917182.6672386,61724431.30955994,807248.6423
7.0,0.0185,61206159.761283495,61883368.51618183,677208.7549,61206159.761283495,61883368.51618183,677208.7549
7.0,0.019,61494343.00332742,62058377.95782341,564034.9545,61494343.00332742,62058377.95782341,564034.9545
7.0,0.0195,61760968.89090522,62215575.50214836,454606.6112,61760968.89090522,62215575.50214836,454606.6112
7.0,0.02,62059740.28676218,62414694.85748489,354954.5707,62059740.28676218,62414694.85748489,354954.5707
7.5,0.0015,43375604.41372535,44832289.89327218,1456685.4795,43375604.41372535,44832289.89327218,1456685.4795
7.5,0.002,44121184.9585912,45176487.906194426,1055302.9476,44121184.9585912,45176487.906194426,1055302.9476
7.5,0.0025,44718319.11780175,45439531.67298217,721212.5552,44718319.11780175,45439531.67298217,721212.5552
7.5,0.003,45312077.619262375,45679931.79354475,367854.1743,45312077.619262375,45679931.79354475,367854.1743
7.5,0.0045,46501490.104244284,46717619.48124905,216129.377,46501490.104244284,46717619.48124905,216129.377
7.5,0.005,46690654.452821776,47134298.561064735,443644.1082,46690654.452821776,47134298.561064735,443644.1082
7.5,0.0055,46913366.41479179,47539483.55482221,626117.14,46913366.41479179,47539483.55482221,626117.14
7.5,0.006,47145133.6250837,47943734.174231,798600.5491,47145133.6250837,47943734.174231,798600.5491
