initial_mass,initial_Z,mesa_run_directory,min_model_number,max_model_number
7.5,0.0080,/home/tnd/mesa-r23.05.1/STRANGE/nad_convos_high/run_nad_convos_high_7.5MSUN_z0.0080,1999,2200
7.5,0.0085,/home/tnd/mesa-r23.05.1/STRANGE/nad_convos_high/run_nad_convos_high_7.5MSUN_z0.0085,1988,2194
7.5,0.0090,/home/tnd/mesa-r23.05.1/STRANGE/nad_convos_high/run_nad_convos_high_7.5MSUN_z0.0090,2020,2227
7.5,0.0095,/home/tnd/mesa-r23.05.1/STRANGE/nad_convos_high/run_nad_convos_high_7.5MSUN_z0.0095,2045,2254
7.5,0.0100,/home/tnd/mesa-r23.05.1/STRANGE/nad_convos_high/run_nad_convos_high_7.5MSUN_z0.0100,2052,2247
7.5,0.0105,/home/tnd/mesa-r23.05.1/STRANGE/nad_convos_high/run_nad_convos_high_7.5MSUN_z0.0105,2076,2278
7.5,0.0110,/home/tnd/mesa-r23.05.1/STRANGE/nad_convos_high/run_nad_convos_high_7.5MSUN_z0.0110,2091,2290
7.5,0.0115,/home/tnd/mesa-r23.05.1/STRANGE/nad_convos_high/run_nad_convos_high_7.5MSUN_z0.0115,2096,2290
7.5,0.0120,/home/tnd/mesa-r23.05.1/STRANGE/nad_convos_high/run_nad_convos_high_7.5MSUN_z0.0120,2088,2276
7.5,0.0125,/home/tnd/mesa-r23.05.1/STRANGE/nad_convos_high/run_nad_convos_high_7.5MSUN_z0.0125,2103,2282
7.5,0.0130,/home/tnd/mesa-r23.05.1/STRANGE/nad_convos_high/run_nad_convos_high_7.5MSUN_z0.0130,2127,2303
7.5,0.0135,/home/tnd/mesa-r23.05.1/STRANGE/nad_convos_high/run_nad_convos_high_7.5MSUN_z0.0135,2123,2294
7.5,0.0140,/home/tnd/mesa-r23.05.1/STRANGE/nad_convos_high/run_nad_convos_high_7.5MSUN_z0.0140,2139,2306
7.5,0.0145,/home/tnd/mesa-r23.05.1/STRANGE/nad_convos_high/run_nad_convos_high_7.5MSUN_z0.0145,2165,2328
7.5,0.0150,/home/tnd/mesa-r23.05.1/STRANGE/nad_convos_high/run_nad_convos_high_7.5MSUN_z0.0150,2170,2325
7.5,0.0155,/home/tnd/mesa-r23.05.1/STRANGE/nad_convos_high/run_nad_convos_high_7.5MSUN_z0.0155,2179,2329
7.5,0.0160,/home/tnd/mesa-r23.05.1/STRANGE/nad_convos_high/run_nad_convos_high_7.5MSUN_z0.0160,2190,2329
7.5,0.0165,/home/tnd/mesa-r23.05.1/STRANGE/nad_convos_high/run_nad_convos_high_7.5MSUN_z0.0165,2190,2322
7.5,0.0170,/home/tnd/mesa-r23.05.1/STRANGE/nad_convos_high/run_nad_convos_high_7.5MSUN_z0.0170,2188,2317
7.5,0.0175,/home/tnd/mesa-r23.05.1/STRANGE/nad_convos_high/run_nad_convos_high_7.5MSUN_z0.0175,2218,2337
7.5,0.0180,/home/tnd/mesa-r23.05.1/STRANGE/nad_convos_high/run_nad_convos_high_7.5MSUN_z0.0180,2211,2325
7.5,0.0185,/home/tnd/mesa-r23.05.1/STRANGE/nad_convos_high/run_nad_convos_high_7.5MSUN_z0.0185,2218,2326
7.5,0.0190,/home/tnd/mesa-r23.05.1/STRANGE/nad_convos_high/run_nad_convos_high_7.5MSUN_z0.0190,2236,2337
7.5,0.0195,/home/tnd/mesa-r23.05.1/STRANGE/nad_convos_high/run_nad_convos_high_7.5MSUN_z0.0195,2247,2340
7.5,0.0200,/home/tnd/mesa-r23.05.1/STRANGE/nad_convos_high/run_nad_convos_high_7.5MSUN_z0.0200,2269,2358
8.0,0.0015,/home/tnd/mesa-r23.05.1/STRANGE/nad_convos_high/run_nad_convos_high_8.0MSUN_z0.0015,1783,2022
8.0,0.0020,/home/tnd/mesa-r23.05.1/STRANGE/nad_convos_high/run_nad_convos_high_8.0MSUN_z0.0020,1809,1951
8.0,0.0025,/home/tnd/mesa-r23.05.1/STRANGE/nad_convos_high/run_nad_convos_high_8.0MSUN_z0.0025,1828,1966
8.0,0.0060,/home/tnd/mesa-r23.05.1/STRANGE/nad_convos_high/run_nad_convos_high_8.0MSUN_z0.0060,1934,2046
8.0,0.0065,/home/tnd/mesa-r23.05.1/STRANGE/nad_convos_high/run_nad_convos_high_8.0MSUN_z0.0065,1951,2078
8.0,0.0070,/home/tnd/mesa-r23.05.1/STRANGE/nad_convos_high/run_nad_convos_high_8.0MSUN_z0.0070,1962,2127
8.0,0.0075,/home/tnd/mesa-r23.05.1/STRANGE/nad_convos_high/run_nad_convos_high_8.0MSUN_z0.0075,1963,2118
8.0,0.0080,/home/tnd/mesa-r23.05.1/STRANGE/nad_convos_high/run_nad_convos_high_8.0MSUN_z0.0080,1980,2180
8.0,0.0085,/home/tnd/mesa-r23.05.1/STRANGE/nad_convos_high/run_nad_convos_high_8.0MSUN_z0.0085,1986,2193
8.0,0.0090,/home/tnd/mesa-r23.05.1/STRANGE/nad_convos_high/run_nad_convos_high_8.0MSUN_z0.0090,2023,2238
8.0,0.0095,/home/tnd/mesa-r23.05.1/STRANGE/nad_convos_high/run_nad_convos_high_8.0MSUN_z0.0095,2019,2234
8.0,0.0100,/home/tnd/mesa-r23.05.1/STRANGE/nad_convos_high/run_nad_convos_high_8.0MSUN_z0.0100,2075,2295
8.0,0.0105,/home/tnd/mesa-r23.05.1/STRANGE/nad_convos_high/run_nad_convos_high_8.0MSUN_z0.0105,2055,2269
8.0,0.0110,/home/tnd/mesa-r23.05.1/STRANGE/nad_convos_high/run_nad_convos_high_8.0MSUN_z0.0110,2098,2313
8.0,0.0115,/home/tnd/mesa-r23.05.1/STRANGE/nad_convos_high/run_nad_convos_high_8.0MSUN_z0.0115,2106,2318
8.0,0.0120,/home/tnd/mesa-r23.05.1/STRANGE/nad_convos_high/run_nad_convos_high_8.0MSUN_z0.0120,2106,2315
8.0,0.0125,/home/tnd/mesa-r23.05.1/STRANGE/nad_convos_high/run_nad_convos_high_8.0MSUN_z0.0125,2076,2279
8.0,0.0130,/home/tnd/mesa-r23.05.1/STRANGE/nad_convos_high/run_nad_convos_high_8.0MSUN_z0.0130,2122,2316
8.0,0.0135,/home/tnd/mesa-r23.05.1/STRANGE/nad_convos_high/run_nad_convos_high_8.0MSUN_z0.0135,2103,2295
8.0,0.0140,/home/tnd/mesa-r23.05.1/STRANGE/nad_convos_high/run_nad_convos_high_8.0MSUN_z0.0140,2143,2335
8.0,0.0145,/home/tnd/mesa-r23.05.1/STRANGE/nad_convos_high/run_nad_convos_high_8.0MSUN_z0.0145,2149,2330
8.0,0.0150,/home/tnd/mesa-r23.05.1/STRANGE/nad_convos_high/run_nad_convos_high_8.0MSUN_z0.0150,2151,2331
8.0,0.0155,/home/tnd/mesa-r23.05.1/STRANGE/nad_convos_high/run_nad_convos_high_8.0MSUN_z0.0155,2165,2338
8.0,0.0160,/home/tnd/mesa-r23.05.1/STRANGE/nad_convos_high/run_nad_convos_high_8.0MSUN_z0.0160,2179,2342
8.0,0.0165,/home/tnd/mesa-r23.05.1/STRANGE/nad_convos_high/run_nad_convos_high_8.0MSUN_z0.0165,2164,2323
8.0,0.0170,/home/tnd/mesa-r23.05.1/STRANGE/nad_convos_high/run_nad_convos_high_8.0MSUN_z0.0170,2194,2349
8.0,0.0175,/home/tnd/mesa-r23.05.1/STRANGE/nad_convos_high/run_nad_convos_high_8.0MSUN_z0.0175,2198,2344
8.0,0.0180,/home/tnd/mesa-r23.05.1/STRANGE/nad_convos_high/run_nad_convos_high_8.0MSUN_z0.0180,2209,2351
8.0,0.0185,/home/tnd/mesa-r23.05.1/STRANGE/nad_convos_high/run_nad_convos_high_8.0MSUN_z0.0185,2212,2349
8.0,0.0190,/home/tnd/mesa-r23.05.1/STRANGE/nad_convos_high/run_nad_convos_high_8.0MSUN_z0.0190,2228,2358
8.0,0.0195,/home/tnd/mesa-r23.05.1/STRANGE/nad_convos_high/run_nad_convos_high_8.0MSUN_z0.0195,2221,2341
8.0,0.0200,/home/tnd/mesa-r23.05.1/STRANGE/nad_convos_high/run_nad_convos_high_8.0MSUN_z0.0200,2228,2345
8.5,0.0015,/home/tnd/mesa-r23.05.1/STRANGE/nad_convos_high/run_nad_convos_high_8.5MSUN_z0.0015,1778,2033
8.5,0.0020,/home/tnd/mesa-r23.05.1/STRANGE/nad_convos_high/run_nad_convos_high_8.5MSUN_z0.0020,1812,1983
8.5,0.0025,/home/tnd/mesa-r23.05.1/STRANGE/nad_convos_high/run_nad_convos_high_8.5MSUN_z0.0025,1843,1994
8.5,0.0075,/home/tnd/mesa-r23.05.1/STRANGE/nad_convos_high/run_nad_convos_high_8.5MSUN_z0.0075,1982,2122
8.5,0.0080,/home/tnd/mesa-r23.05.1/STRANGE/nad_convos_high/run_nad_convos_high_8.5MSUN_z0.0080,1984,2130
8.5,0.0085,/home/tnd/mesa-r23.05.1/STRANGE/nad_convos_high/run_nad_convos_high_8.5MSUN_z0.0085,2005,2171
8.5,0.0090,/home/tnd/mesa-r23.05.1/STRANGE/nad_convos_high/run_nad_convos_high_8.5MSUN_z0.0090,2011,2210
8.5,0.0095,/home/tnd/mesa-r23.05.1/STRANGE/nad_convos_high/run_nad_convos_high_8.5MSUN_z0.0095,2049,2260
8.5,0.0100,/home/tnd/mesa-r23.05.1/STRANGE/nad_convos_high/run_nad_convos_high_8.5MSUN_z0.0100,2063,2264
8.5,0.0105,/home/tnd/mesa-r23.05.1/STRANGE/nad_convos_high/run_nad_convos_high_8.5MSUN_z0.0105,2075,2292
8.5,0.0110,/home/tnd/mesa-r23.05.1/STRANGE/nad_convos_high/run_nad_convos_high_8.5MSUN_z0.0110,2081,2299
8.5,0.0115,/home/tnd/mesa-r23.05.1/STRANGE/nad_convos_high/run_nad_convos_high_8.5MSUN_z0.0115,2091,2311
8.5,0.0120,/home/tnd/mesa-r23.05.1/STRANGE/nad_convos_high/run_nad_convos_high_8.5MSUN_z0.0120,2115,2335
8.5,0.0125,/home/tnd/mesa-r23.05.1/STRANGE/nad_convos_high/run_nad_convos_high_8.5MSUN_z0.0125,2112,2330
8.5,0.0130,/home/tnd/mesa-r23.05.1/STRANGE/nad_convos_high/run_nad_convos_high_8.5MSUN_z0.0130,2112,2328
8.5,0.0135,/home/tnd/mesa-r23.05.1/STRANGE/nad_convos_high/run_nad_convos_high_8.5MSUN_z0.0135,2122,2330
8.5,0.0140,/home/tnd/mesa-r23.05.1/STRANGE/nad_convos_high/run_nad_convos_high_8.5MSUN_z0.0140,2127,2337
8.5,0.0145,/home/tnd/mesa-r23.05.1/STRANGE/nad_convos_high/run_nad_convos_high_8.5MSUN_z0.0145,2135,2335
8.5,0.0150,/home/tnd/mesa-r23.05.1/STRANGE/nad_convos_high/run_nad_convos_high_8.5MSUN_z0.0150,2157,2359
8.5,0.0155,/home/tnd/mesa-r23.05.1/STRANGE/nad_convos_high/run_nad_convos_high_8.5MSUN_z0.0155,2153,2344
8.5,0.0160,/home/tnd/mesa-r23.05.1/STRANGE/nad_convos_high/run_nad_convos_high_8.5MSUN_z0.0160,2170,2359
8.5,0.0165,/home/tnd/mesa-r23.05.1/STRANGE/nad_convos_high/run_nad_convos_high_8.5MSUN_z0.0165,2168,2352
8.5,0.0170,/home/tnd/mesa-r23.05.1/STRANGE/nad_convos_high/run_nad_convos_high_8.5MSUN_z0.0170,2178,2347
8.5,0.0175,/home/tnd/mesa-r23.05.1/STRANGE/nad_convos_high/run_nad_convos_high_8.5MSUN_z0.0175,2197,2368
8.5,0.0180,/home/tnd/mesa-r23.05.1/STRANGE/nad_convos_high/run_nad_convos_high_8.5MSUN_z0.0180,2210,2377
8.5,0.0185,/home/tnd/mesa-r23.05.1/STRANGE/nad_convos_high/run_nad_convos_high_8.5MSUN_z0.0185,2211,2361
8.5,0.0190,/home/tnd/mesa-r23.05.1/STRANGE/nad_convos_high/run_nad_convos_high_8.5MSUN_z0.0190,2224,2371
8.5,0.0195,/home/tnd/mesa-r23.05.1/STRANGE/nad_convos_high/run_nad_convos_high_8.5MSUN_z0.0195,2225,2371
8.5,0.0200,/home/tnd/mesa-r23.05.1/STRANGE/nad_convos_high/run_nad_convos_high_8.5MSUN_z0.0200,2235,2374
9.0,0.0015,/home/tnd/mesa-r23.05.1/STRANGE/nad_convos_high/run_nad_convos_high_9.0MSUN_z0.0015,1807,2039
9.0,0.0020,/home/tnd/mesa-r23.05.1/STRANGE/nad_convos_high/run_nad_convos_high_9.0MSUN_z0.0020,1808,1980
9.0,0.0025,/home/tnd/mesa-r23.05.1/STRANGE/nad_convos_high/run_nad_convos_high_9.0MSUN_z0.0025,1855,1969
9.0,0.0095,/home/tnd/mesa-r23.05.1/STRANGE/nad_convos_high/run_nad_convos_high_9.0MSUN_z0.0095,2036,2179
9.0,0.0100,/home/tnd/mesa-r23.05.1/STRANGE/nad_convos_high/run_nad_convos_high_9.0MSUN_z0.0100,2049,2213
9.0,0.0105,/home/tnd/mesa-r23.05.1/STRANGE/nad_convos_high/run_nad_convos_high_9.0MSUN_z0.0105,2062,2268
9.0,0.0110,/home/tnd/mesa-r23.05.1/STRANGE/nad_convos_high/run_nad_convos_high_9.0MSUN_z0.0110,2079,2284
9.0,0.0115,/home/tnd/mesa-r23.05.1/STRANGE/nad_convos_high/run_nad_convos_high_9.0MSUN_z0.0115,2084,2297
9.0,0.0120,/home/tnd/mesa-r23.05.1/STRANGE/nad_convos_high/run_nad_convos_high_9.0MSUN_z0.0120,2122,2333
9.0,0.0125,/home/tnd/mesa-r23.05.1/STRANGE/nad_convos_high/run_nad_convos_high_9.0MSUN_z0.0125,2098,2312
9.0,0.0130,/home/tnd/mesa-r23.05.1/STRANGE/nad_convos_high/run_nad_convos_high_9.0MSUN_z0.0130,2111,2317
9.0,0.0135,/home/tnd/mesa-r23.05.1/STRANGE/nad_convos_high/run_nad_convos_high_9.0MSUN_z0.0135,2127,2343
9.0,0.0140,/home/tnd/mesa-r23.05.1/STRANGE/nad_convos_high/run_nad_convos_high_9.0MSUN_z0.0140,2132,2351
9.0,0.0145,/home/tnd/mesa-r23.05.1/STRANGE/nad_convos_high/run_nad_convos_high_9.0MSUN_z0.0145,2144,2345
9.0,0.0150,/home/tnd/mesa-r23.05.1/STRANGE/nad_convos_high/run_nad_convos_high_9.0MSUN_z0.0150,2143,2352
9.0,0.0155,/home/tnd/mesa-r23.05.1/STRANGE/nad_convos_high/run_nad_convos_high_9.0MSUN_z0.0155,2156,2359
9.0,0.0160,/home/tnd/mesa-r23.05.1/STRANGE/nad_convos_high/run_nad_convos_high_9.0MSUN_z0.0160,2160,2357
9.0,0.0165,/home/tnd/mesa-r23.05.1/STRANGE/nad_convos_high/run_nad_convos_high_9.0MSUN_z0.0165,2184,2368
9.0,0.0170,/home/tnd/mesa-r23.05.1/STRANGE/nad_convos_high/run_nad_convos_high_9.0MSUN_z0.0170,2186,2377
9.0,0.0175,/home/tnd/mesa-r23.05.1/STRANGE/nad_convos_high/run_nad_convos_high_9.0MSUN_z0.0175,2193,2374
9.0,0.0180,/home/tnd/mesa-r23.05.1/STRANGE/nad_convos_high/run_nad_convos_high_9.0MSUN_z0.0180,2200,2374
9.0,0.0185,/home/tnd/mesa-r23.05.1/STRANGE/nad_convos_high/run_nad_convos_high_9.0MSUN_z0.0185,2216,2383
9.0,0.0190,/home/tnd/mesa-r23.05.1/STRANGE/nad_convos_high/run_nad_convos_high_9.0MSUN_z0.0190,2214,2382
9.0,0.0195,/home/tnd/mesa-r23.05.1/STRANGE/nad_convos_high/run_nad_convos_high_9.0MSUN_z0.0195,2227,2389
9.0,0.0200,/home/tnd/mesa-r23.05.1/STRANGE/nad_convos_high/run_nad_convos_high_9.0MSUN_z0.0200,2237,2394
9.5,0.0015,/home/tnd/mesa-r23.05.1/STRANGE/nad_convos_high/run_nad_convos_high_9.5MSUN_z0.0015,1801,2062
9.5,0.0020,/home/tnd/mesa-r23.05.1/STRANGE/nad_convos_high/run_nad_convos_high_9.5MSUN_z0.0020,1849,2045
9.5,0.0160,/home/tnd/mesa-r23.05.1/STRANGE/nad_convos_high/run_nad_convos_high_9.5MSUN_z0.0160,2169,2342
9.5,0.0165,/home/tnd/mesa-r23.05.1/STRANGE/nad_convos_high/run_nad_convos_high_9.5MSUN_z0.0165,2178,2367
9.5,0.0170,/home/tnd/mesa-r23.05.1/STRANGE/nad_convos_high/run_nad_convos_high_9.5MSUN_z0.0170,2201,2375
9.5,0.0175,/home/tnd/mesa-r23.05.1/STRANGE/nad_convos_high/run_nad_convos_high_9.5MSUN_z0.0175,2190,2360
10.0,0.0020,/home/tnd/mesa-r23.05.1/STRANGE/nad_convos_high/run_nad_convos_high_10.0MSUN_z0.0020,2036,2038
