initial_mass,initial_Z,mesa_run_directory,min_model_number,max_model_number
6.5,0.0165,/home/tnd/mesa-r23.05.1/STRANGE/nad_convos/run_nad_convos_6.5MSUN_z0.0165,2119.0,2328.0
6.5,0.0170,/home/tnd/mesa-r23.05.1/STRANGE/nad_convos/run_nad_convos_6.5MSUN_z0.0170,2125.0,2333.0
6.5,0.0175,/home/tnd/mesa-r23.05.1/STRANGE/nad_convos/run_nad_convos_6.5MSUN_z0.0175,2124.0,2332.0
6.5,0.0180,/home/tnd/mesa-r23.05.1/STRANGE/nad_convos/run_nad_convos_6.5MSUN_z0.0180,2143.0,2348.0
6.5,0.0185,/home/tnd/mesa-r23.05.1/STRANGE/nad_convos/run_nad_convos_6.5MSUN_z0.0185,2266.0,2467.0
6.5,0.0190,/home/tnd/mesa-r23.05.1/STRANGE/nad_convos/run_nad_convos_6.5MSUN_z0.0190,2277.0,2477.0
6.5,0.0195,/home/tnd/mesa-r23.05.1/STRANGE/nad_convos/run_nad_convos_6.5MSUN_z0.0195,2292.0,2497.0
6.5,0.0200,/home/tnd/mesa-r23.05.1/STRANGE/nad_convos/run_nad_convos_6.5MSUN_z0.0200,2305.0,2507.0
7.0,0.0015,/home/tnd/mesa-r23.05.1/STRANGE/nad_convos/run_nad_convos_7.0MSUN_z0.0015,1710.0,2073.0
7.0,0.0020,/home/tnd/mesa-r23.05.1/STRANGE/nad_convos/run_nad_convos_7.0MSUN_z0.0020,1730.0,2052.0
7.0,0.0025,/home/tnd/mesa-r23.05.1/STRANGE/nad_convos/run_nad_convos_7.0MSUN_z0.0025,1745.0,2008.0
7.0,0.0030,/home/tnd/mesa-r23.05.1/STRANGE/nad_convos/run_nad_convos_7.0MSUN_z0.0030,1771.0,1999.0
7.0,0.0035,/home/tnd/mesa-r23.05.1/STRANGE/nad_convos/run_nad_convos_7.0MSUN_z0.0035,1787.0,1951.0
7.0,0.0040,/home/tnd/mesa-r23.05.1/STRANGE/nad_convos/run_nad_convos_7.0MSUN_z0.0040,1815.0,1997.0
7.0,0.0045,/home/tnd/mesa-r23.05.1/STRANGE/nad_convos/run_nad_convos_7.0MSUN_z0.0045,1838.0,2007.0
7.0,0.0050,/home/tnd/mesa-r23.05.1/STRANGE/nad_convos/run_nad_convos_7.0MSUN_z0.0050,1852.0,2025.0
7.0,0.0055,/home/tnd/mesa-r23.05.1/STRANGE/nad_convos/run_nad_convos_7.0MSUN_z0.0055,1861.0,2046.0
7.0,0.0060,/home/tnd/mesa-r23.05.1/STRANGE/nad_convos/run_nad_convos_7.0MSUN_z0.0060,1853.0,2053.0
7.0,0.0065,/home/tnd/mesa-r23.05.1/STRANGE/nad_convos/run_nad_convos_7.0MSUN_z0.0065,1849.0,2080.0
7.0,0.0070,/home/tnd/mesa-r23.05.1/STRANGE/nad_convos/run_nad_convos_7.0MSUN_z0.0070,1881.0,2151.0
7.0,0.0075,/home/tnd/mesa-r23.05.1/STRANGE/nad_convos/run_nad_convos_7.0MSUN_z0.0075,1899.0,2182.0
7.0,0.0080,/home/tnd/mesa-r23.05.1/STRANGE/nad_convos/run_nad_convos_7.0MSUN_z0.0080,1917.0,2198.0
7.0,0.0085,/home/tnd/mesa-r23.05.1/STRANGE/nad_convos/run_nad_convos_7.0MSUN_z0.0085,1913.0,2199.0
7.0,0.0090,/home/tnd/mesa-r23.05.1/STRANGE/nad_convos/run_nad_convos_7.0MSUN_z0.0090,1962.0,2238.0
7.0,0.0095,/home/tnd/mesa-r23.05.1/STRANGE/nad_convos/run_nad_convos_7.0MSUN_z0.0095,1980.0,2258.0
7.0,0.0100,/home/tnd/mesa-r23.05.1/STRANGE/nad_convos/run_nad_convos_7.0MSUN_z0.0100,1981.0,2260.0
7.0,0.0105,/home/tnd/mesa-r23.05.1/STRANGE/nad_convos/run_nad_convos_7.0MSUN_z0.0105,2002.0,2272.0
7.0,0.0110,/home/tnd/mesa-r23.05.1/STRANGE/nad_convos/run_nad_convos_7.0MSUN_z0.0110,2014.0,2281.0
7.0,0.0115,/home/tnd/mesa-r23.05.1/STRANGE/nad_convos/run_nad_convos_7.0MSUN_z0.0115,2069.0,2338.0
7.0,0.0120,/home/tnd/mesa-r23.05.1/STRANGE/nad_convos/run_nad_convos_7.0MSUN_z0.0120,2044.0,2300.0
7.0,0.0125,/home/tnd/mesa-r23.05.1/STRANGE/nad_convos/run_nad_convos_7.0MSUN_z0.0125,1991.0,2257.0
7.0,0.0130,/home/tnd/mesa-r23.05.1/STRANGE/nad_convos/run_nad_convos_7.0MSUN_z0.0130,2029.0,2290.0
7.0,0.0135,/home/tnd/mesa-r23.05.1/STRANGE/nad_convos/run_nad_convos_7.0MSUN_z0.0135,2024.0,2276.0
7.0,0.0140,/home/tnd/mesa-r23.05.1/STRANGE/nad_convos/run_nad_convos_7.0MSUN_z0.0140,2054.0,2313.0
7.0,0.0145,/home/tnd/mesa-r23.05.1/STRANGE/nad_convos/run_nad_convos_7.0MSUN_z0.0145,2062.0,2314.0
7.0,0.0150,/home/tnd/mesa-r23.05.1/STRANGE/nad_convos/run_nad_convos_7.0MSUN_z0.0150,2062.0,2312.0
7.0,0.0155,/home/tnd/mesa-r23.05.1/STRANGE/nad_convos/run_nad_convos_7.0MSUN_z0.0155,2064.0,2310.0
7.0,0.0160,/home/tnd/mesa-r23.05.1/STRANGE/nad_convos/run_nad_convos_7.0MSUN_z0.0160,2098.0,2338.0
7.0,0.0165,/home/tnd/mesa-r23.05.1/STRANGE/nad_convos/run_nad_convos_7.0MSUN_z0.0165,2099.0,2329.0
7.0,0.0170,/home/tnd/mesa-r23.05.1/STRANGE/nad_convos/run_nad_convos_7.0MSUN_z0.0170,2104.0,2338.0
7.0,0.0175,/home/tnd/mesa-r23.05.1/STRANGE/nad_convos/run_nad_convos_7.0MSUN_z0.0175,2113.0,2348.0
7.0,0.0180,/home/tnd/mesa-r23.05.1/STRANGE/nad_convos/run_nad_convos_7.0MSUN_z0.0180,2150.0,2379.0
7.0,0.0185,/home/tnd/mesa-r23.05.1/STRANGE/nad_convos/run_nad_convos_7.0MSUN_z0.0185,2139.0,2366.0
7.0,0.0190,/home/tnd/mesa-r23.05.1/STRANGE/nad_convos/run_nad_convos_7.0MSUN_z0.0190,2146.0,2369.0
7.0,0.0195,/home/tnd/mesa-r23.05.1/STRANGE/nad_convos/run_nad_convos_7.0MSUN_z0.0195,2152.0,2371.0
7.0,0.0200,/home/tnd/mesa-r23.05.1/STRANGE/nad_convos/run_nad_convos_7.0MSUN_z0.0200,2257.0,2475.0
7.5,0.0015,/home/tnd/mesa-r23.05.1/STRANGE/nad_convos/run_nad_convos_7.5MSUN_z0.0015,1700.0,2058.0
7.5,0.0020,/home/tnd/mesa-r23.05.1/STRANGE/nad_convos/run_nad_convos_7.5MSUN_z0.0020,1743.0,2090.0
7.5,0.0025,/home/tnd/mesa-r23.05.1/STRANGE/nad_convos/run_nad_convos_7.5MSUN_z0.0025,1762.0,2048.0
7.5,0.0030,/home/tnd/mesa-r23.05.1/STRANGE/nad_convos/run_nad_convos_7.5MSUN_z0.0030,1794.0,2058.0
7.5,0.0035,/home/tnd/mesa-r23.05.1/STRANGE/nad_convos/run_nad_convos_7.5MSUN_z0.0035,1805.0,2004.0
7.5,0.0040,/home/tnd/mesa-r23.05.1/STRANGE/nad_convos/run_nad_convos_7.5MSUN_z0.0040,1816.0,2004.0
7.5,0.0045,/home/tnd/mesa-r23.05.1/STRANGE/nad_convos/run_nad_convos_7.5MSUN_z0.0045,1864.0,2058.0
7.5,0.0050,/home/tnd/mesa-r23.05.1/STRANGE/nad_convos/run_nad_convos_7.5MSUN_z0.0050,1835.0,2023.0
7.5,0.0055,/home/tnd/mesa-r23.05.1/STRANGE/nad_convos/run_nad_convos_7.5MSUN_z0.0055,1845.0,2049.0
7.5,0.0060,/home/tnd/mesa-r23.05.1/STRANGE/nad_convos/run_nad_convos_7.5MSUN_z0.0060,1870.0,2102.0
7.5,0.0065,/home/tnd/mesa-r23.05.1/STRANGE/nad_convos/run_nad_convos_7.5MSUN_z0.0065,1858.0,2131.0
7.5,0.0070,/home/tnd/mesa-r23.05.1/STRANGE/nad_convos/run_nad_convos_7.5MSUN_z0.0070,1874.0,2162.0
7.5,0.0075,/home/tnd/mesa-r23.05.1/STRANGE/nad_convos/run_nad_convos_7.5MSUN_z0.0075,1884.0,2189.0
7.5,0.0080,/home/tnd/mesa-r23.05.1/STRANGE/nad_convos/run_nad_convos_7.5MSUN_z0.0080,1891.0,2180.0
7.5,0.0085,/home/tnd/mesa-r23.05.1/STRANGE/nad_convos/run_nad_convos_7.5MSUN_z0.0085,1916.0,2228.0
7.5,0.0090,/home/tnd/mesa-r23.05.1/STRANGE/nad_convos/run_nad_convos_7.5MSUN_z0.0090,1923.0,2226.0
7.5,0.0095,/home/tnd/mesa-r23.05.1/STRANGE/nad_convos/run_nad_convos_7.5MSUN_z0.0095,1946.0,2234.0
7.5,0.0100,/home/tnd/mesa-r23.05.1/STRANGE/nad_convos/run_nad_convos_7.5MSUN_z0.0100,1981.0,2272.0
7.5,0.0105,/home/tnd/mesa-r23.05.1/STRANGE/nad_convos/run_nad_convos_7.5MSUN_z0.0105,1987.0,2284.0
7.5,0.0110,/home/tnd/mesa-r23.05.1/STRANGE/nad_convos/run_nad_convos_7.5MSUN_z0.0110,2009.0,2301.0
7.5,0.0115,/home/tnd/mesa-r23.05.1/STRANGE/nad_convos/run_nad_convos_7.5MSUN_z0.0115,2022.0,2321.0
7.5,0.0120,/home/tnd/mesa-r23.05.1/STRANGE/nad_convos/run_nad_convos_7.5MSUN_z0.0120,2044.0,2332.0
7.5,0.0125,/home/tnd/mesa-r23.05.1/STRANGE/nad_convos/run_nad_convos_7.5MSUN_z0.0125,2057.0,2345.0
7.5,0.0130,/home/tnd/mesa-r23.05.1/STRANGE/nad_convos/run_nad_convos_7.5MSUN_z0.0130,2001.0,2288.0
7.5,0.0135,/home/tnd/mesa-r23.05.1/STRANGE/nad_convos/run_nad_convos_7.5MSUN_z0.0135,2010.0,2276.0
7.5,0.0140,/home/tnd/mesa-r23.05.1/STRANGE/nad_convos/run_nad_convos_7.5MSUN_z0.0140,2022.0,2302.0
7.5,0.0145,/home/tnd/mesa-r23.05.1/STRANGE/nad_convos/run_nad_convos_7.5MSUN_z0.0145,2049.0,2322.0
7.5,0.0150,/home/tnd/mesa-r23.05.1/STRANGE/nad_convos/run_nad_convos_7.5MSUN_z0.0150,2055.0,2329.0
7.5,0.0155,/home/tnd/mesa-r23.05.1/STRANGE/nad_convos/run_nad_convos_7.5MSUN_z0.0155,2043.0,2315.0
7.5,0.0160,/home/tnd/mesa-r23.05.1/STRANGE/nad_convos/run_nad_convos_7.5MSUN_z0.0160,2068.0,2339.0
7.5,0.0165,/home/tnd/mesa-r23.05.1/STRANGE/nad_convos/run_nad_convos_7.5MSUN_z0.0165,2077.0,2345.0
7.5,0.0170,/home/tnd/mesa-r23.05.1/STRANGE/nad_convos/run_nad_convos_7.5MSUN_z0.0170,2095.0,2362.0
7.5,0.0175,/home/tnd/mesa-r23.05.1/STRANGE/nad_convos/run_nad_convos_7.5MSUN_z0.0175,2119.0,2374.0
7.5,0.0180,/home/tnd/mesa-r23.05.1/STRANGE/nad_convos/run_nad_convos_7.5MSUN_z0.0180,2093.0,2351.0
7.5,0.0185,/home/tnd/mesa-r23.05.1/STRANGE/nad_convos/run_nad_convos_7.5MSUN_z0.0185,2124.0,2381.0
7.5,0.0190,/home/tnd/mesa-r23.05.1/STRANGE/nad_convos/run_nad_convos_7.5MSUN_z0.0190,2127.0,2375.0
7.5,0.0195,/home/tnd/mesa-r23.05.1/STRANGE/nad_convos/run_nad_convos_7.5MSUN_z0.0195,2116.0,2361.0
7.5,0.0200,/home/tnd/mesa-r23.05.1/STRANGE/nad_convos/run_nad_convos_7.5MSUN_z0.0200,2155.0,2396.0
8.0,0.0015,/home/tnd/mesa-r23.05.1/STRANGE/nad_convos/run_nad_convos_8.0MSUN_z0.0015,1707.0,2064.0
8.0,0.0020,/home/tnd/mesa-r23.05.1/STRANGE/nad_convos/run_nad_convos_8.0MSUN_z0.0020,1742.0,2079.0
8.0,0.0025,/home/tnd/mesa-r23.05.1/STRANGE/nad_convos/run_nad_convos_8.0MSUN_z0.0025,1774.0,2083.0
8.0,0.0030,/home/tnd/mesa-r23.05.1/STRANGE/nad_convos/run_nad_convos_8.0MSUN_z0.0030,1785.0,2063.0
8.0,0.0035,/home/tnd/mesa-r23.05.1/STRANGE/nad_convos/run_nad_convos_8.0MSUN_z0.0035,1822.0,2069.0
8.0,0.0040,/home/tnd/mesa-r23.05.1/STRANGE/nad_convos/run_nad_convos_8.0MSUN_z0.0040,1859.0,2080.0
8.0,0.0045,/home/tnd/mesa-r23.05.1/STRANGE/nad_convos/run_nad_convos_8.0MSUN_z0.0045,1842.0,2040.0
8.0,0.0050,/home/tnd/mesa-r23.05.1/STRANGE/nad_convos/run_nad_convos_8.0MSUN_z0.0050,1838.0,2005.0
8.0,0.0055,/home/tnd/mesa-r23.05.1/STRANGE/nad_convos/run_nad_convos_8.0MSUN_z0.0055,1879.0,2113.0
8.0,0.0060,/home/tnd/mesa-r23.05.1/STRANGE/nad_convos/run_nad_convos_8.0MSUN_z0.0060,1849.0,2109.0
8.0,0.0065,/home/tnd/mesa-r23.05.1/STRANGE/nad_convos/run_nad_convos_8.0MSUN_z0.0065,1870.0,2153.0
8.0,0.0070,/home/tnd/mesa-r23.05.1/STRANGE/nad_convos/run_nad_convos_8.0MSUN_z0.0070,1877.0,2180.0
8.0,0.0075,/home/tnd/mesa-r23.05.1/STRANGE/nad_convos/run_nad_convos_8.0MSUN_z0.0075,1880.0,2199.0
8.0,0.0080,/home/tnd/mesa-r23.05.1/STRANGE/nad_convos/run_nad_convos_8.0MSUN_z0.0080,1890.0,2217.0
8.0,0.0085,/home/tnd/mesa-r23.05.1/STRANGE/nad_convos/run_nad_convos_8.0MSUN_z0.0085,1917.0,2229.0
8.0,0.0090,/home/tnd/mesa-r23.05.1/STRANGE/nad_convos/run_nad_convos_8.0MSUN_z0.0090,1922.0,2242.0
8.0,0.0095,/home/tnd/mesa-r23.05.1/STRANGE/nad_convos/run_nad_convos_8.0MSUN_z0.0095,1951.0,2277.0
8.0,0.0100,/home/tnd/mesa-r23.05.1/STRANGE/nad_convos/run_nad_convos_8.0MSUN_z0.0100,1973.0,2296.0
8.0,0.0105,/home/tnd/mesa-r23.05.1/STRANGE/nad_convos/run_nad_convos_8.0MSUN_z0.0105,1986.0,2301.0
8.0,0.0110,/home/tnd/mesa-r23.05.1/STRANGE/nad_convos/run_nad_convos_8.0MSUN_z0.0110,2020.0,2351.0
8.0,0.0115,/home/tnd/mesa-r23.05.1/STRANGE/nad_convos/run_nad_convos_8.0MSUN_z0.0115,2016.0,2318.0
8.0,0.0120,/home/tnd/mesa-r23.05.1/STRANGE/nad_convos/run_nad_convos_8.0MSUN_z0.0120,2038.0,2350.0
8.0,0.0125,/home/tnd/mesa-r23.05.1/STRANGE/nad_convos/run_nad_convos_8.0MSUN_z0.0125,2046.0,2359.0
8.0,0.0130,/home/tnd/mesa-r23.05.1/STRANGE/nad_convos/run_nad_convos_8.0MSUN_z0.0130,1998.0,2308.0
8.0,0.0135,/home/tnd/mesa-r23.05.1/STRANGE/nad_convos/run_nad_convos_8.0MSUN_z0.0135,2013.0,2321.0
8.0,0.0140,/home/tnd/mesa-r23.05.1/STRANGE/nad_convos/run_nad_convos_8.0MSUN_z0.0140,2020.0,2315.0
8.0,0.0145,/home/tnd/mesa-r23.05.1/STRANGE/nad_convos/run_nad_convos_8.0MSUN_z0.0145,2025.0,2335.0
8.0,0.0150,/home/tnd/mesa-r23.05.1/STRANGE/nad_convos/run_nad_convos_8.0MSUN_z0.0150,2041.0,2342.0
8.0,0.0155,/home/tnd/mesa-r23.05.1/STRANGE/nad_convos/run_nad_convos_8.0MSUN_z0.0155,2043.0,2333.0
8.0,0.0160,/home/tnd/mesa-r23.05.1/STRANGE/nad_convos/run_nad_convos_8.0MSUN_z0.0160,2053.0,2349.0
8.0,0.0165,/home/tnd/mesa-r23.05.1/STRANGE/nad_convos/run_nad_convos_8.0MSUN_z0.0165,2063.0,2339.0
8.0,0.0170,/home/tnd/mesa-r23.05.1/STRANGE/nad_convos/run_nad_convos_8.0MSUN_z0.0170,2090.0,2378.0
8.0,0.0175,/home/tnd/mesa-r23.05.1/STRANGE/nad_convos/run_nad_convos_8.0MSUN_z0.0175,2094.0,2369.0
8.0,0.0180,/home/tnd/mesa-r23.05.1/STRANGE/nad_convos/run_nad_convos_8.0MSUN_z0.0180,2093.0,2372.0
8.0,0.0185,/home/tnd/mesa-r23.05.1/STRANGE/nad_convos/run_nad_convos_8.0MSUN_z0.0185,2100.0,2364.0
8.0,0.0190,/home/tnd/mesa-r23.05.1/STRANGE/nad_convos/run_nad_convos_8.0MSUN_z0.0190,2109.0,2369.0
8.0,0.0195,/home/tnd/mesa-r23.05.1/STRANGE/nad_convos/run_nad_convos_8.0MSUN_z0.0195,2119.0,2368.0
8.0,0.0200,/home/tnd/mesa-r23.05.1/STRANGE/nad_convos/run_nad_convos_8.0MSUN_z0.0200,2140.0,2410.0
8.5,0.0015,/home/tnd/mesa-r23.05.1/STRANGE/nad_convos/run_nad_convos_8.5MSUN_z0.0015,1711.0,2083.0
8.5,0.0020,/home/tnd/mesa-r23.05.1/STRANGE/nad_convos/run_nad_convos_8.5MSUN_z0.0020,1748.0,2104.0
8.5,0.0025,/home/tnd/mesa-r23.05.1/STRANGE/nad_convos/run_nad_convos_8.5MSUN_z0.0025,1777.0,2085.0
8.5,0.0030,/home/tnd/mesa-r23.05.1/STRANGE/nad_convos/run_nad_convos_8.5MSUN_z0.0030,1774.0,2040.0
8.5,0.0035,/home/tnd/mesa-r23.05.1/STRANGE/nad_convos/run_nad_convos_8.5MSUN_z0.0035,1836.0,2103.0
8.5,0.0040,/home/tnd/mesa-r23.05.1/STRANGE/nad_convos/run_nad_convos_8.5MSUN_z0.0040,1859.0,2097.0
8.5,0.0045,/home/tnd/mesa-r23.05.1/STRANGE/nad_convos/run_nad_convos_8.5MSUN_z0.0045,1865.0,2108.0
8.5,0.0050,/home/tnd/mesa-r23.05.1/STRANGE/nad_convos/run_nad_convos_8.5MSUN_z0.0050,1856.0,2059.0
8.5,0.0055,/home/tnd/mesa-r23.05.1/STRANGE/nad_convos/run_nad_convos_8.5MSUN_z0.0055,1854.0,2109.0
8.5,0.0060,/home/tnd/mesa-r23.05.1/STRANGE/nad_convos/run_nad_convos_8.5MSUN_z0.0060,1868.0,2152.0
8.5,0.0070,/home/tnd/mesa-r23.05.1/STRANGE/nad_convos/run_nad_convos_8.5MSUN_z0.0070,1904.0,2186.0
8.5,0.0075,/home/tnd/mesa-r23.05.1/STRANGE/nad_convos/run_nad_convos_8.5MSUN_z0.0075,1891.0,2221.0
8.5,0.0080,/home/tnd/mesa-r23.05.1/STRANGE/nad_convos/run_nad_convos_8.5MSUN_z0.0080,1911.0,2260.0
8.5,0.0085,/home/tnd/mesa-r23.05.1/STRANGE/nad_convos/run_nad_convos_8.5MSUN_z0.0085,1913.0,2259.0
8.5,0.0090,/home/tnd/mesa-r23.05.1/STRANGE/nad_convos/run_nad_convos_8.5MSUN_z0.0090,1924.0,2259.0
8.5,0.0095,/home/tnd/mesa-r23.05.1/STRANGE/nad_convos/run_nad_convos_8.5MSUN_z0.0095,1955.0,2306.0
8.5,0.0100,/home/tnd/mesa-r23.05.1/STRANGE/nad_convos/run_nad_convos_8.5MSUN_z0.0100,1994.0,2347.0
8.5,0.0105,/home/tnd/mesa-r23.05.1/STRANGE/nad_convos/run_nad_convos_8.5MSUN_z0.0105,1998.0,2339.0
8.5,0.0110,/home/tnd/mesa-r23.05.1/STRANGE/nad_convos/run_nad_convos_8.5MSUN_z0.0110,2012.0,2357.0
8.5,0.0115,/home/tnd/mesa-r23.05.1/STRANGE/nad_convos/run_nad_convos_8.5MSUN_z0.0115,2014.0,2347.0
8.5,0.0120,/home/tnd/mesa-r23.05.1/STRANGE/nad_convos/run_nad_convos_8.5MSUN_z0.0120,2041.0,2385.0
8.5,0.0125,/home/tnd/mesa-r23.05.1/STRANGE/nad_convos/run_nad_convos_8.5MSUN_z0.0125,2039.0,2372.0
8.5,0.0130,/home/tnd/mesa-r23.05.1/STRANGE/nad_convos/run_nad_convos_8.5MSUN_z0.0130,2074.0,2416.0
8.5,0.0135,/home/tnd/mesa-r23.05.1/STRANGE/nad_convos/run_nad_convos_8.5MSUN_z0.0135,2034.0,2374.0
8.5,0.0140,/home/tnd/mesa-r23.05.1/STRANGE/nad_convos/run_nad_convos_8.5MSUN_z0.0140,2023.0,2349.0
8.5,0.0145,/home/tnd/mesa-r23.05.1/STRANGE/nad_convos/run_nad_convos_8.5MSUN_z0.0145,2027.0,2346.0
8.5,0.0150,/home/tnd/mesa-r23.05.1/STRANGE/nad_convos/run_nad_convos_8.5MSUN_z0.0150,2042.0,2348.0
8.5,0.0155,/home/tnd/mesa-r23.05.1/STRANGE/nad_convos/run_nad_convos_8.5MSUN_z0.0155,2055.0,2377.0
8.5,0.0160,/home/tnd/mesa-r23.05.1/STRANGE/nad_convos/run_nad_convos_8.5MSUN_z0.0160,2077.0,2396.0
8.5,0.0165,/home/tnd/mesa-r23.05.1/STRANGE/nad_convos/run_nad_convos_8.5MSUN_z0.0165,2071.0,2372.0
8.5,0.0170,/home/tnd/mesa-r23.05.1/STRANGE/nad_convos/run_nad_convos_8.5MSUN_z0.0170,2087.0,2399.0
8.5,0.0175,/home/tnd/mesa-r23.05.1/STRANGE/nad_convos/run_nad_convos_8.5MSUN_z0.0175,2095.0,2401.0
8.5,0.0180,/home/tnd/mesa-r23.05.1/STRANGE/nad_convos/run_nad_convos_8.5MSUN_z0.0180,2112.0,2422.0
8.5,0.0185,/home/tnd/mesa-r23.05.1/STRANGE/nad_convos/run_nad_convos_8.5MSUN_z0.0185,2096.0,2397.0
8.5,0.0190,/home/tnd/mesa-r23.05.1/STRANGE/nad_convos/run_nad_convos_8.5MSUN_z0.0190,2125.0,2421.0
8.5,0.0195,/home/tnd/mesa-r23.05.1/STRANGE/nad_convos/run_nad_convos_8.5MSUN_z0.0195,2110.0,2394.0
8.5,0.0200,/home/tnd/mesa-r23.05.1/STRANGE/nad_convos/run_nad_convos_8.5MSUN_z0.0200,2119.0,2411.0
9.0,0.0015,/home/tnd/mesa-r23.05.1/STRANGE/nad_convos/run_nad_convos_9.0MSUN_z0.0015,1723.0,2104.0
9.0,0.0020,/home/tnd/mesa-r23.05.1/STRANGE/nad_convos/run_nad_convos_9.0MSUN_z0.0020,1754.0,2137.0
9.0,0.0025,/home/tnd/mesa-r23.05.1/STRANGE/nad_convos/run_nad_convos_9.0MSUN_z0.0025,1777.0,2121.0
9.0,0.0030,/home/tnd/mesa-r23.05.1/STRANGE/nad_convos/run_nad_convos_9.0MSUN_z0.0030,1807.0,2094.0
9.0,0.0035,/home/tnd/mesa-r23.05.1/STRANGE/nad_convos/run_nad_convos_9.0MSUN_z0.0035,1830.0,2091.0
9.0,0.0040,/home/tnd/mesa-r23.05.1/STRANGE/nad_convos/run_nad_convos_9.0MSUN_z0.0040,1853.0,2112.0
9.0,0.0045,/home/tnd/mesa-r23.05.1/STRANGE/nad_convos/run_nad_convos_9.0MSUN_z0.0045,1880.0,2143.0
9.0,0.0050,/home/tnd/mesa-r23.05.1/STRANGE/nad_convos/run_nad_convos_9.0MSUN_z0.0050,1873.0,2118.0
9.0,0.0055,/home/tnd/mesa-r23.05.1/STRANGE/nad_convos/run_nad_convos_9.0MSUN_z0.0055,1900.0,2184.0
9.0,0.0060,/home/tnd/mesa-r23.05.1/STRANGE/nad_convos/run_nad_convos_9.0MSUN_z0.0060,1873.0,2157.0
9.0,0.0065,/home/tnd/mesa-r23.05.1/STRANGE/nad_convos/run_nad_convos_9.0MSUN_z0.0065,1892.0,2173.0
9.0,0.0070,/home/tnd/mesa-r23.05.1/STRANGE/nad_convos/run_nad_convos_9.0MSUN_z0.0070,1888.0,2157.0
9.0,0.0075,/home/tnd/mesa-r23.05.1/STRANGE/nad_convos/run_nad_convos_9.0MSUN_z0.0075,1909.0,2229.0
9.0,0.0080,/home/tnd/mesa-r23.05.1/STRANGE/nad_convos/run_nad_convos_9.0MSUN_z0.0080,1906.0,2254.0
9.0,0.0085,/home/tnd/mesa-r23.05.1/STRANGE/nad_convos/run_nad_convos_9.0MSUN_z0.0085,1905.0,2274.0
9.0,0.0090,/home/tnd/mesa-r23.05.1/STRANGE/nad_convos/run_nad_convos_9.0MSUN_z0.0090,1938.0,2299.0
9.0,0.0095,/home/tnd/mesa-r23.05.1/STRANGE/nad_convos/run_nad_convos_9.0MSUN_z0.0095,1948.0,2314.0
9.0,0.0100,/home/tnd/mesa-r23.05.1/STRANGE/nad_convos/run_nad_convos_9.0MSUN_z0.0100,1980.0,2329.0
9.0,0.0105,/home/tnd/mesa-r23.05.1/STRANGE/nad_convos/run_nad_convos_9.0MSUN_z0.0105,1976.0,2344.0
9.0,0.0110,/home/tnd/mesa-r23.05.1/STRANGE/nad_convos/run_nad_convos_9.0MSUN_z0.0110,2009.0,2379.0
9.0,0.0115,/home/tnd/mesa-r23.05.1/STRANGE/nad_convos/run_nad_convos_9.0MSUN_z0.0115,2035.0,2394.0
9.0,0.0120,/home/tnd/mesa-r23.05.1/STRANGE/nad_convos/run_nad_convos_9.0MSUN_z0.0120,2029.0,2384.0
9.0,0.0125,/home/tnd/mesa-r23.05.1/STRANGE/nad_convos/run_nad_convos_9.0MSUN_z0.0125,2040.0,2391.0
9.0,0.0130,/home/tnd/mesa-r23.05.1/STRANGE/nad_convos/run_nad_convos_9.0MSUN_z0.0130,2075.0,2435.0
9.0,0.0135,/home/tnd/mesa-r23.05.1/STRANGE/nad_convos/run_nad_convos_9.0MSUN_z0.0135,2096.0,2451.0
9.0,0.0140,/home/tnd/mesa-r23.05.1/STRANGE/nad_convos/run_nad_convos_9.0MSUN_z0.0140,2027.0,2370.0
9.0,0.0145,/home/tnd/mesa-r23.05.1/STRANGE/nad_convos/run_nad_convos_9.0MSUN_z0.0145,2031.0,2369.0
9.0,0.0150,/home/tnd/mesa-r23.05.1/STRANGE/nad_convos/run_nad_convos_9.0MSUN_z0.0150,2042.0,2381.0
9.0,0.0155,/home/tnd/mesa-r23.05.1/STRANGE/nad_convos/run_nad_convos_9.0MSUN_z0.0155,2054.0,2386.0
9.0,0.0160,/home/tnd/mesa-r23.05.1/STRANGE/nad_convos/run_nad_convos_9.0MSUN_z0.0160,2061.0,2388.0
9.0,0.0165,/home/tnd/mesa-r23.05.1/STRANGE/nad_convos/run_nad_convos_9.0MSUN_z0.0165,2072.0,2408.0
9.0,0.0170,/home/tnd/mesa-r23.05.1/STRANGE/nad_convos/run_nad_convos_9.0MSUN_z0.0170,2078.0,2401.0
9.0,0.0175,/home/tnd/mesa-r23.05.1/STRANGE/nad_convos/run_nad_convos_9.0MSUN_z0.0175,2081.0,2390.0
9.0,0.0180,/home/tnd/mesa-r23.05.1/STRANGE/nad_convos/run_nad_convos_9.0MSUN_z0.0180,2090.0,2414.0
9.0,0.0185,/home/tnd/mesa-r23.05.1/STRANGE/nad_convos/run_nad_convos_9.0MSUN_z0.0185,2112.0,2426.0
9.0,0.0190,/home/tnd/mesa-r23.05.1/STRANGE/nad_convos/run_nad_convos_9.0MSUN_z0.0190,2108.0,2410.0
9.0,0.0195,/home/tnd/mesa-r23.05.1/STRANGE/nad_convos/run_nad_convos_9.0MSUN_z0.0195,2120.0,2428.0
